P0006_tLung,P0008_tLung,P0018_tLung,P0019_tLung,P0020_tLung,P0025_tLung,P0028_tLung,P0030_tLung,P0031_tLung,P0034_tLung,P1006_tL.B,P1028_tL.B,P1049_tL.B,P1058_tL.B
TRIM39,0.091130644,0.05150267,0.05102953,0.05413258,0.06313569,0.04885829,0.05115256,0.047792032,0.08562521,0.05036543,0.1132033,0.02968403,0.10321871,0.042955402
TRIM39-RPP21,0,0,0,0,0,0,0,0,0,0,0.0007210401,0,0,0
TRIM4,0.20711508,0.12271624,0.15651914,0.09618943,0.121524334,0.10418311,0.08325521,0.099204674,0.111250274,0.1257121,0.10310874,0.16950604,0.16644017,0.14139487
TRIM40,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIM41,0.10005252,0.0699419,0.12607294,0.09494022,0.08307327,0.08765752,0.07126081,0.05720561,0.07562518,0.14102319,0.110319145,0.08536717,0.14321595,0.12468999
TRIM43,0,0,0,0.00041640448,0,0,0,0,0.0006250015,0.0004029234,0,0,0,0
TRIM44,0.45947683,0.31346688,0.56561303,0.40349594,0.41441697,0.33410445,0.31432366,0.39464632,0.43125108,0.46859995,0.34033096,0.72347146,0.33546078,0.32932475
TRIM45,0.010196435,0.0019075063,0.027015632,0.005413258,0.00854468,0.0035925212,0.02293046,0.018103043,0.011875029,0.008461392,0.08147754,0.005527371,0.015482806,0.0077558365
TRIM46,0.006372772,0,0.023156255,0.0058296626,0.00854468,0.0021555126,0.020461025,0.00434473,0.0043750107,0.0052380045,0.012257683,0.024566093,0.010321871,0.0017898084
TRIM47,0.20201688,0.120808735,0.39108345,0.13158381,0.24209926,0.07041341,0.35665682,0.05720561,0.2506256,0.27882302,0.09085106,0.63298637,0.11225034,0.3388704
TRIM48,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIM49,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIM49C,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIM5,0.077747814,0.020982571,0.16595317,0.07870044,0.06835744,0.051013798,0.07972744,0.065895066,0.07062517,0.12087703,0.07138298,0.16275036,0.054189824,0.07576856
TRIM50,0,0,0,0.00041640448,0,0,0.0003527763,0,0,0,0,0.0004094349,0,0
TRIM51,0,0,0,0,0.00047470443,0,0,0,0,0,0,0,0,0
TRIM52,0.09814069,0.05150267,0.050600708,0.054965388,0.03655224,0.043110255,0.035630405,0.054309126,0.043125104,0.07131744,0.08147754,0.03603027,0.10192847,0.036392774
TRIM54,0.0025491088,0.0025433416,0.025729174,0.0016656179,0.00094940886,0.006466538,0.09242739,0.07168805,0.0018750046,0.0008058468,0.004326241,0,0.0012902339,0.015511673
TRIM55,0.0006372772,0.0038150125,0.0042881956,0.00041640448,0.006645862,0.0035925212,0.0007055526,0.005792973,0.008750021,0,0.0007210401,0.00061415235,0.0038707014,0.002983014
TRIM56,0.35878703,0.27531675,0.72470504,0.27940738,0.32564723,0.19687015,0.38734838,0.19768523,0.2775007,0.6881932,0.24731678,0.9109926,0.41416508,0.3645243
TRIM58,0.014020098,0.008901696,0.0017152781,0.0037476402,0.0037976354,0.00502953,0.0014111052,0.00434473,0.00812502,0.004029234,0.007931442,0.0024566094,0.027094912,0.006562631
TRIM59,0.036962077,0.041329302,0.032161467,0.020820223,0.033704013,0.03233269,0.044097036,0.029688988,0.022500055,0.02699587,0.06056737,0.04196708,0.086445674,0.034602962
TRIM6,0.011470989,0.0025433416,0.030017368,0.009577303,0.019937586,0.0035925212,0.023988789,0.002172365,0.010000024,0.0064467746,0.04254137,0.041148204,0.007741403,0.016108276
TRIM60,0.0006372772,0.0012716708,0.0025729174,0.0016656179,0.003322931,0,0.0007055526,0.002172365,0.0037500092,0.0036263107,0.0007210401,0.00061415235,0.0012902339,0.002983014
TRIM61,0.019755594,0.020982571,0.03173265,0.009577303,0.00854468,0.016525596,0.014463828,0.013758312,0.01250003,0.024981253,0.0028841605,0.061415236,0.018063273,0.015511673
TRIM62,0.019755594,0.02225424,0.0175816,0.017905394,0.014241133,0.0093405545,0.022224907,0.010861824,0.01625004,0.014908167,0.021631204,0.015558526,0.041287486,0.020284496
TRIM63,0,0,0.0012864587,0.0029148313,0,0,0.0007055526,0,0.005000012,0.0004029234,0.0050472813,0.0018424569,0,0
TRIM65,0.06755138,0.053410176,0.106347255,0.06412629,0.05886335,0.042391747,0.07161359,0.05648149,0.091875225,0.08501685,0.054078013,0.12057857,0.11999175,0.05488746
TRIM66,0.026765643,0.017803391,0.023585076,0.019987416,0.027058152,0.014370085,0.035630405,0.014482433,0.025625063,0.034651414,0.041820332,0.08311528,0.01677304,0.018494688
TRIM67,0.0006372772,0,0,0,0,0,0,0,0,0,0,0,0,0
TRIM68,0.02039287,0.012080872,0.02958855,0.032063145,0.028482266,0.016525596,0.04833035,0.015930677,0.026875066,0.0568122,0.046146568,0.038691595,0.037416782,0.029233538
TRIM69,0.275941,0.23653078,0.18353477,0.26191843,0.25301746,0.16094495,0.16262987,0.26792502,0.20000048,0.11926533,0.1326714,0.24607036,0.42190647,0.24043095
TRIM7,0.012108266,0.0038150125,0.016295142,0.025400672,0.0071205664,0.0071850424,0.017286038,0.010137703,0.005000012,0.020146172,0.009373521,0.05895862,0.021933975,0.18792988
TRIM71,0.0076473267,0,0.00085763907,0.0062460667,0.0028482266,0.0035925212,0.0031749867,0.005792973,0.001250003,0.0012087702,0.06417257,0,0,0
TRIM72,0.02039287,0.005086683,0.01072049,0.004996854,0.005696453,0.00502953,0.0035277628,0.00434473,0.013750033,0.09267239,0,0.0026613267,0.0051609357,0.0053694253
TRIM73,0.03568752,0.022890076,0.020583339,0.011242921,0.02468463,0.016525596,0.016933262,0.010861824,0.018125044,0.029010486,0.018747043,0.023133071,0.014192573,0.017301481
TRIM74,0,0,0.00042881953,0.00041640448,0,0,0,0.00072412164,0.0006250015,0,0,0,0,0
TRIM8,0.22495884,0.14687799,0.22598791,0.15282045,0.14478485,0.14729336,1.1627506,0.2070988,0.29562572,0.47746423,0.4794917,0.45631516,0.25675654,0.2559426
TRIM9,0.0038236633,0.0006358354,0.006003474,0.00083280896,0.00047470443,0.00071850425,0.0003527763,0,0.013750033,0.0028204639,0.07282505,0.00061415235,0.0012902339,0.00417622
TRIML1,0,0,0,0,0,0,0,0,0.0006250015,0,0,0,0,0
TRIML2,0,0,0,0.00083280896,0,0.00071850425,0,0,0.0031250075,0,0.0050472813,0,0,0.0005966028
TRIO,0.15358381,0.059132695,0.3181841,0.23485212,0.2886203,0.08981303,0.25858504,0.1875475,0.19500048,0.14666413,0.28048462,0.122011594,0.123862445,0.20344156
TRIOBP,0.25491086,0.12144456,0.27315804,0.18946403,0.17326711,0.16884848,0.6420528,0.26502854,0.6275015,0.46013856,0.3893617,0.5034002,0.14192572,0.32455194
TRIP10,0.23005706,0.14751382,0.2937414,0.14615797,0.19178058,0.081909485,0.20707968,0.1303419,0.22937557,0.3356352,0.2985106,0.38282165,0.12515268,0.32276213
TRIP11,0.32564867,0.17421891,0.26243758,0.17572269,0.22121227,0.112805165,0.18520756,0.17306507,0.21875054,0.34288782,0.35258865,0.117303096,0.13676478,0.18614008
TRIP12,0.29251024,0.16849639,0.28645146,0.28523704,0.30428553,0.19040361,0.31150147,0.18030629,0.26437566,0.3166978,0.43622932,0.35354704,0.29933426,0.43492347
TRIP13,0.024216533,0.0063583544,0.08190454,0.013324943,0.048894558,0.025147647,0.07231914,0.03475784,0.02937507,0.012087703,0.13771868,0.07738319,0.04386795,0.09963267
TRIP4,0.10515074,0.06867023,0.10591844,0.105766736,0.09589029,0.09484255,0.09771903,0.09196345,0.07937519,0.0584239,0.251643,0.06735204,0.15482807,0.08233119
TRIP6,0.2733919,0.17866977,0.82805055,0.3801773,0.56157535,0.18321858,0.9951819,0.4279559,0.39437598,0.8739409,0.35835695,2.04308,0.1754718,0.6180805
TRIQK,0.11598445,0.06485521,0.1290747,0.12367213,0.10490968,0.085502,0.23318513,0.30919996,0.14375035,0.12772672,0.38431442,0.32816207,0.05677029,0.10440549
TRIT1,0.0446094,0.031791773,0.09133856,0.043306064,0.058388647,0.0344882,0.063146956,0.052860882,0.05437513,0.07413791,0.16656028,0.12078329,0.08902613,0.041762196
TRMO,0.106425285,0.11445038,0.06046356,0.11700966,0.10301086,0.083346486,0.04092205,0.12092832,0.06750017,0.089851916,0.058404252,0.06080108,0.10708941,0.06085349
TRMT1,0.23260619,0.18439229,0.14451219,0.28482065,0.18038769,0.23566937,0.11429952,0.21796063,0.15187538,0.17768924,0.08724586,0.18465513,0.26449794,0.18017405
TRMT10A,0.04078574,0.029884266,0.05789064,0.03997483,0.08497209,0.04382876,0.05891364,0.053585004,0.041250102,0.06849698,0.058404252,0.07103695,0.07096286,0.05250105
TRMT10B,0.09750341,0.066762716,0.099486135,0.08453011,0.0645598,0.053887814,0.07302469,0.05648149,0.03750009,0.09750746,0.07859337,0.12753896,0.12902339,0.0626433
TRMT10C,0.33966872,0.36306202,0.32332996,0.32979235,0.31283024,0.2586615,0.3351375,0.25633907,0.23500057,0.23329267,0.74195033,0.30564314,0.35610452,0.21835664
TRMT11,0.087944254,0.06421938,0.08962329,0.054965388,0.042248692,0.056043327,0.05115256,0.08182575,0.073125176,0.05036543,0.057683215,0.06243882,0.06838239,0.069205925
TRMT112,2.4331243,2.2457707,3.695567,2.6187675,2.3184564,2.3423238,3.0359929,2.458393,2.475631,2.6709793,3.7450826,3.6800008,2.6682036,2.8034368
TRMT12,0.049707618,0.032427605,0.0415955,0.042473257,0.044622216,0.038799226,0.052563667,0.054309126,0.07500018,0.024981253,0.0771513,0.05425012,0.05677029,0.03340976
TRMT13,0.10387618,0.09283197,0.12821704,0.07911685,0.07595271,0.0689764,0.06067752,0.05720561,0.061875153,0.08501685,0.13627659,0.051179357,0.14966713,0.07755837
TRMT1L,0.08220875,0.05277434,0.08361982,0.0749528,0.06930685,0.045984272,0.09948292,0.09703231,0.055000134,0.07172037,0.11608747,0.07840678,0.07870426,0.08889382
TRMT2A,0.1395637,0.120808735,0.13765107,0.1490728,0.15332954,0.13436028,0.18203257,0.136859,0.15750039,0.1857477,0.35114655,0.12057857,0.21159835,0.102615684
TRMT2B,0.052894007,0.05150267,0.07718752,0.044138875,0.030855788,0.03592521,0.06385251,0.024620138,0.033750083,0.044321578,0.092293136,0.07717847,0.06064099,0.03400636
TRMT44,0.036962077,0.028612595,0.032590285,0.024567865,0.027058152,0.026584655,0.035983182,0.023171892,0.034375083,0.05076835,0.067777775,0.04237651,0.041287486,0.032813154
TRMT5,0.053531285,0.0305201,0.06689585,0.044971686,0.044622216,0.05316931,0.06561639,0.07241217,0.0406251,0.047544964,0.046146568,0.035620835,0.037416782,0.054290857
TRMT6,0.15167196,0.13479711,0.31260943,0.27399415,0.20839524,0.16094495,0.29527375,0.19478874,0.121250294,0.17970383,0.1867494,0.23542507,0.1716011,0.12170698
TRMT61A,0.06436499,0.05722519,0.1273594,0.08328089,0.07737682,0.09484255,0.13158555,0.06951568,0.106875256,0.092269465,0.12690307,0.10215401,0.104508944,0.09485985
TRMT61B,0.08157148,0.061676037,0.06903995,0.07037236,0.057439234,0.081909485,0.08854685,0.06879156,0.07875019,0.07736129,0.09734043,0.067556754,0.14192572,0.10022927
TRMU,0.077747814,0.05531768,0.081046894,0.076618426,0.070730954,0.078316964,0.09771903,0.07313629,0.07500018,0.08098761,0.125461,0.080863394,0.11096011,0.07696176
TRNAU1AP,0.24089077,0.19329396,0.38422233,0.22777325,0.41441697,0.2054922,0.31291255,0.26792502,0.20375049,0.6434687,0.5638534,0.24709396,0.34191197,0.16883859
TRNP1,0.007010049,0.004450848,0.032161467,0.0037476402,0.039875172,0.002874017,0.05326922,0.012310069,0.021875054,0.01772863,0.019468084,0.07554074,0.0051609357,0.013125262
TRNT1,0.102601625,0.096011154,0.11578128,0.1024355,0.09209266,0.098435074,0.09913014,0.12237656,0.09562524,0.102342546,0.17304963,0.08884738,0.13418432,0.11812735
TRO,0.013382821,0.005086683,0.004717015,0.0041640447,0.0014241133,0.0035925212,0.0038805394,0.0028964865,0.006250015,0.0012087702,0.031725768,0.0008188698,0,0.0017898084
TROAP,0.031226583,0.02352591,0.05660418,0.037892807,0.058388647,0.06538388,0.110418975,0.048516154,0.028125068,0.018937401,0.10310874,0.10890968,0.05677029,0.08531421
RO60,0.4110438,0.32173273,0.41595498,0.36060628,0.35602832,0.29099423,0.4286232,0.32513064,0.3662509,0.26230314,0.5732269,0.28496668,0.4386795,0.30307424
TRPA1,0,0,0,0,0,0,0,0,0,0.0004029234,0,0,0,0.0005966028
TRPC1,0.015294653,0.008901696,0.017152783,0.007078876,0.0023735221,0.00502953,0.0042333156,0.0028964865,0.018750045,0.010476009,0.028841607,0.014330221,0.0038707014,0.002983014
TRPC3,0.0012745544,0,0,0.0012492135,0,0,0.0014111052,0.00072412164,0,0,0.0007210401,0.00020471745,0,0.002983014
TRPC4,0.0012745544,0.0019075063,0.0017152781,0.00041640448,0,0.0014370085,0.0003527763,0,0.0031250075,0,0.0021631205,0,0,0.0017898084
TRPC4AP,0.19691865,0.15895887,0.26844102,0.19695932,0.21124348,0.1896851,0.2487073,0.18609926,0.21875054,0.23973943,0.34970447,0.22007126,0.27223933,0.17719103
TRPC5OS,0,0,0.00042881953,0.00041640448,0.00047470443,0,0.0003527763,0.0014482433,0.0006250015,0.0012087702,0,0.00020471745,0,0.0023864112
TRPC6,0.059904054,0.031791773,0.032161467,0.055381794,0.011392906,0.013651581,0.045508143,0.08906696,0.013125032,0.006849698,0.022352245,0.00020471745,0.0025804678,0.022074305
TRPC7-AS1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005966028
TRPM1,0,0,0,0.0020820224,0.00094940886,0.00071850425,0,0.011585946,0.0018750046,0,0.0007210401,0,0,0
TRPM2,0.05416856,0.033699278,0.036449663,0.040391233,0.050793372,0.020836622,0.01622771,0.011585946,0.03312508,0.0024175404,0.04975177,0.0014330222,0.047738653,0.019687893
TRPM2-AS,0.0012745544,0.0006358354,0,0.00041640448,0,0,0.0003527763,0,0.020625051,0,0.031004727,0,0.019353509,0
TRPM3,0.0038236633,0.0031791772,0.0012864587,0.00041640448,0.00094940886,0.00071850425,0.0003527763,0.0036206082,0.0043750107,0.0024175404,0,0.0008188698,0,0.0005966028
TRPM4,0.06309044,0.057861026,0.995719,0.12908538,0.07310448,0.06682089,0.15733822,0.09485994,0.063125156,0.11040101,0.11608747,0.10870496,0.041287486,0.08949042
TRPM5,0,0,0,0.00041640448,0,0,0.0017638814,0,0.0037500092,0,0,0,0,0
TRPM6,0.0006372772,0,0.00042881953,0.0012492135,0.00047470443,0.0014370085,0.0007055526,0.0014482433,0.0006250015,0.0012087702,0,0.0004094349,0,0.0011932056
TRPM7,0.15422107,0.112542875,0.08790801,0.12450494,0.118201405,0.10705713,0.10265791,0.13830724,0.14437535,0.12329457,0.34609926,0.111980446,0.14450619,0.113354534
TRPM8,0.0019118317,0,0.0068611125,0.00041640448,0,0,0.0017638814,0,0.001250003,0.004029234,0,0.0020471744,0.0012902339,0.0023864112
TRPS1,0.16505478,0.092196144,0.1119219,0.1028519,0.107283205,0.07544294,0.04480259,0.102101155,0.18062545,0.026592946,0.024515366,0.06591902,0.11096011,0.090683624
TRPT1,0.17397667,0.16658889,0.3426268,0.1499056,0.17943826,0.17531504,0.39122888,0.19913347,0.23437557,0.32072705,0.31293145,0.40431696,0.2632077,0.27145427
TRPV1,0.007010049,0.0019075063,0.014579865,0.005413258,0.009968793,0.00502953,0.014816605,0.0028964865,0.016875042,0.012490626,0.029562645,0.014330221,0.007741403,0.0077558365
TRPV2,0.20137958,0.1595947,0.16295144,0.6021209,0.3251725,0.34847453,0.14040497,0.43157652,0.20875052,0.070511594,0.036052007,0.0042990665,0.28772214,0.20940758
TRPV3,0.0050982176,0.043872647,0.00085763907,0.0016656179,0.00427234,0.012933076,0.008819407,0.01303419,0.038125094,0.015311089,0.009373521,0.01044059,0.011612104,0.00417622
TRPV4,0.028040197,0.01653172,0.063894115,0.037059996,0.04082458,0.02227363,0.011288841,0.04489554,0.027500067,0.028607562,0.06056737,0.031117052,0.018063273,0.035199568
TRPV5,0,0,0,0.00041640448,0,0,0.0003527763,0.0014482433,0.0006250015,0,0,0,0,0
TRPV6,0.003186386,0,0.006003474,0.002498427,0,0.0014370085,0.0010583289,0.0036206082,0.001250003,0.0012087702,0.0007210401,0.0020471744,0.0051609357,0.0005966028
TRRAP,0.069463216,0.046415985,0.082333356,0.054965388,0.096365005,0.053887814,0.10265791,0.047067907,0.056875136,0.07897299,0.098061465,0.1267201,0.07870426,0.07875157
TRUB1,0.047795787,0.031155936,0.030017368,0.044138875,0.041299287,0.056043327,0.11253563,0.046343785,0.0406251,0.07494376,0.114645384,0.093351156,0.08257497,0.057870474
TRUB2,0.12745543,0.087109454,0.16938373,0.12950179,0.13766429,0.11208665,0.14393273,0.12961778,0.14125034,0.24376866,0.20693853,0.19345798,0.16514994,0.15034391
TSACC,0,0.0019075063,0.011149308,0.0045804493,0.005696453,0.0014370085,0.026810998,0.0028964865,0.0075000185,0.011684779,0.003605201,0.021290613,0.0025804678,0.0017898084
TSC1,0.07519871,0.040693466,0.06260765,0.06079505,0.079275645,0.046702772,0.051858116,0.060102098,0.06687517,0.112012714,0.10959811,0.086186044,0.085155435,0.051904444
TSC2,0.15422107,0.120172895,0.25643408,0.119924486,0.11725199,0.09771658,0.17074373,0.083998114,0.15750039,0.20347632,0.1723286,0.21720521,0.14579642,0.16704878
TSC22D1,1.0502328,0.54872596,1.2924621,0.77825993,1.408448,0.40379936,0.9733098,1.1571465,1.4212534,2.4441335,0.60567373,1.290334,0.23482257,1.6627321
TSC22D1-AS1,0.003186386,0.0038150125,0.006003474,0.0033312358,0.0014241133,0.004311025,0.0038805394,0.0036206082,0.0037500092,0.0036263107,0.010094563,0.0026613267,0.0038707014,0.002983014
TSC22D2,0.46776146,0.2746809,0.18439241,0.1773883,0.40634698,0.18609259,0.22930458,0.40912873,0.38437593,0.33644104,0.21991725,0.15619941,0.32900962,0.2571358
TSC22D3,4.949095,7.054594,1.3880888,2.01165,1.5589293,5.758811,2.557628,2.1470208,2.905007,0.60438514,0.96619385,2.3020477,2.9468942,3.6971478
TSC22D4,0.57291216,0.44190562,0.52315986,0.4009975,0.45571625,0.47708678,0.54256994,0.33309597,0.36375087,0.5379028,0.39152482,1.4137787,0.95477307,0.49816334
TSEN15,0.16632934,0.12398791,0.2174115,0.14241032,0.12722078,0.16956699,0.2797516,0.16509974,0.16562541,0.104760095,0.34393615,0.22948825,0.32126823,0.19568573
TSEN2,0.038873907,0.022890076,0.068182305,0.04955213,0.026108744,0.04885829,0.038452618,0.05575737,0.038125094,0.028607562,0.13771868,0.049132187,0.055480056,0.035199568
TSEN34,0.30716762,0.22508575,0.7362832,0.2877355,0.45524153,0.2406989,0.85442424,0.29616576,0.46687615,0.80141467,0.9712411,0.76502913,0.33417058,0.59898925
TSEN54,0.20392871,0.17358306,0.19639936,0.17447348,0.1946288,0.12142721,0.29668486,0.08979108,0.17625043,0.20267047,0.15213947,0.18588343,0.37416783,0.14915071
TSFM,0.109611675,0.10936369,0.24356951,0.15240404,0.20792054,0.122864224,0.17779925,0.18971989,0.12812531,0.14223197,0.3143735,0.19919007,0.16256946,0.17719103
TSG101,0.33329597,0.31283104,0.58705395,0.46678942,0.5278713,0.41242144,0.597603,0.56626314,0.42625102,0.41581696,0.7066194,0.47003126,0.5289959,0.51725465
TSGA10,0.08348331,0.041965142,0.06603821,0.022485843,0.021836404,0.036643714,0.030691538,0.041999057,0.04500011,0.061647285,0.16800235,0.067966186,0.06064099,0.048324827
TSGA10IP,0.00446094,0.0006358354,0.0012864587,0.0033312358,0.00047470443,0.00071850425,0.011641618,0.00434473,0,0.0004029234,0,0,0.0012902339,0.0005966028
TSGA13,0.0006372772,0.0006358354,0,0.00041640448,0,0.00071850425,0.0014111052,0.00072412164,0.001250003,0.0008058468,0,0.0004094349,0,0.0011932056
TSHR,0.0019118317,0.008901696,0.003001737,0.00041640448,0.00094940886,0.0071850424,0.0031749867,0.0028964865,0.006250015,0,0.0007210401,0,0.0025804678,0.0023864112
TSHZ1,0.11216079,0.071213566,0.04888543,0.0932746,0.07595271,0.05819884,0.09771903,0.06879156,0.10062525,0.04351573,0.11536643,0.19304855,0.09031637,0.04474521
TSHZ2,0.36069888,0.34207946,0.9318249,0.15240404,0.12294845,0.15016738,0.044097036,0.06951568,0.42750102,0.014908167,0.049030732,0.018834004,0.1638597,0.20165175
TSHZ3,0.043972127,0.020346733,0.01843924,0.018321797,0.007595271,0.013651581,0.010583288,0.010137703,0.060625147,0.0016116936,0.004326241,0.0010235872,0.023224209,0.017301481
TSIX,0.0038236633,0.015895886,0.00042881953,0.00083280896,0.0018988177,0.0035925212,0.0007055526,0,0.0031250075,0.0028204639,0,0.0004094349,0.0038707014,0.0077558365
TSKS,0.012745544,0.005722519,0.00085763907,0.022069437,0.006645862,0.002874017,0.0014111052,0.013758312,0.0037500092,0.0024175404,0.067777775,0.0004094349,0.009031637,0.0011932056
TSKU,0.069463216,0.0305201,0.15180212,0.0278991,0.09589029,0.010777564,0.25717393,0.012310069,0.13750033,0.04109819,0.043983452,0.16336451,0,0.13304242
TSLP,0.024216533,0.024161745,0.013722225,0.028315503,0.0023735221,0.0021555126,0.0028222103,0.01303419,0.009375023,0.012087703,0.0007210401,0.0067556757,0.0038707014,0.015511673
TSN,0.27466646,0.23843828,0.32761815,0.27357772,0.25016922,0.28740168,0.33795968,0.26502854,0.27312565,0.2288605,0.501844,0.2640855,0.36642644,0.35796168
TSNARE1,0.018481039,0.01526005,0.015008684,0.009577303,0.014715837,0.00862205,0.026458222,0.015930677,0.023125056,0.022160789,0.007210402,0.015763244,0.011612104,0.00835244
TSNAX,0.3065303,0.21872738,0.40780738,0.36601952,0.29763967,0.31398636,0.4138066,0.50326455,0.22625056,0.23853067,0.28264773,0.29417896,0.3844897,0.26668146
TSNAX-DISC1,0,0.0006358354,0.003001737,0,0.00094940886,0.00071850425,0.0003527763,0,0,0.0004029234,0.0007210401,0,0,0.0023864112
TSNAXIP1,0.006372772,0.0025433416,0.0042881956,0.0029148313,0,0.0014370085,0.0038805394,0.013758312,0.00812502,0.0008058468,0.005768321,0.008598133,0.0025804678,0.005966028
TSPAN1,0.1733394,0.015895886,1.6222243,0.0374764,0.18371062,0.05748034,0.6353501,0.24764961,0.31812578,0.5592577,0.10022458,1.686667,0.27998075,1.1681483
TSPAN10,0.043972127,0.020346733,0.07118405,0.06162786,0.026108744,0.012214572,0.052916445,0.020999528,0.042500105,0.059229743,0.110319145,0.027022703,0.054189824,0.018494688
TSPAN11,0.030589307,0.007630025,0.012435767,0.0033312358,0.00047470443,0.0035925212,0.005291644,0,0.055000134,0,0.0007210401,0.0020471744,0,0.025057318
TSPAN12,0.051619455,0.031155936,0.09519794,0.0745364,0.075478,0.038799226,0.09348571,0.08182575,0.0843752,0.13175596,0.30283687,0.12262575,0.011612104,0.03579617
TSPAN13,0.4225148,0.23462328,2.418971,0.57255614,0.6802515,0.4641537,2.1170106,0.7885685,0.6506266,1.3469731,3.5951064,0.39162445,0.38836038,1.281503
TSPAN14,0.3766308,0.2530625,0.35806432,0.40307954,0.48609734,0.3211714,0.43144542,0.30195874,0.3187508,0.3803597,0.57394797,0.352114,0.6218927,0.4420827
TSPAN15,0.12363177,0.05722519,0.6256477,0.150322,0.5031867,0.15663393,0.7291886,0.23461542,0.2556256,0.21717574,0.05552009,0.39039615,0.036126547,0.5697557
TSPAN16,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TSPAN17,0.16505478,0.120172895,0.22513026,0.16156493,0.29811436,0.12717524,0.2455323,0.083998114,0.20812552,0.2336956,0.17593381,0.4683935,0.21933974,0.4587876
TSPAN18,0.0363248,0.019075062,0.007718752,0.050801344,0.0052217483,0.014370085,0.0038805394,0.016654799,0.042500105,0.0024175404,0.005768321,0,0.0064511695,0.023864113
TSPAN19,0.021030148,0,0.015437504,0.00041640448,0,0.0035925212,0.014816605,0.02606838,0.051250126,0.002014617,0.020189125,0.042990666,0.020643743,0.0423588
TSPAN2,0.09622885,0.03497095,0.121355936,0.04205685,0.02895697,0.018681109,0.017286038,0.024620138,0.043125104,0.0076555447,0.0050472813,0.046061423,0.1638597,0.0149150705
TSPAN3,0.510459,0.23398744,1.1912607,0.4826128,0.7016132,0.40379936,0.9860098,0.7639483,0.69312674,2.0907695,0.57971627,2.3206768,0.26578817,0.74575347
TSPAN31,0.21412514,0.17994143,0.21183687,0.19529371,0.18798295,0.17747054,0.23741844,0.20130584,0.23062555,0.21636988,0.1831442,0.24381846,0.21933974,0.28099993
TSPAN32,0.057992224,0.027976759,0.026586814,0.0749528,0.03560283,0.06969491,0.020813802,0.087618716,0.06250016,0.010878933,0.014420804,0.0008188698,0.21417882,0.03340976
TSPAN33,0.12936728,0.10745619,0.09305384,0.081615284,0.099687934,0.0689764,0.037394285,0.041999057,0.05437513,0.011684779,0.052635934,0.069194496,0.059350755,0.047728226
TSPAN4,0.86669695,0.5436393,0.90695333,1.1167967,0.6650609,0.45122066,0.46601748,0.84142935,1.0475025,0.66885287,0.197565,2.158336,0.24514444,0.5214309
TSPAN5,0.16123113,0.15641552,0.24700007,0.08994337,0.24732101,0.09125003,0.09701348,0.04272318,0.2068755,0.32072705,0.046146568,0.26613268,0.13547456,0.11096812
TSPAN6,0.13000454,0.061676037,0.7418578,0.0374764,0.20744583,0.031614184,0.43250373,0.08834284,0.18875046,0.30904227,0.43118203,0.14964844,0.047738653,0.32872817
TSPAN7,0.084757864,0.018439228,0.013722225,0.12741977,0.0028482266,0.05316931,0.14463829,0.16292737,0.096250236,0.083405145,0.0014420802,0.015967961,0.0012902339,0.011932056
TSPAN8,0.3912882,0.18629979,0.13121879,0.097022235,0.21741463,0.033769697,0.032102644,0.29906225,0.15500037,1.5891299,0.028120566,0.07881622,0.011612104,6.674196
TSPAN9,0.14020099,0.03878596,0.09305384,0.04372247,0.041299287,0.037362218,0.03880539,0.06879156,0.18500045,0.43676898,0.0627305,0.031526487,0.018063273,0.20881099
TSPEAR,0,0.0012716708,0.00042881953,0.00083280896,0,0,0.0003527763,0,0.001250003,0.0024175404,0,0,0,0.0023864112
TSPEAR-AS1,0,0,0.00085763907,0,0,0.00071850425,0,0.0028964865,0,0,0,0,0,0.0005966028
TSPEAR-AS2,0.0006372772,0,0.00085763907,0,0,0,0.0003527763,0.002172365,0,0.0012087702,0,0,0,0
TSPO,2.853727,1.7676225,3.2281535,9.352861,5.783799,4.401557,5.071159,10.083395,3.1925077,4.009088,1.24091,3.8593333,3.061725,3.3779652
TSPO2,0,0,0.00042881953,0,0.0014241133,0,0.0003527763,0,0,0.0008058468,0,0.00020471745,0.0012902339,0
TSPY2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
TSPYL1,0.59967786,0.560171,0.36106604,0.42514896,0.2786515,0.36643717,0.34783742,0.48298916,0.35437587,0.28325516,0.28120565,0.15005788,0.66963136,0.55006784
TSPYL2,0.4938898,0.47433326,0.24871536,0.21528111,0.17848887,0.24644694,0.18802977,0.24837373,0.5850014,0.38761234,0.35475177,0.080863394,0.2632077,0.15630995
TSPYL4,0.080296926,0.050231,0.0874792,0.04955213,0.028482266,0.04957679,0.039510947,0.032585476,0.039375097,0.018937401,0.054799054,0.012487764,0.04386795,0.025057318
TSPYL5,0.06309044,0.024797583,0.032590285,0.040807642,0.020886993,0.038080722,0.17391871,0.055033248,0.043125104,0.114833176,0.0028841605,0.009007568,0.0012902339,0.06860933
TSPYL6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
