,T.cell
AL162408.1,1.1282579e-05
CELF2-AS2,3.3847737e-05
AL136320.1,0.0013200615
CELF2-AS1,0.011000582
USP6NL,0.019563664
AL512631.2,1.1282579e-05
AL512631.1,0.0002482167
ECHDC3,0.009782054
PROSER2,0.003238112
PROSER2-AS1,9.026062e-05
UPF2,1.0776656
DHTKD1,0.101737216
SEC61A2,0.08075371
NUDT5,0.7515586
CDC123,0.63431716
AL512770.1,0.016336976
CAMK1D,0.22430466
CCDC3,0.004513053
OPTN,1.6923199
MCM10,0.07575236
UCMA,0.0
PHYH,0.16951844
SEPHS1,0.22581546
AL355870.1,0.0
BEND7,0.005968515
AL590677.1,0.0
PRPF18,0.33985054
AL157392.5,0.019473381
FRMD4A,0.051955853
AL157392.4,0.0033622214
AL157392.1,0.00013539093
AL157392.2,7.897804e-05
AC044781.1,0.0007559327
AL157896.1,0.0
FAM107B,2.2734253
AL158168.1,1.1282579e-05
CDNF,0.00590082
HSPA14,0.07976089
HSPA14-1,0.22309709
AC069544.1,0.01723954
SUV39H2,0.053671032
DCLRE1C,0.35390845
MEIG1,0.008631222
OLAH,0.0011056926
ACBD7,0.0016134101
RPP38,0.2725694
NMT2,0.47643682
FAM171A1,0.0150169935
AL607028.1,0.0
ITGA8,0.00059797656
MINDY3,0.14375447
PTER,0.17768566
C1QL3,0.0015344314
RSU1,0.30219063
CUBN,0.03171439
AC067747.1,0.004930511
TRDMT1,0.112249844
VIM-AS1,0.18277314
VIM,16.936222
AL133415.1,0.005438231
ST8SIA6,0.024347246
ST8SIA6-AS1,0.0024257617
HACD1,0.08555954
STAM-AS1,0.03144365
STAM,0.36608276
AC069542.1,0.0008687584
TMEM236,0.0037683975
MRC1,0.023975147
AC069023.1,0.0
SLC39A12,2.2565158e-05
SLC39A12-AS1,1.1282579e-05
CACNB2,0.017431334
AL450384.2,0.024132848
AL450384.1,0.00065438944
NSUN6,0.33779925
ARL5B,0.16938381
AL512641.1,0.0
MALRD1,0.0004513031
AL157895.1,0.00080106297
PLXDC2,0.03547159
AC069549.1,4.5130317e-05
NEBL,0.022564843
C10orf113,0.000293347
NEBL-AS1,0.00027078186
AL158209.1,0.0
CASC10,0.00041745536
SKIDA1,0.0009138888
MLLT10,0.31061536
DNAJC1,1.267816
EBLN1,0.0
AL157831.2,2.2565158e-05
AL158211.1,0.0011508228
COMMD3,0.6214794
COMMD3-BMI1,6.7695466e-05
BMI1,0.152271
AL158211.4,0.0007897804
AL158211.2,0.002008303
AL158211.3,0.0022226737
SPAG6,0.019721653
AL513128.2,0.013685737
PIP4K2A,1.3596994
ARMC3,0.0003497599
MSRB2,0.16459017
PTF1A,4.5130317e-05
C10orf67,0.0024370432
AL606469.1,0.0025273056
OTUD1,0.15425709
KIAA1217,0.0076157767
ARHGAP21,0.15130235
PRTFDC1,0.01440776
AL512598.1,0.0031478514
ENKUR,0.0016923883
THNSL1,0.037930768
LINC01516,0.00059797656
GPR158-AS1,5.6412893e-05
GPR158,0.00012410835
LINC00836,0.0
AL358612.1,0.0
MYO3A,0.00021436896
GAD2,1.1282579e-05
APBB1IP,2.1721575
AL390961.1,0.0
PDSS1,0.050139148
AL390961.2,0.0011169751
ABI1,0.6119466
ANKRD26,0.27338657
YME1L1,0.92550904
MASTL,0.11452996
ACBD5,0.3449063
AL160291.1,0.00032719472
AL355493.2,2.2565158e-05
RAB18,0.5674936
MKX,0.00011282577
MKX-AS1,0.0
ARMC4,0.0004061728
AL390866.1,0.0
MPP7,0.095431745
AC022021.1,0.011237504
AL358234.1,2.2565158e-05
WAC-AS1,0.42089853
WAC,1.1334424
BAMBI,0.0039601997
AL355376.1,0.0
LINC00837,0.0
LYZL1,0.0
SVIL,0.078440204
JCAD,0.0033509387
MTPAP,0.11211504
MAP3K8,0.44748017
AL590068.1,5.6412893e-05
AL590068.2,0.00013539093
LYZL2,0.0
AL451107.1,0.00019180382
ZNF438,0.04858196
AL356258.1,0.0008913236
ZEB1-AS1,0.037366673
ZEB1,0.47143152
AL161935.1,2.2565158e-05
AL161935.3,0.001331344
ARHGAP12,0.14804088
KIF5B,1.442516
AL158834.2,0.00030462956
EPC1,1.4877752
AL158834.1,0.00027078186
AL391839.2,0.0016698234
AL391839.1,0.0001466735
CCDC7,0.19966944
AL365203.2,0.029074404
ITGB1,3.8411925
ITGB1-DT,0.0028770673
AL121748.1,0.00836044
NRP1,0.009962573
AL121748.2,0.00011282577
AL353600.1,0.0
AL450313.1,2.2565158e-05
LINC00838,0.00014667351
AL117338.1,0.0
PARD3,0.008608657
PARD3-AS1,5.6412893e-05
AL392046.2,7.897804e-05
CUL2,0.3938235
AL392046.1,0.0042197043
CREM,1.7406964
AL117336.1,6.7695466e-05
CCNY,0.42730153
AL117336.3,0.023715427
AL121749.1,0.00059797656
GJD4,0.00019180382
FZD8,0.0016021274
PCAT5,0.0001015432
AL365500.1,4.5130317e-05
AL590730.1,0.0
ANKRD30A,4.5130317e-05
AL157387.1,0.0
MTRNR2L7,0.0
AL132657.1,0.002008303
ZNF248,0.13045548
AL132657.2,2.2565158e-05
AL135791.1,0.04884152
ZNF25,0.065463476
AL117337.1,0.00025949927
ZNF33A,0.55539286
ZNF37A,0.4777131
AL117339.5,0.111516885
AL117339.4,0.0012410835
AL133216.1,0.00028206443
IGKV1OR10-1,0.0
LINC00839,0.00031591216
ZNF33B,0.23882249
LINC01518,0.0
AL022344.1,1.1282579e-05
AL022344.2,1.1282579e-05
BMS1,0.43596637
AL365199.1,0.0
LINC01264,0.0
RET,0.0006995198
AC010864.1,0.010605688
CSGALNACT2,0.448283
RASGEF1A,0.11016396
AC068707.1,0.0
FXYD4,7.897804e-05
HNRNPF,2.5150962
AL450326.1,0.03525691
ZNF487,0.048469096
ZNF239,0.013020066
ZNF485,0.03351949
ZNF32-AS3,2.2565158e-05
AL645634.2,5.6412893e-05
ZNF32,0.33520338
ZNF32-AS1,0.0001015432
ZNF32-AS2,0.00027078186
AL645634.1,0.0
AL355989.1,0.0
LINC00619,0.000293347
LINC00840,2.2565158e-05
AL139237.2,0.0
AL139237.1,1.1282579e-05
LINC00841,0.0
AL137026.2,1.1282579e-05
AL137026.1,0.00013539093
C10orf142,0.0
CXCL12,0.0028770673
AL356157.1,0.0
TMEM72-AS1,0.00023693412
AL353801.2,1.1282579e-05
TMEM72,0.0
AL353801.1,6.7695466e-05
RASSF4,0.09262228
DEPP1,0.0033960675
C10orf25,0.004084312
ZNF22,0.5877421
AL358394.1,0.0
OR13A1,0.00018052124
ALOX5,0.031827275
AL731567.1,3.3847737e-05
MARCH8,0.14772458
ZFAND4,0.07029334
WASHC2C,0.22477753
AGAP4,0.03169179
TIMM23,0.1420405
NCOA4,0.4631942
MSMB,4.5130317e-05
ANTXRL,0.00080106297
ANXA8L1,5.6412893e-05
LINC00842,2.2565158e-05
GPRIN2,1.1282579e-05
SYT15,0.007954264
AL356056.2,0.0011621055
AL356056.1,0.0023355
AL356056.3,1.1282579e-05
PTPN20,0.005630036
GDF10,0.0017826494
GDF2,0.0
RBP3,0.0
ZNF488,5.6412893e-05
ANXA8,0.00013539093
FAM25G,0.0
AL591684.1,0.0
AGAP9,0.03424153
BX547991.1,0.00016923864
FO681492.1,0.0001466735
AC245041.2,0.00015795608
NPY4R2,0.0
AC245041.1,0.0
FAM25C,0.0
FRMPD2,0.00042873793
MAPK8,0.14232188
ARHGAP22,0.013561629
AC068898.1,0.0
WDFY4,0.012738051
LRRC18,3.3847737e-05
AC060234.1,0.0
VSTM4,0.010899036
FAM170B-AS1,1.1282579e-05
FAM170B,0.00059797656
TMEM273,0.12023641
C10orf71-AS1,0.0
C10orf71,0.0
DRGX,1.1282579e-05
AL138760.1,0.0
ERCC6,0.16924778
CHAT,1.1282579e-05
SLC18A3,0.0
C10orf53,2.2565158e-05
OGDHL,0.00046258568
PARG,0.19677071
TIMM23B,0.13440357
LINC00843,0.0024144787
AGAP6,0.050195634
WASHC2A,0.21676865
ASAH2,0.002279087
SGMS1,0.3120042
AL117341.1,3.3847737e-05
SGMS1-AS1,0.018593393
ASAH2B,0.026829252
A1CF,0.00023693412
AL731537.2,0.0
PRKG1,0.0011846706
AL731537.1,0.0002030864
AC022537.1,1.1282579e-05
CSTF2T,0.23837984
PRKG1-AS1,0.0
DKK1,5.6412893e-05
LINC01468,2.2565158e-05
AC074327.1,0.001173388
MBL2,0.0
AC073174.1,3.3847737e-05
AC036101.1,0.0
PCDH15,1.1282579e-05
AL353784.1,6.7695466e-05
AL355314.1,0.0
AL355314.2,0.0
MTRNR2L5,0.0
ZWINT,0.21103507
IPMK,0.071647294
CISD1,0.3560972
AC016396.1,0.0
AC016396.2,0.0
UBE2D1,0.22853272
TFAM,0.5055485
BICC1,0.0022452378
LINC00844,0.0
PHYHIPL,0.00021436896
FAM13C,4.5130317e-05
AC025038.1,0.0
AC026391.1,1.1282579e-05
SLC16A9,0.00056412886
MRLN,0.00021436896
CCDC6,0.3412303
LINC01553,0.00021436896
ANK3,0.29105112
AL592430.1,0.0024934574
AL592430.2,2.2565158e-05
AC022390.1,0.0067357365
CDK1,0.24305347
RHOBTB1,0.0025837184
LINC00845,0.0
TMEM26,0.00048515084
TMEM26-AS1,1.1282579e-05
CABCOCO1,0.0003384773
AL451049.1,3.3847737e-05
AC022398.1,9.026062e-05
ARID5B,1.9768058
RTKN2,0.43349704
AC024597.1,4.5130317e-05
ZNF365,0.016675452
AL133417.1,0.00012410835
ADO,0.1068359
EGR2,0.12586668
AL590502.1,0.0
NRBF2,0.44790936
JMJD1C,1.1465166
JMJD1C-AS1,0.0033058084
REEP3,0.24691957
AC022387.1,1.1282579e-05
AC012558.1,0.0
AC024600.1,0.000586694
AL513321.2,0.0
AL592466.1,0.0
LINC01515,0.00068823714
CTNNA3,0.00011282577
LRRTM3,0.0
AL139240.1,0.0
DNAJC12,0.0019180409
AL133551.1,0.008980986
SIRT1,0.16631483
HERC4,0.7471314
MYPN,0.00011282577
ATOH7,9.026062e-05
AC016395.1,5.6412893e-05
PBLD,0.012117501
HNRNPH3,1.3433551
RUFY2,0.22689827
DNA2,0.049202617
SLC25A16,0.13244085
TET1,0.074377984
CCAR1,0.84214777
STOX1,0.007875284
DDX50,0.55736643
DDX21,1.2846007
KIF1BP,0.12814395
SRGN,12.603069
VPS26A,0.63505983
SUPV3L1,0.25147635
AL596223.1,0.0026062839
HKDC1,0.020071369
AL596223.2,0.0
HK1,0.48503226
TACR2,0.0004964334
TSPAN15,0.016145213
NEUROG3,0.0001015432
AL450311.2,0.0011621055
FAM241B,0.08324791
AL450311.1,0.0
COL13A1,0.0017149539
AC024601.1,0.0
H2AFY2,0.033417974
AIFM2,0.08330378
TYSND1,0.13121171
SAR1A,0.7065393
PPA1,1.4229506
NPFFR1,0.0016923879
LRRC20,0.015163662
EIF4EBP2,0.44192082
NODAL,0.0004400205
PALD1,0.0076947575
PRF1,3.0521042
ADAMTS14,0.0011056926
TBATA,0.0
SGPL1,0.13335444
PCBD1,0.30749258
AC073176.3,0.0
AC073176.2,1.1282579e-05
AC073176.1,0.0
UNC5B,0.00386994
UNC5B-AS1,0.004524336
SLC29A3,0.037942033
CDH23,0.008969703
CDH23-AS1,0.0
C10orf105,0.00065438944
VSIR,0.7484228
PSAP,0.87127936
AC073370.1,0.00023693412
CHST3,0.00271911
AC022392.1,0.0010492797
SPOCK2,2.6279275
ASCC1,0.16184762
ANAPC16,2.6952116
DDIT4,3.2763338
DDIT4-AS1,0.00823633
DNAJB12,0.3411265
MICU1,0.3005533
AL513185.1,2.2565158e-05
MCU,0.059855092
OIT3,0.0001015432
PLA2G12B,3.3847737e-05
P4HA1,0.28483307
AL731563.2,1.1282579e-05
AL731563.3,0.010583123
NUDT13,0.013302116
AC016394.2,0.01158725
ECD,0.19760428
FAM149B1,0.05082755
DNAJC9,0.56898063
DNAJC9-AS1,0.005065903
MRPS16,0.5633687
AC016394.1,0.027934894
CFAP70,0.01615648
ANXA7,0.81375164
AL512656.1,3.3847737e-05
MSS51,0.020206703
PPP3CB,0.32897857
USP54,0.015220064
AC073389.1,0.033192307
AC073389.3,0.0005528463
MYOZ1,0.00013539093
SYNPO2L,0.003937638
AC073389.2,0.0001466735
AGAP5,0.020060042
AC022400.6,0.0068824114
SEC24C,0.18015456
FUT11,0.16539028
CHCHD1,0.7266054
ZSWIM8,0.22385187
ZSWIM8-AS1,0.00012410835
AC022400.7,0.0011282577
NDST2,0.017025176
CAMK2G,0.2657902
AC022400.1,0.00032719472
AC022400.2,2.2565158e-05
PLAU,0.02844284
C10orf55,0.0011056926
VCL,0.1452777
AP3M1,0.23721756
ADK,0.2665476
AC022540.1,0.0013651918
AC063962.1,5.6412893e-05
KAT6B,0.68348473
AC018511.2,6.7695466e-05
AC018511.1,5.6412893e-05
DUPD1,5.6412893e-05
DUSP13,5.6412893e-05
SAMD8,0.17731287
VDAC2,1.1889439
COMTD1,0.36330542
ZNF503-AS1,0.0005754114
AC010997.3,0.0
ZNF503,0.006848559
ZNF503-AS2,0.00085747585
AC010997.5,0.00059797656
AC010997.4,5.6412893e-05
AC010997.2,0.0
LRMDA,0.011045708
AC013286.1,0.0
AC024603.1,0.0
KCNMA1,0.009026114
KCNMA1-AS1,4.5130317e-05
KCNMA1-AS2,0.0
AL731575.1,0.0
KCNMA1-AS3,1.1282579e-05
AL450306.1,0.0031591342
DLG5,0.04564802
AL391421.1,0.0003497599
POLR3A,0.17884706
RPS24,31.4053
AL731555.1,4.5130317e-05
AC012560.1,0.0
LINC00595,0.00077849784
AC010163.1,6.7695466e-05
AC010163.2,0.0
AL583852.1,0.0
AC016820.1,0.0
ZMIZ1-AS1,0.001511866
AL356753.1,7.897804e-05
ZMIZ1,0.16205226
PPIF,0.20147611
ZCCHC24,0.031804636
AL133481.1,4.5130317e-05
EIF5AL1,0.02302721
SFTPA2,4.5130317e-05
SFTPA1,0.0
BX248123.1,0.00048515084
AL132656.2,0.010820058
NUTM2B-AS1,0.7950474
NUTM2B,0.0012862138
AL135925.1,0.12783892
NUTM2E,0.00031591216
SFTPD,0.0004400205
SFTPD-AS1,0.0011621055
TMEM254-AS1,0.0039602024
TMEM254,0.07838422
PLAC9,0.0015118662
ANXA11,1.4755963
LINC00857,9.026062e-05
MAT1A,1.1282579e-05
AL359195.1,0.0
DYDC1,3.3847737e-05
DYDC2,0.00027078186
FAM213A,0.045490053
TSPAN14,1.1763622
AC021028.1,0.010086686
SH2D4B,0.00038360764
AL731544.1,2.2565158e-05
NRG3,0.000101543206
AC010157.1,0.0
AL390786.1,0.0
AL603756.1,0.018683821
GHITM,1.2283964
C10orf99,0.00013539093
CDHR1,0.027382234
LRIT2,2.2565158e-05
LRIT1,0.0
RGR,0.0
LINC00858,0.00013539093
CCSER2,1.2528454
LINC01519,0.0
AC025428.2,0.0
GRID1-AS1,0.0
GRID1,7.897804e-05
AC022028.2,0.0
WAPL,0.83551896
AL731569.1,0.009488706
OPN4,0.0
LDB3,0.0012636486
AC067750.1,0.0045920317
BMPR1A,0.05244123
MMRN2,0.0009815842
SNCG,0.008168617
ADIRF,0.006340839
AL136982.7,0.0006092591
AL136982.2,0.0
FAM25A,1.1282579e-05
GLUD1,0.44663656
SHLD2,0.22864595
NUTM2A-AS1,0.20575863
NUTM2A,0.0005528463
NUTM2D,0.0015908448
LINC00864,0.0
MINPP1,0.10037254
AL138767.3,0.0
AL138767.1,0.00023693412
PAPSS2,0.004558183
ATAD1,0.40307233
KLLN,0.004309965
PTEN,0.6871717
RNLS,0.0139677515
LIPJ,0.0001466735
LIPF,1.1282579e-05
LIPK,0.0
LIPN,0.0006769546
LIPM,6.7695466e-05
ANKRD22,0.03419689
STAMBPL1,0.29318976
ACTA2-AS1,0.0068936935
ACTA2,0.16145395
FAS,0.45833734
CH25H,0.11119102
LIPA,0.19129878
IFIT2,0.6136852
AL353751.1,0.0001015432
IFIT3,1.3036164
IFIT1B,0.000293347
IFIT1,1.0810943
IFIT5,0.3580492
SLC16A12,0.0004400205
SLC16A12-AS1,2.2565158e-05
PANK1,0.015107245
AL157400.2,0.0001015432
AL157400.1,0.0
AL157400.3,0.000293347
AL157400.4,0.00059797656
KIF20B,0.7414227
LINC00865,0.004456639
LINC01374,0.0002030864
LINC01375,0.0
AL391704.2,0.0
AL391704.1,1.1282579e-05
AL391704.3,0.0
AL390862.1,0.0
HTR7,0.0006431069
RPP30,0.289252
ANKRD1,0.00044002058
AL365434.1,6.7695466e-05
AL365434.2,3.3847737e-05
LINC00502,0.0
PCGF5,0.5650028
HECTD2,0.07847374
PPP1R3C,0.00022565154
TNKS2-AS1,0.0061377557
TNKS2,0.5107019
FGFBP3,0.059268408
AL359198.1,0.0062167346
BTAF1,0.27987823
CPEB3,0.047182713
MARCH5,0.26223597
IDE,0.11373885
KIF11,0.21966325
HHEX,0.017216997
EXOC6,0.26890382
AL358613.1,9.026062e-05
CYP26C1,0.0006995198
AL358613.2,2.2565158e-05
CYP26A1,0.0027416693
MYOF,0.028420165
CEP55,0.22663409
FFAR4,0.002493456
RBP4,0.0003384773
PDE6C,0.00023693412
FRA10AC1,0.33413386
LGI1,0.00011282577
AL358154.1,0.0
SLC35G1,0.044722695
PLCE1,0.059663355
PLCE1-AS2,0.0
AL389885.1,0.0
PLCE1-AS1,0.0
AL139124.1,0.0010492797
NOC3L,0.34298918
TBC1D12,0.0051223156
HELLS,0.43851689
CYP2C18,0.00013539093
CYP2C19,3.3847737e-05
CYP2C9,1.1282579e-05
CYP2C8,0.00019180382
AL157834.1,4.5130317e-05
ACSM6,0.00031591216
AL157834.2,0.0004964334
PDLIM1,0.09373968
SORBS1,0.004580748
ALDH18A1,0.10673438
TCTN3,0.2886914
ENTPD1,0.57187086
ENTPD1-AS1,0.076511115
AL365273.2,9.026062e-05
CC2D2B,0.0056864484
CCNJ,0.02583644
ZNF518A,0.3792982
BLNK,0.0065100794
AL136181.1,0.00014667351
DNTT,0.029797276
OPALIN,0.0
TLL2,0.00080106297
TM9SF3,0.8823271
PIK3AP1,0.20604524
LCOR,0.5845733
SLIT1,0.0014441703
SLIT1-AS1,1.1282579e-05
ARHGAP19-SLIT1,0.0003497599
ARHGAP19,0.08034708
FRAT1,0.1011282
FRAT2,0.15503445
RRP12,0.057462722
AL355490.2,0.0010605623
PGAM1,1.7172191
EXOSC1,0.5789084
ZDHHC16,0.13069327
MMS19,0.12563905
UBTD1,0.008665071
ANKRD2,0.00032719472
HOGA1,0.00011282577
C10orf62,0.0
MORN4,0.0061039077
PI4K2A,0.09339021
AVPI1,0.03435437
MARVELD1,0.00751424
ZFYVE27,0.23208506
SFRP5,0.0008913236
LINC00866,0.00019180382
GOLGA7B,0.04725042
CRTAC1,0.0004061728
R3HCC1L,0.24645673
LOXL4,0.00062054174
AL139241.1,0.00047386825
PYROXD2,0.050206903
HPS1,0.37295738
HPSE2,0.00109441
CNNM1,0.0011282577
GOT1,0.12470432
AL391684.1,0.0074465442
LINC01475,1.1282579e-05
AL513542.1,0.0
NKX2-3,0.0015457142
SLC25A28,0.2863407
AL353719.1,0.0066680405
AL133353.1,0.00059797656
ENTPD7,0.01176776
CUTC,0.31691918
COX15,0.18199462
ABCC2,0.0025950016
DNMBP,0.02295954
DNMBP-AS1,0.0008461933
CPN1,0.0
ERLIN1,0.08362015
CHUK,0.11410003
AL138921.2,0.000507716
AL138921.1,0.0006431069
CWF19L1,0.15047744
BLOC1S2,0.63756156
PKD2L1,0.0007559327
AL139819.1,1.1282579e-05
SCD,0.047171414
OLMALINC,0.024595425
WNT8B,4.5130317e-05
SEC31B,0.121228844
AL133352.1,0.00028206443
NDUFB8,1.6039703
HIF1AN,0.20533003
PAX2,0.00025949927
AL138762.1,0.018706197
SLF2,0.39202043
AL133215.3,0.0009026062
MRPL43,0.6532517
SEMA4G,0.0012410835
AL133215.1,0.00012410835
TWNK,0.04418104
LZTS2,0.05185448
PDZD7,0.0060136463
SFXN3,0.22587113
AL133215.2,0.0044340743
KAZALD1,0.0006092591
TLX1NB,0.0
TLX1,0.0
LINC01514,0.0
LBX1,0.0
AL133387.2,0.00030462956
AL133387.1,1.1282579e-05
AL133387.3,0.0
BTRC,0.12448829
DPCD,0.015141094
POLL,0.13839632
FBXW4,0.3331852
AC010789.1,2.2565158e-05
FGF8,9.026062e-05
NPM3,0.099932425
OGA,1.4637278
KCNIP2-AS1,0.00085747585
KCNIP2,0.0027529583
ARMH3,0.118533105
HPS6,0.09828585
LDB1,0.18915579
PPRC1,0.085515775
NOLC1,0.33212945
ELOVL3,0.00037232507
PITX3,3.3847737e-05
GBF1,0.23925975
NFKB2,0.43350035
PSD,0.029728763
FBXL15,0.43287227
CUEDC2,0.42829475
C10orf95,0.04220662
MFSD13A,0.051053215
ACTR1A,0.30103925
AL121928.1,0.003362222
SUFU,0.052700765
TRIM8,0.48539624
AL391121.1,0.060825642
ARL3,0.35566035
SFXN2,0.055126928
WBP1L,0.19565326
CYP17A1,0.00056412886
CYP17A1-AS1,0.0009815842
AL358790.1,0.0012749312
BORCS7,0.46209937
BORCS7-ASMT,0.0
AS3MT,3.3847737e-05
AL356608.1,0.0003384773
CNNM2,0.051910855
NT5C2,0.17932016
RPEL1,0.00032719472
INA,0.0006318243
PCGF6,0.08035874
TAF5,0.0809002
ATP5MD,2.1479824
PDCD11,0.23639692
CALHM2,0.2274275
AL139339.2,0.0006995198
AL139339.1,0.0042084213
CALHM1,0.0011056926
CALHM3,0.0002482167
NEURL1-AS1,0.0
NEURL1,0.013866224
SH3PXD2A,0.115397446
AL121929.2,0.0043212483
SH3PXD2A-AS1,0.0032606772
STN1,0.5184636
SLK,0.83026534
COL17A1,0.0042197034
SFR1,0.11371656
CFAP43,0.00025949927
GSTO1,1.352619
GSTO2,0.0092969
ITPRIP,0.13442622
AL162742.2,2.2565158e-05
AL162742.1,0.00027078186
CFAP58-DT,0.001173388
CFAP58,0.00046258568
AL161646.1,0.0
AL161646.2,0.0
SORCS3,0.00065438944
AL731574.1,0.0
AL353148.1,7.897804e-05
SORCS1,0.00056412886
LINC01435,9.026062e-05
AL353740.1,1.1282579e-05
AL356476.1,0.0
XPNPEP1,0.19136699
ADD3,1.1215266
MXI1,0.19311742
AL360182.2,0.0002482167
SMNDC1,0.5019729
AL355512.1,0.00041745536
DUSP5,0.37442586
SMC3,1.5636195
RBM20,0.0045694644
AL136368.1,0.0015795622
PDCD4-AS1,0.06990955
PDCD4,2.5469794
BBIP1,0.35796615
AL158163.2,0.015220056
AL158163.1,0.028735936
SHOC2,0.57958573
ADRA2A,0.00023693412
GPAM,0.0552849
TECTB,0.0
ACSL5,0.25890857
AL157786.1,0.015186209
ZDHHC6,0.29127008
VTI1A,0.34489253
AL139120.1,0.00032719472
TCF7L2,0.03397084
AL158212.2,0.0030463077
HABP2,0.0
NRAP,1.1282579e-05
CASP7,0.27526498
AL592546.1,3.3847737e-05
PLEKHS1,0.00038360764
DCLRE1A,0.07355431
NHLRC2,0.2319627
ADRB1,0.056232482
CCDC186,0.81579167
TDRD1,0.005212576
VWA2,0.0003384773
AC005383.1,0.00046258568
AFAP1L2,0.15975474
ABLIM1,0.4489609
AL137025.1,0.015174937
FAM160B1,0.42860052
TRUB1,0.08362017
AL355340.1,0.00021436896
ATRNL1,0.00037232507
GFRA1,9.026062e-05
CCDC172,0.0
PNLIPRP3,1.1282579e-05
PNLIP,0.0
PNLIPRP1,6.7695466e-05
C10orf82,0.0001015432
AC016825.1,0.0
HSPA12A,0.025159614
ENO4,0.0003497599
SHTN1,0.025430424
VAX1,0.0
MIR3663HG,0.0
AL731557.1,4.5130317e-05
SLC18A2,0.0027642406
AL391988.1,0.0065439316
PDZD8,0.2533939
AC005871.2,0.0
EMX2OS,0.0025498702
EMX2,0.003339654
AC005871.1,0.0
AL139121.1,0.0
AL513324.1,3.3847737e-05
RAB11FIP2,0.2314101
AC022395.1,0.0004964334
CASC2,0.00062054174
FAM204A,0.7685407
LINC00867,0.0002482167
PRLHR,0.00025949927
CACUL1,0.34628192
AL157788.1,0.0
NANOS1,0.0116775045
EIF3A,2.229328
FAM45A,0.37210187
SFXN4,0.12587737
PRDX3,0.5220804
GRK5,0.17162827
AL583824.1,0.0015908448
RGS10,1.8763663
TIAL1,0.85050905
BAG3,0.08224296
INPP5F,0.1635996
MCMBP,0.2898512
SEC23IP,0.22997716
PLPP4,0.0002482167
LINC01561,2.2565158e-05
WDR11-AS1,0.0034073524
WDR11,0.37531465
AC010998.2,0.005799276
AC010998.1,0.0
AC010998.3,0.0
LINC01153,0.0
FGFR2,0.0044566393
AC009988.1,0.0
ATE1,0.22668281
AL731566.2,0.000665672
NSMCE4A,0.42269984
AL731566.1,0.010380036
TACC2,0.0011056926
BTBD16,0.0030124588
PLEKHA1,0.45269492
ARMS2,7.897804e-05
HTRA1,0.035652056
DMBT1,0.00014667351
C10orf120,0.0
CUZD1,0.0062844306
FAM24B,0.033587173
FAM24A,1.1282579e-05
C10orf88,0.07406227
PSTK,0.056345675
IKZF5,0.16382138
ACADSB,0.100925155
HMX3,3.3847737e-05
HMX2,0.000507716
BUB3,1.6526958
AL160290.2,0.00032719472
AL357127.1,0.0
GPR26,0.0
CPXM2,0.00021436896
AC009987.1,0.0
CHST15,0.009601531
OAT,0.1875316
NKX1-2,0.0
LHPP,0.08438758
AC068896.1,0.002831937
FAM53B,0.38627002
AL513190.1,0.00080106297
FAM53B-AS1,0.000665672
EEF1AKMT2,0.22800234
ABRAXAS2,0.18525383
ZRANB1,0.19356668
AL731577.1,0.026310293
CTBP2,0.15390882
AL731571.1,0.0018616286
AL157888.1,0.0001466735
TEX36,0.0
AL158835.1,0.014768783
EDRF1,0.30161467
EDRF1-AS1,0.0041520083
MMP21,0.0012185182
UROS,0.42580178
BCCIP,0.279405
DHX32,0.062281303
FANK1,0.0776371
FANK1-AS1,0.0
ADAM12,0.047442347
LINC00601,1.1282579e-05
C10orf90,5.6412893e-05
DOCK1,0.0030575893
AL359094.1,3.3847737e-05
FAM196A,0.00015795608
NPS,0.0
FOXI2,2.2565158e-05
CLRN3,2.2565158e-05
PTPRE,0.6487886
AL158166.2,0.0
MKI67,1.0892994
AL390763.2,0.002470892
AL390763.1,0.0009026062
AL355537.1,1.1282579e-05
AL355537.2,0.0
AL391869.1,0.0
MGMT,0.6284829
AL157832.2,0.0003384773
AL157832.1,0.0036217233
AL157832.3,0.0013651918
EBF3,0.00012410835
AL354950.2,0.00016923864
AL354950.1,5.6412893e-05
C10orf143,0.082458064
GLRX3,0.5381041
AL355500.1,0.0
TCERG1L,0.00072208495
TCERG1L-AS1,2.2565158e-05
LINC01164,0.0
FP565171.1,0.0
PPP2R2D,0.344656
BNIP3,0.24160808
AL162274.2,0.017013898
AL162274.1,0.005821841
JAKMIP3,0.00074465014
AL512622.1,0.0001466735
DPYSL4,0.004129442
STK32C,0.10877609
LRRC27,0.03709589
PWWP2B,0.07986244
AL451069.2,0.00036104248
AL451069.3,0.0002482167
C10orf91,0.012286732
AL451069.1,9.026062e-05
LINC01165,1.1282579e-05
INPP5A,0.03328257
NKX6-2,0.0
CFAP46,0.00028206446
LINC01166,1.1282579e-05
LINC01167,1.1282579e-05
LINC01168,0.0
ADGRA1,0.0
ADGRA1-AS1,0.0
KNDC1,0.0016134101
UTF1,0.0007672153
VENTX,0.0027642408
MIR202HG,4.5130317e-05
AL592071.1,0.0009477365
ADAM8,0.47308713
TUBGCP2,0.58606017
AL360181.2,0.0035765925
ZNF511,0.3909591
CALY,0.015344173
AL360181.1,2.2565158e-05
PRAP1,0.0003497599
FUOM,0.29560316
ECHS1,0.7701359
AL360181.4,1.1282579e-05
PAOX,0.08464724
AL360181.3,0.00018052124
MTG1,0.12561649
SPRN,0.00023693412
