,Dendritic.cell
PANO1,0.010316475
PIDD1,0.066660166
RPLP2,24.037708
PNPLA2,0.41688716
AP006621.1,0.0010581003
CRACR2B,0.023807272
CD151,0.037562594
POLR2L,1.9532807
TSPAN4,0.038620703
AP006623.1,0.0076712263
CHID1,0.4108034
AP2A2,0.26134974
MUC6,0.00026452506
AC139749.1,0.0
MUC2,0.0
MUC5AC,0.0
MUC5B,0.0
AC061979.1,0.0
TOLLIP,0.27986568
TOLLIP-AS1,0.007406701
BRSK2,0.00026452506
MOB2,0.18913536
DUSP8,0.008200275
KRTAP5-AS1,0.0005290501
KRTAP5-1,0.0
KRTAP5-2,0.0
KRTAP5-3,0.0
KRTAP5-4,0.0
KRTAP5-5,0.0
AP006285.2,0.0
FAM99A,0.0
FAM99B,0.0
AP006285.1,0.0
KRTAP5-6,0.0
IFITM10,0.0066131265
AC068580.4,0.013490781
CTSD,1.2099215
AC068580.3,0.00026452506
AC068580.2,0.0
SYT8,0.0
TNNI2,0.7853684
LSP1,4.049916
PRR33,0.0063486015
LINC01150,0.0
TNNT3,0.007406701
MRPL23,0.41239044
MRPL23-AS1,0.0
LINC01219,0.00026452506
IGF2,0.0
IGF2-1,0.00026452506
IGF2-AS,0.0
INS,0.0
TH,0.0
ASCL2,0.015077929
C11orf21,0.012168155
TSPAN32,0.017723184
CD81-AS1,0.00026452506
CD81,1.1620461
TSSC4,0.36636347
TRPM5,0.0
AC124057.1,0.0
KCNQ1,0.07486042
KCNQ1OT1,0.26928568
KCNQ1-AS1,0.0
KCNQ1DN,0.0
CDKN1C,0.026452519
SLC22A18AS,0.0018516754
SLC22A18,0.06057614
PHLDA2,0.010845525
NAP1L4,0.75388646
AC131971.1,0.00026452506
CARS,0.21347116
CARS-AS1,0.0013226253
OSBPL5,0.04444022
AC108448.1,0.0
MRGPRG,0.0
MRGPRG-AS1,0.0
AC109309.1,0.0
MRGPRE,0.0
AC123788.1,0.0
ZNF195,0.17405765
AC127526.1,0.0
ART5,0.00026452506
ART1,0.0
CHRNA10,0.011639102
NUP98,0.3108148
PGAP2,0.05052425
RHOG,0.624538
AC090587.1,0.0034388262
STIM1,0.2095035
RRM1,0.12908845
RRM1-AS1,0.0
AC015689.1,0.0
SSU72P4,0.0
OR52B4,0.0
TRIM21,0.13094012
OR52K2,0.0
OR52K1,0.0
C11orf40,0.0
OR52I2,0.0
OR52I1,0.005819551
TRIM68,0.044440217
OR51D1,0.0
OR51E1,0.0
OR51E2,0.0
MMP26,0.0
OR51F1,0.0
OR52R1,0.0
OR51F2,0.0
OR51S1,0.0
OR51T1,0.0
OR51A7,0.0
OR51G2,0.0
OR51G1,0.0
OR51A4,0.0
OR51L1,0.0
OR52E2,0.0
AC113331.1,0.0
OR52A5,0.0
OR52A1,0.0
OR51V1,0.0
HBB,0.0021162003
HBD,0.0
BGLT3,0.0
HBG1,0.0
AC104389.5,0.0
HBG2,0.00079357525
AC104389.4,0.018252239
HBE1,0.0
OR51B4,0.0
OR51B5,0.0018516753
OR51B2,0.0005290501
OR51B6,0.00026452506
OR51M1,0.0026452506
OR51Q1,0.0
OR51I1,0.00079357525
OR51I2,0.0010581003
OR52D1,0.0
UBQLN3,0.0
UBQLNL,0.007671226
OR52H1,0.0039678765
OR52B6,0.0
TRIM6,0.018516762
TRIM6-TRIM34,0.0
TRIM34,0.0052905018
TRIM5,0.45233354
TRIM22,2.9447372
OR56B1,0.0097874245
OR52N4,0.004761452
OR52N5,0.00026452506
OR52N1,0.0005290501
OR52N2,0.0018516753
OR52E6,0.0
OR52E8,0.0
OR52E4,0.0
OR52E5,0.0
OR56A3,0.0
OR56A5,0.0
OR52L1,0.0
OR56A4,0.0
OR56A1,0.0
OR56B4,0.0
OR52B2,0.0
OR52W1,0.0
AC022762.2,0.004761452
C11orf42,0.0
FAM160A2,0.11057147
CNGA4,0.0
CCKBR,0.0
CAVIN3,0.003703351
AC068733.3,0.0
AC068733.1,0.0
SMPD1,0.07750564
APBB1,0.0055550267
HPX,0.00026452506
TRIM3,0.021955596
ARFIP2,0.20394841
TIMM10B,0.31531158
AC084337.2,0.00026452506
DNHD1,0.07168613
RRP8,0.21611622
AC091564.2,0.0
ILK,0.49994713
TAF10,1.4741931
TPP1,1.4998574
AC091564.6,0.0042324015
DCHS1,0.012697206
AC091564.4,0.0
AC091564.5,0.0
MRPL17,0.5229606
OR2AG2,0.0037033514
OR2AG1,0.00079357525
OR6A2,0.0010581003
AC087280.2,0.00079357525
OR10A5,0.00026452506
OR10A2,0.00079357525
OR10A4,0.0
OR2D2,0.0
OR2D3,0.0
ZNF215,0.014813406
ZNF214,0.0
NLRP14,0.00026452506
RBMXL2,0.00026452506
AC027804.1,0.0
SYT9,0.0
AC107884.1,0.012697206
OLFML1,0.003174301
PPFIBP2,0.020897495
AC107884.2,0.0
CYB5R2,0.0015871504
OVCH2,0.0
AC044810.3,0.0
AC104237.1,0.0
OR5P2,0.0
OR5P3,0.0
OR10A6,0.0
OR10A3,0.0
NLRP10,0.0
EIF3F,3.3235328
CASC23,0.0
TUB,0.00026452506
AC116456.1,0.0
RIC3,0.06269236
AC091013.1,0.0
LMO1,0.0010581003
STK33,0.0037033514
TRIM66,0.0822671
AC091053.2,0.0005290501
RPL27A,17.57139
ST5,0.0021162003
AC091053.1,0.0005290501
AC026894.1,0.0
AKIP1,0.16823818
C11orf16,0.00079357525
ASCL3,0.0
TMEM9B,0.5520573
TMEM9B-AS1,0.010845526
NRIP3,0.004761452
AC079296.1,0.0
SCUBE2,0.0015871504
DENND5A,0.28224653
TMEM41B,0.33594406
IPO7,0.41186157
AC132192.1,0.02751063
AC132192.2,0.0579309
ZNF143,0.18834169
WEE1,0.011374577
SWAP70,0.2528852
AC026250.1,0.005819551
SBF2-AS1,0.010581001
SBF2,0.1293529
AC011092.2,0.0
AC100763.1,0.0
AC080023.1,0.0
ADM,0.006613127
AMPD3,0.037827123
MTRNR2L8,0.8999051
RNF141,0.22537465
MRVI1-AS1,0.00026452506
LYVE1,0.0042324015
MRVI1,0.0018516753
CTR9,0.47084963
EIF4G2,3.0547838
AC116535.1,0.0005290501
ZBED5,0.39757732
ZBED5-AS1,0.084383294
AC069360.1,0.02751063
AC111188.1,0.0
KC877392.1,0.0
GALNT18,0.0
CSNK2A3,0.0013226253
AC023946.1,0.00079357525
AC104031.1,0.0
USP47,0.5658132
DKK3,0.00026452506
LINC02547,0.0005290501
AC124276.1,0.0
AC124276.2,0.0
MICAL2,0.041001417
AC079329.1,0.0
PARVA,0.00079357525
AC009806.1,0.0
TEAD1,0.00026452506
AC013549.2,0.0
AC013549.1,0.0
LINC00958,0.00079357525
AC084859.1,0.0
RASSF10,0.00026452506
ARNTL,0.08067994
BTBD10,0.123797916
PTH,0.0
FAR1,0.35446066
LINC02548,0.0
AC027779.1,0.0
LINC02545,0.0
AC022240.1,0.0
SPON1,0.006348602
SPON1-AS1,0.0
RRAS2,0.023013698
COPB1,1.3546209
AC018523.2,0.0005290501
PSMA1,1.4326609
PDE3B,0.029891357
CYP2R1,0.052904956
CALCB,0.00026452506
CALCA,0.00079357525
INSC,0.0005290501
AC073172.2,0.0
AC073172.1,0.0
AC087379.2,0.0
AC009869.1,0.0
SOX6,0.0026452506
AC103794.1,0.0
C11orf58,3.4195487
PLEKHA7,0.013226255
RPS13,29.516861
PIK3C2A,0.25526527
NUCB2,3.0053072
NCR3LG1,0.0026452506
AC124798.1,0.0034388262
KCNJ11,0.0
ABCC8,0.0
USH1C,0.0
OTOG,0.0005290501
AC124301.1,0.0
AC124301.2,0.0
MYOD1,0.0
KCNC1,0.020897495
SERGEF,0.07486041
TPH1,0.009522901
SAAL1,0.07565397
MRGPRX3,0.00026452506
AC090099.4,0.0
MRGPRX4,0.0
SAA4,0.0
SAA2-SAA4,0.0
SAA2,0.0005290501
SAA1,0.00079357525
HPS5,0.4832832
GTF2H1,0.19521923
LDHA,1.9672953
LDHC,0.0097874245
LDHAL6A,0.003174301
TSG101,0.54888326
UEVLD,0.13146916
SPTY2D1OS,0.03623997
SPTY2D1,0.46503067
TMEM86A,0.039149746
IGSF22,0.017458664
AC103974.1,0.0
PTPN5,0.0
AC023078.5,0.0
MRGPRX2,0.0
ZDHHC13,0.11506848
CSRP3,0.0
AC009652.2,0.0
E2F8,0.0021162005
AC009652.1,0.0
NAV2,0.0044969264
NAV2-AS5,0.0
NAV2-AS4,0.0
AC009549.1,0.0
NAV2-AS3,0.00079357525
NAV2-AS2,0.0
NAV2-AS1,0.0
DBX1,0.0
HTATIP2,0.1983934
PRMT3,0.050259743
SLC6A5,0.0
NELL1,0.0
AC090707.1,0.0
AC090857.2,0.0
AC107882.1,0.0
ANO5,0.0010581003
AC107886.1,0.0
AC104009.1,0.0
SLC17A6,0.0
LINC01495,0.0
FANCF,0.18754807
GAS2,0.0005290501
SVIP,1.1800297
AC006299.1,0.004761452
CCDC179,0.0
AC090092.1,0.0015871504
AC100768.2,0.0
AC100768.1,0.0
LUZP2,0.00026452506
AC090592.1,0.0
AC013799.1,0.0
AC099687.1,0.00026452506
AC021698.1,0.0
ANO3,0.0
MUC15,0.0
SLC5A12,0.0
FIBIN,0.00026452506
BBOX1,0.0
BBOX1-AS1,0.0
CCDC34,0.031743035
LGR4,0.0010581003
AC100771.2,0.0
LIN7C,0.28938848
BDNF-AS,0.019574864
LINC00678,0.0
BDNF,0.00026452506
AC090159.1,0.0
KIF18A,0.026452526
METTL15,0.14072762
AC013714.1,0.0005290501
AC100773.1,0.0
AC090833.1,0.0
AC090791.1,0.0
AC090124.1,0.0
AC110058.1,0.0
LINC02546,0.0
AC107973.1,0.0
LINC01616,0.0
KCNA4,0.0
AC124657.1,0.0
FSHB,0.0
ARL14EP,0.58089024
MPPED2,0.0431176
AL353699.1,0.0
AL136088.1,0.00026452506
DCDC1,0.00079357525
AL137804.1,0.0
DNAJC24,0.16321221
IMMP1L,0.20738715
ELP4,0.19019328
AC131571.1,0.0010581003
PAX6,0.0015871504
AL035078.4,0.0
AL035078.1,0.0
AL035078.3,0.0
RCN1,0.14205019
AL078612.1,0.00079357525
AL078612.2,0.0
WT1,0.0013226253
EIF3M,1.8495759
CCDC73,0.0010581003
PRRG4,0.018781291
QSER1,0.18252222
DEPDC7,0.0066131265
TCP11L1,0.17670277
LINC00294,0.13517262
CSTF3,0.22616799
CSTF3-DT,0.0060840766
HIPK3,0.30420163
KIAA1549L,0.0005290501
AL049629.1,0.0
AL049629.2,0.00026452506
C11orf91,0.0
CD59,0.25605956
FBXO3,0.17088345
FBXO3-DT,0.0
AC113192.5,0.0
AC113192.1,0.0
LMO2,0.12564944
AC132216.1,0.0
CAPRIN1,0.9871941
NAT10,0.25314918
ABTB2,0.06877637
CAT,2.1260214
ELF5,0.0
AL137224.1,0.0
AC087783.1,0.0
EHF,0.03227207
APIP,0.30102736
PDHX,0.090732
AL356215.1,0.0
CD44,1.0578227
CD44-AS1,0.0005290501
SLC1A2,0.0042324015
AL133330.2,0.0
AC090625.2,0.0
PAMR1,0.0
AL135934.1,0.0
FJX1,0.0055550267
AL138812.1,0.0
TRIM44,1.6535556
AC090692.1,0.0
LDLRAD3,0.022484634
COMMD9,0.3370021
PRR5L,0.112687774
AC087277.1,0.0
AC009656.1,0.00026452506
TRAF6,0.097345166
RAG1,0.006613127
RAG2,0.0
C11orf74,0.1428439
AC021713.1,0.0
LINC01493,0.0
LRRC4C,0.00026452506
AC090138.1,0.0
AC021006.2,0.0
AC079917.1,0.0
AC090458.1,0.0
API5,0.42323598
AC087276.2,0.00026452506
TTC17,0.7792803
AC087276.3,0.0
AC068205.1,0.00026452506
MIR670HG,0.0
HSD17B12,0.6663309
AC087521.2,0.005819551
AC087521.4,0.00079357525
ALKBH3,0.16215424
ALKBH3-AS1,0.0037033514
C11orf96,0.0052905013
AC087521.1,0.0
ACCSL,0.0
ACCS,0.07380229
EXT2,0.066660166
ALX4,0.0
CD82,0.20050997
AC010768.1,0.00026452506
AC010768.2,0.00026452506
AC104241.2,0.0
TSPAN18,0.0021162003
TP53I11,0.4568304
AC068858.1,0.0
PRDM11,0.020897495
AC103681.2,0.0
SYT13,0.0
AC103681.1,0.0
AC103736.1,0.005025977
AC018716.2,0.0
AC103855.3,0.0
CHST1,0.0
AC087442.1,0.0
AC044839.4,0.0
AC044839.3,0.0
AC044839.1,0.0010581003
SLC35C1,0.14496
AC044839.5,0.0
CRY2,0.05528568
MAPK8IP1,0.017194137
AC068385.1,0.00026452506
C11orf94,0.0005290501
PEX16,0.32642135
LARGE2,0.00079357525
PHF21A,0.27166572
AC024475.1,0.0
AC024475.4,0.0
AC024475.3,0.0
AC116021.1,0.0
LINC02489,0.0
CREB3L1,0.0005290501
DGKZ,1.1665399
MDK,0.019574862
CHRM4,0.00026452506
AMBRA1,0.040207848
HARBI1,0.026452528
ATG13,0.21347107
ARHGAP1,0.30367267
ZNF408,0.038620703
F2,0.00026452506
CKAP5,0.2155873
LRP4-AS1,0.00026452506
LRP4,0.0
C11orf49,0.112952285
AC090589.2,0.0005290501
ARFGAP2,0.39784193
PACSIN3,0.0
DDB2,0.030684933
AC018410.2,0.0
ACP2,0.023013692
NR1H3,0.008993852
MADD,0.14945695
AC018410.1,0.0010581003
MYBPC3,0.0026452506
SPI1,0.51820207
AC090559.1,0.0010581003
SLC39A13,0.06692471
PSMC3,0.739338
RAPSN,0.004496927
CELF1,0.76658386
NDUFS3,0.7284925
PTPMT1,0.39202222
KBTBD4,0.057666387
KF459542.1,0.0013226253
FAM180B,0.0068776514
C1QTNF4,0.0023807255
MTCH2,0.48777896
AGBL2,0.004761452
FNBP4,1.241926
NUP160,0.5028569
PTPRJ,0.41715193
PTPRJ-AS1,0.0
OR4B1,0.0
OR4X2,0.0
OR4X1,0.0
OR4S1,0.0
OR4C3,0.0
OR4C5,0.0
OR4A47,0.0
TRIM49B,0.0
FOLH1,0.0
AC109635.2,0.0
OR4C46,0.0
TRIM48,0.0
OR4C15,0.0
OR4P4,0.0
OR4C6,0.0
AP006437.1,0.0
OR5D16,0.0
TRIM51,0.0
OR10AG1,0.0
OR5AS1,0.00026452506
OR8J3,0.0
OR5T2,0.0
OR5T3,0.0
OR5T1,0.00026452506
OR8H1,0.0
OR8K3,0.0
OR5M8,0.0
OR5M11,0.0
OR5M1,0.0
OR9G4,0.0
AP001803.2,0.0
OR5AK2,0.0
LRRC55,0.0
APLNR,0.003174301
TNKS1BP1,0.005819551
AP000781.1,0.0
SSRP1,0.576129
P2RX3,0.0
PRG2,0.00026452506
AP000781.2,0.0
SLC43A3,0.29679513
RTN4RL2,0.0029097756
AP002893.1,0.0
SLC43A1,0.013755307
TIMM10,0.49677262
SMTNL1,0.00079357525
UBE2L6,1.4987937
SERPING1,0.5494134
YPEL4,0.028039679
CLP1,0.09337724
ZDHHC5,0.28118825
MED19,0.25156197
TMX2,0.4023385
TMX2-CTNND1,0.0
SELENOH,2.4463675
AP001931.1,0.00026452506
BTBD18,0.0026452506
CTNND1,0.28013057
OR9Q1,0.0
OR6Q1,0.0
AP004247.2,0.0
OR9I1,0.0
OR9Q2,0.0
OR1S1,0.0
OR10Q1,0.0
OR10W1,0.0
OR5B3,0.0
OR5B2,0.00026452506
OR5B12,0.00026452506
AP003557.1,0.0005290501
OR5B21,0.00026452506
LPXN,0.96947145
ZFP91,0.36107388
AP001350.1,0.00079357525
CNTF,0.00079357525
GLYAT,0.0
GLYATL2,0.00026452506
GLYATL1,0.0
AP001652.1,0.0
AP001636.3,0.00079357525
GLYATL1B,0.0
FAM111B,0.008729327
FAM111A-DT,0.019839393
FAM111A,0.26505268
DTX4,0.13067558
MPEG1,6.281443
AP002358.1,0.050524257
OR5AN1,0.02036844
OR5A2,0.00026452506
OR5A1,0.0010581003
OR4D10,0.00026452506
OR4D9,0.0013226253
AP000442.1,0.0013226253
OSBP,0.42402956
AP000442.2,0.008729325
PATL1,0.15395388
OR10V1,0.0
STX3,0.0833253
AP000640.1,0.0
MRPL16,0.5986133
GIF,0.00026452506
TCN1,0.0
AP002347.1,0.0
AP000790.3,0.00026452506
AP000790.4,0.0
AP000790.2,0.0
OOSP2,0.0
MS4A3,0.0
MS4A2,0.00026452506
AP001257.1,0.029097782
MS4A6A,6.4523153
MS4A4E,0.02327822
MS4A4A,0.41212684
MS4A6E,0.0
MS4A7,0.17220584
MS4A14,0.005819551
MS4A5,0.0
MS4A1,0.026981566
MS4A12,0.0
MS4A13,0.0
MS4A8,0.0
MS4A18,0.0
MS4A15,0.0
MS4A10,0.0
AP000777.1,0.0
AP000777.2,0.0
AP000777.3,0.00026452506
CCDC86,0.06163423
PTGDR2,0.0026452506
ZP1,0.006613127
PRPF19,0.29970458
AP003721.4,0.0023807255
AP003721.3,0.0
TMEM109,1.3302839
AP003721.1,0.00026452506
TMEM132A,0.0068776514
SLC15A3,0.38593853
CD6,0.021162014
AP003721.2,0.0
CD5,0.060576208
VPS37C,0.014284357
PGA3,0.0
PGA4,0.0
PGA5,0.0005290501
VWCE,0.0037033514
DDB1,0.7044214
TKFC,0.07247968
CYB561A3,4.3065
TMEM138,0.28462705
TMEM216,0.054756623
CPSF7,0.26505265
AP003108.2,0.040207848
SDHAF2,0.32483426
PPP1R32,0.0074067013
AP003108.1,0.0
LRRC10B,0.00026452506
SYT7,0.0
AP003559.1,0.0
AP002754.1,0.0
DAGLA,0.00026452506
DKFZP434K028,0.0
MYRF,0.00026452506
TMEM258,3.1105852
FEN1,0.15263146
FADS2,0.17617376
FADS1,0.63326967
FADS3,0.037033536
RAB3IL1,0.00079357525
BEST1,0.06189875
FTH1,36.81431
AP003733.3,0.0018516753
INCENP,0.049466163
SCGB1D1,0.0
SCGB2A1,0.0023807255
AP003306.1,0.0
SCGB1D2,0.0
SCGB2A2,0.0
SCGB1D4,0.0
AP003306.2,0.00026452506
ASRGL1,0.04708546
AP003064.1,0.0
SCGB1A1,0.0
AP003064.2,0.00026452506
AHNAK,1.6866187
AP001363.1,0.0
AP001363.2,0.00079357525
EEF1G,0.039943326
AP002990.1,0.0026452506
TUT1,0.06427946
MTA2,0.09628705
EML3,0.081473514
AP001458.1,0.0
ROM1,0.0092583755
B3GAT3,0.3248341
GANAB,0.47852018
INTS5,0.10342931
C11orf98,0.052904967
LBHD1,0.021426545
CSKMT,0.10501648
UQCC3,0.2084451
UBXN1,1.9321102
LRRN4CL,0.0010581003
BSCL2,0.010845526
HNRNPUL2-BSCL2,0.0
GNG3,0.00079357525
HNRNPUL2,0.30869853
TTC9C,0.3544606
ZBTB3,0.015606984
POLR2G,0.6046973
AP001160.2,0.0023807255
TAF6L,0.053698532
TMEM223,0.3031436
AP001160.3,0.015871512
TMEM179B,1.0980273
NXF1,0.224052
STX5,0.34811193
AP001160.1,0.062163305
TEX54,0.0
WDR74,0.29970515
SLC3A2,1.9165074
CHRM1,0.0
AP000438.1,0.0
SLC22A6,0.0
SLC22A8,0.0
SLC22A24,0.0
SLC22A10,0.0
SLC22A25,0.0013226253
SLC22A9,0.0
HRASLS5,0.00026452506
LGALS12,0.0
RARRES3,0.15157302
HRASLS2,0.007142177
PLA2G16,2.1376588
AP000753.1,0.0005290501
ATL3,0.40419036
AP000753.2,0.0
RTN3,0.6298268
C11orf95,0.03518187
SPINDOC,0.057137337
MARK2,0.36662847
RCOR2,0.0010581003
NAA40,0.22722645
COX8A,2.389492
AP000721.1,0.0
OTUB1,0.5343346
MACROD1,0.0037033514
AP000721.2,0.0
AP006333.2,0.0
FLRT1,0.0
AP006333.1,0.0013226253
STIP1,0.49121788
FERMT3,2.4238865
TRPT1,0.23040041
NUDT22,1.1988101
AP001453.1,0.034388293
DNAJC4,1.2776392
VEGFB,3.1804285
FKBP2,3.2328053
PPP1R14B,16.625978
AP001453.2,0.28647897
AP001453.4,0.018252239
PLCB3,0.20553562
BAD,0.33065367
GPR137,0.13517255
KCNK4,0.0
CATSPERZ,0.0005290501
ESRRA,0.2084453
TRMT112,1.6358263
PRDX5,1.885028
AP003774.4,0.024600847
CCDC88B,0.6904032
RPS6KA4,1.5752481
AP003774.3,0.0026452506
AP003774.2,0.0
AP003774.1,0.053434014
AP005273.1,0.0
SLC22A11,0.0
SLC22A12,0.0
NRXN2,0.016136035
AP001092.1,0.0
RASGRP2,0.5507357
PYGM,0.00899385
SF1,1.880795
AP001462.1,0.04073689
MAP4K2,0.14786981
MEN1,0.07829921
CDC42BPG,0.0039678765
EHD1,0.24574281
MIR194-2HG,0.0010581003
ATG2A,0.165593
PPP2R5B,0.042059515
GPHA2,0.0
MAJIN,0.0
BATF2,0.0013226253
ARL2,0.6197748
ARL2-SNX15,0.0
SNX15,0.0034388262
SAC3D1,0.15210232
NAALADL1,0.03306566
CDCA5,0.0060840766
ZFPL1,0.14707632
TMEM262,0.0015871504
VPS51,0.71288604
AP003068.1,0.00026452506
TM7SF2,0.2502394
ZNHIT2,0.08755764
AP003068.3,0.0
FAU,22.687311
SYVN1,0.18887085
MRPL49,0.14469554
SPDYC,0.0
AP003068.2,0.008993851
CAPN1,0.5726898
POLA2,0.10290024
CDC42EP2,0.007406701
DPF2,0.39413834
TIGD3,0.07512494
AP000944.1,0.0
SLC25A45,0.56369656
FRMD8,0.19680637
NEAT1,10.188796
AP000769.3,0.0
MALAT1,508.10715
AP000769.2,0.0042324015
SCYL1,0.2491813
LTBP3,0.27245912
SSSCA1,0.32906672
FAM89B,0.7515074
EHBP1L1,0.5565551
KCNK7,0.0021162003
MAP3K11,0.24230395
PCNX3,0.1401986
SIPA1,0.36795107
RELA,0.37271246
KAT5,0.18146423
RNASEH2C,1.021846
AP001266.2,0.00026452506
AP5B1,0.087557636
OVOL1,0.0
OVOL1-AS1,0.0005290501
AP001266.1,0.0
CFL1,9.350455
SNX32,0.0015871504
MUS81,0.18463832
EFEMP2,0.0037033514
CTSW,0.1317336
FIBP,0.605491
CCDC85B,1.1773835
FOSL1,0.0037033514
C11orf68,0.14496014
DRAP1,2.1834106
TSGA10IP,0.0021162003
SART1,0.3166342
EIF1AD,0.107661754
BANF1,0.9504257
CST6,0.0060840757
CATSPER1,0.004496927
GAL3ST3,0.0
SF3B2,1.1649522
AP006287.2,0.0005290501
PACS1,0.20500651
AP000759.1,0.004232402
KLC2,0.06851183
AP001107.4,0.00026452506
AP001107.8,0.00026452506
AP001107.7,0.00026452506
RAB1B,0.43275896
AP001107.1,0.0034388262
AP001107.2,0.005819551
CNIH2,0.0029097756
YIF1A,0.59676194
TMEM151A,0.0
AP001107.3,0.0
CD248,0.00079357525
RIN1,0.003174301
AP001107.6,0.0
BRMS1,0.38144174
B4GAT1,0.046027362
AP001107.9,0.010316475
SLC29A2,0.012168155
NPAS4,0.0
MRPL11,0.528515
PELI3,0.0029097756
AP002748.3,0.025658954
DPP3,0.19601282
AP002748.4,0.0
BBS1,0.016929613
ZDHHC24,0.6308849
ACTN3,0.0
AP002748.1,0.0
CTSF,0.025394427
CCDC87,0.0
CCS,0.97687733
RBM14,0.26425877
RBM14-RBM4,0.011110052
RBM4,0.36451218
RBM4B,0.14019853
AP001157.1,0.13041109
SPTBN2,0.0010581003
C11orf80,0.06771827
RCE1,0.13252732
PC,0.0084648
LRFN4,0.114804
C11orf86,0.0
SYT12,0.0021162003
RHOD,0.0034388262
KDM2A,0.8229261
GRK2,1.0260785
ANKRD13D,0.43064284
SSH3,0.018252239
RAD9A,0.17405768
POLD4,0.062427823
AP003419.1,0.0
AP003419.2,0.0005290501
CLCF1,0.0013226253
AP003419.3,0.00026452506
PPP1CA,1.5149311
TBC1D10C,0.3653061
CARNS1,0.01825224
RPS6KB2,0.37509295
RPS6KB2-AS1,0.0063486015
CORO1B,0.64225954
PTPRCAP,0.0063486015
GPR152,0.0
CABP4,0.003438826
TMEM134,0.34996367
AIP,0.8538748
PITPNM1,0.06930543
CDK2AP2,1.9434937
CABP2,0.0
GSTP1,4.586097
C11orf72,0.0005290501
AP003385.3,0.0
NDUFV1,0.5615797
NUDT8,0.060311623
TBX10,0.0005290501
ACY3,0.07300882
ALDH3B2,0.0
AP003716.1,0.0005290501
UNC93B1,2.6132824
ALDH3B1,0.06031163
AC004923.4,0.0018516753
NDUFS8,1.1784419
TCIRG1,0.954393
AP002807.1,0.049466155
CHKA,0.078563735
AP002992.1,0.0
KMT5B,0.60760665
C11orf24,0.30764028
LRP5,0.18675466
PPP6R3,0.34070528
AP003096.1,0.0
GAL,0.0005290501
TESMIN,0.0010581003
CPT1A,0.45762375
AP000808.1,0.0005290501
MRPL21,0.4179452
IGHMBP2,0.068511836
AP000808.2,0.0
MRGPRD,0.0
AP003071.3,0.0
MRGPRF,0.00026452506
MRGPRF-AS1,0.0
TPCN2,0.093377255
AP003071.1,0.00026452506
AP003071.2,0.0
AP003071.5,0.0
MYEOV,0.0023807255
AP005233.2,0.0
AP005233.1,0.0
AP000439.3,0.0010581003
AP000439.1,0.0
AP000439.4,0.0
AP000439.2,0.0
LINC01488,0.0
CCND1,0.38065147
ORAOV1,0.12326885
FGF19,0.0
FGF4,0.0
FGF3,0.0
AP007216.2,0.0
AP003555.3,0.0
AP003555.2,0.0
AP003555.1,0.0
LINC02584,0.0
ANO1,0.0
ANO1-AS1,0.0
FADD,0.11850735
AP000879.1,0.00026452506
PPFIA1,0.21902603
AP002336.2,0.00026452506
AP002336.3,0.0
AP000487.2,0.00026452506
AP000487.1,0.011374577
CTTN,0.0018516753
SHANK2,0.0005290501
SHANK2-AS1,0.0
SHANK2-AS2,0.0
SHANK2-AS3,0.0
DHCR7,0.075124994
AP002387.2,0.069040895
NADSYN1,0.33224082
KRTAP5-7,0.0005290501
KRTAP5-8,0.0015871504
KRTAP5-9,0.0013226253
KRTAP5-10,0.0005290501
KRTAP5-11,0.00026452506
AP003498.1,0.0
FAM86C1,0.023013698
ZNF705E,0.0034388262
DEFB108B,0.0
AP002495.2,0.11506852
DEFB131B,0.0
RNF121,0.19469029
IL18BP,0.14972149
NUMA1,0.8583722
AP002490.1,0.019839393
LRTOMT,0.017194139
AP000812.5,0.0
LAMTOR1,1.8588301
ANAPC15,0.33885378
FOLR3,0.0013226253
AP000812.1,0.0
FOLR1,0.0010581003
FOLR2,0.008200277
INPPL1,0.08649951
PHOX2A,0.00079357525
CLPB,0.11665562
AP000593.3,0.0
AP002892.2,0.00026452506
AP002892.1,0.0
AP003785.1,0.0
LINC01537,0.00026452506
PDE2A,0.0010581003
AP005019.1,0.0010581003
AP003065.1,0.0
ARAP1,0.12670764
ARAP1-AS1,0.00026452506
ARAP1-AS2,0.0023807255
STARD10,0.07009899
ATG16L2,0.09760964
FCHSD2,3.5470579
AP002761.2,0.014548883
AP002761.1,0.00026452506
P2RY2,0.003174301
P2RY6,1.0752809
AP002761.3,0.0
ARHGEF17,0.01296173
RELT,0.8110236
AP000763.4,0.007671226
FAM168A,0.06507303
AP000763.3,0.04205951
PLEKHB1,0.0015871504
RAB6A,0.3666288
AP002993.1,0.0
AP002770.1,0.0
MRPL48,0.24971057
COA4,0.79779696
PAAF1,0.18516737
DNAJB13,0.00079357525
AP003717.1,0.004232402
UCP2,5.0495415
UCP3,0.007406701
C2CD3,0.06189876
PPME1,0.13014653
P4HA3,0.01005195
P4HA3-AS1,0.0
PGM2L1,0.22590351
AP001372.1,0.0
KCNE3,0.006348602
AP001372.3,0.0
LIPT2,0.024600847
POLD3,0.1510441
CHRDL2,0.0
RNF169,0.33435696
XRRA1,0.18992868
SPCS2,3.1018715
NEU3,0.053434014
OR2AT4,0.0005290501
AP001972.4,0.0
SLCO2B1,0.016929612
AP001972.3,0.0
TPBGL,0.00026452506
AP001972.1,0.00026452506
ARRB1,0.02089749
AP001972.2,0.0
RPS3,29.877945
KLHL35,0.0023807255
GDPD5,0.07962183
