,Cycling.cancer.cell.2
MYBL1,0.17205471
VCPIP1,0.19674356
SGK3,0.14089052
C8orf44,0.07160165
MCMDC2,0.015717734
TCF24,0.011110766
PPP1R42,0.004185363
COPS5,0.752266
CSPP1,0.31164
ARFGEF1,0.519413
AC021321.1,0.010538662
CPA6,0.00081298355
AC022874.1,0.0
PREX2,0.1638945
AC011853.2,0.000180663
C8orf34-AS1,0.0017765185
C8orf34,0.007587842
AC083967.1,0.08512207
LINC01592,9.03315e-05
AC021785.1,0.0
LINC01603,0.00060221006
SULF1,0.3138697
SLCO5A1,0.009575126
AC091047.1,3.01105e-05
AC079089.1,0.003402488
PRDM14,3.01105e-05
NCOA2,0.32326236
AC022730.3,0.0
AC022730.4,0.0046370216
TRAM1,1.168782
LACTB2-AS1,0.00587155
LACTB2,0.3582493
XKR9,0.028574828
AC022858.1,0.00096353574
EYA1,0.006112431
AC009446.1,0.0
AC104012.1,0.0
MSC-AS1,0.0012345299
MSC,0.0005720996
TRPA1,0.0010839778
AC078906.1,0.000120442
AC011131.1,0.0
KCNB2,0.02077629
AC090735.1,9.03315e-05
AC022893.2,0.007587841
TERF1,0.5583989
AC022893.3,0.0007527624
AC022893.1,0.010177331
SBSPON,0.13179435
C8orf89,0.00054198905
RPL7,18.265772
RDH10,0.1673543
RDH10-AS1,0.00042154704
AC111149.2,0.0
AC111149.1,0.0
STAU2-AS1,0.00060221006
STAU2,0.32266107
AC027018.1,0.0010237567
AC022826.2,0.0
UBE2W,0.25307822
ELOC,1.7000506
TMEM70,0.4144588
LY96,0.001354972
AC087672.2,3.01105e-05
AC087672.1,0.0
AC087627.1,6.0221e-05
JPH1,0.061243966
GDAP1,0.030260958
AC103952.1,0.00036132603
MIR2052HG,0.00397459
AC115837.2,6.0221e-05
AC011632.1,0.00996656
PI15,0.003613262
AC011632.2,0.000120442
CRISPLD1,0.08186953
AC100782.1,0.0001505525
AC022274.1,0.0005118786
CASC9,0.047333267
HNF4G,0.003191714
AC067773.1,3.01105e-05
LINC01109,3.01105e-05
LINC01111,0.00066243106
ZFHX4-AS1,0.001415193
ZFHX4,0.05823334
AC023200.1,0.0
PEX2,0.35574815
AC062004.1,0.0
AC084706.1,0.0
PKIA-AS1,0.0013248615
PKIA,0.030652381
ZC2HC1A,0.16001157
IL7,0.0043961382
AC083837.1,0.0029508285
AC138646.1,0.0
STMN2,0.0
HEY1,0.021589259
LINC01607,0.006684528
AC036214.1,0.0006925415
MRPS28,0.13221791
AC036214.3,6.0221e-05
AC009686.2,0.0022582859
TPD52,0.74269503
AC009686.1,0.0009936462
AC034114.2,0.000120442
AC009812.1,0.03565064
ZBTB10,0.51803285
AC009812.3,0.0038240368
AC009812.4,0.026316559
ZNF704,0.56548303
PAG1,0.018307263
AC022778.1,0.0
AC079209.2,0.0
AC079209.1,0.0
AC009902.3,0.001174309
AC009902.2,0.0041853637
FABP5,1.0765861
AC018616.1,3.01105e-05
PMP2,0.0
FABP9,0.0
FABP4,0.001174309
AC023644.1,3.01105e-05
FABP12,0.0
IMPA1,0.11818578
SLC10A5,0.004095032
ZFAND1,0.34250218
CHMP4C,0.26256368
AC132219.1,0.0
SNX16,0.0894277
LINC02235,0.000120442
AC027701.1,0.00036132603
AC060765.1,0.0
AC105031.2,9.03315e-05
LINC01419,0.00039143654
AC015522.1,0.0035831502
RALYL,0.022673206
LRRCC1,0.30781847
AC011773.4,0.008852472
E2F5,0.14787656
AC011773.1,0.00033121553
C8orf59,1.4409404
CA13,0.0307427
AC011773.3,0.0006925415
AC011773.2,0.0
CA1,0.0008129833
CA3,0.013911073
CA3-AS1,0.012345306
CA2,0.06413472
AC093331.2,0.0
AC100801.1,0.00066243095
ATP6V0D2,3.01105e-05
PSKH2,0.0
AC023194.3,0.0
AC084128.1,0.0
SLC7A13,0.0
WWP1,0.25536796
RMDN1,0.34286186
CPNE3,0.88752
CNGB3,0.0073168506
AC090572.3,0.000120442
AC090572.2,0.0
CNBD1,9.03315e-05
AF121898.1,0.00039143654
DCAF4L2,0.0026798334
AC037450.1,6.0221e-05
MMP16,0.0063533164
AC090568.2,0.00090331485
AC090578.1,0.000722652
AF117829.1,0.16991653
RIPK2,0.23886806
OSGIN2,0.18795276
NBN,0.48833972
DECR1,0.4994149
CALB1,0.029508293
LINC00534,0.00021077349
AB015752.1,0.00027099453
LINC01030,0.0009936462
TMEM64,0.07331795
AC106038.1,0.00084309385
NECAB1,0.010147223
AC103770.1,0.00021077349
C8orf88,0.023456108
PIP4P2,0.10081057
AC087439.1,0.0
OTUD6B-AS1,0.665228
OTUD6B,0.16476937
LRRC69,0.024630425
SLC26A7,0.0872597
AC103409.1,3.01105e-05
RUNX1T1,0.047393728
AF181450.1,0.0
AC022695.2,0.0
AC091096.1,0.0
AC091096.2,0.0
AC104211.2,0.0
AC104211.4,0.0
AC104211.3,0.0
AC117834.1,0.0
TRIQK,0.15091795
C8orf87,3.01105e-05
LINC00535,0.001053867
AC016885.1,0.0
AC016885.2,0.0
FAM92A,0.21721806
AC120053.1,0.030441618
AC010834.3,0.0008129834
RBM12B,0.3292232
AC010834.1,0.000180663
AC010834.2,0.0015657451
TMEM67,0.1680814
AC084346.1,0.0
PDP1,0.1597099
AC084346.2,0.0019270708
AP003351.1,0.0
CDH17,0.0
GEM,0.007678173
RAD54B,0.13134503
FSBP,0.0075276215
VIRMA,0.39536837
AC023632.5,6.0221e-05
AC023632.2,0.0062027634
AC108860.2,0.06705517
ESRP1,0.7275768
DPY19L4,0.18765205
AP003692.1,0.00033121553
INTS8,0.1603136
CCNE2,0.1885525
AC087752.4,0.0018066288
NDUFAF6,0.40331894
TP53INP1,0.11186191
MIR3150BHG,0.0006323206
AC068189.1,9.03315e-05
PLEKHF2,0.18629631
C8orf37-AS1,0.005389785
LINC01298,0.0
C8orf37,0.025593897
AC083836.1,0.0035229307
AC012339.1,0.0
AP003465.2,0.0
GDF6,0.001114088
UQCRB,6.277045
AP003465.1,0.0005118786
MTERF3,0.16169819
PTDSS1,0.31910998
AP003548.1,0.0
SDC2,0.08740999
CPQ,0.08993965
AP003117.2,0.0
AP003115.1,0.000120442
TSPYL5,0.19517758
MTDH,3.083579
LAPTM4B,4.5574346
MATN2,0.20944908
RPL30,34.008087
AP003352.1,0.006052213
ERICH5,0.05708883
RIDA,0.2605167
POP1,0.09060214
NIPAL2,0.089156836
AP003438.1,0.00024088401
STK3,0.34864613
KCNS2,0.000722652
AP003355.2,0.000180663
AP003467.1,3.01105e-05
AC016877.3,0.0028002756
OSR2,0.099333934
AC016877.1,0.00039143654
AC104986.2,0.05109693
VPS13B,0.13357286
AC107909.2,0.0
AC018442.2,0.00021077349
COX6C,8.623608
RGS22,0.011411879
FBXO43,0.028635018
POLR2K,1.5059911
SPAG1,0.17744392
RNF19A,0.8216163
AP001574.1,0.0008129834
AP003472.1,0.0010237567
AP003472.2,0.0
AP000424.1,0.00045165754
AP000424.2,9.03315e-05
ANKRD46,0.14257684
SNX31,0.0125862
PABPC1,8.547274
YWHAZ,4.23014
AC018781.1,0.00027099453
AP003469.2,0.00021077349
AP003469.3,3.01105e-05
AP003469.4,0.015115514
ZNF706,1.6727937
AP001330.5,0.0015958556
AP001330.2,6.0221e-05
AP001330.1,0.0001505525
AP001208.1,0.0
AP001208.2,0.0001505525
AP001207.3,0.005359674
GRHL2,0.13164634
NCALD,0.25359315
AP000426.1,0.0011441986
RRM2B,0.14034852
UBR5-AS1,0.04152207
UBR5,0.73450667
AP002907.1,0.0013850824
AP002852.1,0.0005118785
ODF1,0.0
KLF10,0.59276426
GASAL1,0.03318167
AZIN1,0.7456763
AP003696.1,0.005389783
AZIN1-AS1,0.11092799
AP003354.1,0.0015958556
AP003354.2,0.0024088381
AP003550.1,3.01105e-05
ATP6V1C1,0.43423742
LINC01181,0.0001505525
BAALC-AS2,0.0009936462
BAALC,0.019993436
BAALC-AS1,0.012977641
AC025370.1,0.00045165754
FZD6,0.3122448
CTHRC1,0.266176
AC012213.3,0.0027701652
SLC25A32,0.15793404
DCAF13,0.8840739
AC012213.2,0.0012646405
AC012213.4,0.0019872917
AC012213.1,0.00039143654
RIMS2,0.0314654
DPYS,0.00090331485
DCSTAMP,0.0010538672
LRP12,0.07946035
ZFPM2,0.03872194
AC021546.1,0.0
AC103853.1,0.0001505525
AC090802.1,6.0221e-05
AC027031.1,6.0221e-05
AC027031.2,0.25139153
OXR1,0.6941669
AC090579.1,0.00078287296
ABRA,0.00033121553
ANGPT1,0.006383426
RSPO2,0.000180663
EIF3E,3.7933242
AC087620.1,3.01105e-05
EMC2,0.5192008
TMEM74,0.0036132622
AC104248.1,0.001174309
TRHR,3.01105e-05
NUDCD1,0.40024552
AC021237.1,0.0
ENY2,2.5718226
PKHD1L1,0.13034998
EBAG9,0.6417117
SYBU,0.14537652
AC079061.1,0.00033121547
KCNV1,0.0015657454
AC027451.1,6.0221e-05
AC073023.1,0.0
AC025366.1,0.0
AP005357.1,0.0
LINC01608,0.0032820452
LINC01609,3.01105e-05
LINC02237,0.0
CSMD3,0.0016259664
AC103993.1,0.0
AC064802.1,9.03315e-05
TRPS1,0.6754235
AF178030.1,0.00024088401
LINC00536,0.00090331485
AC105177.1,3.01105e-05
EIF3H,3.033962
UTP23,0.40967348
RAD21,2.6267188
RAD21-AS1,0.00445636
AARD,0.10198496
SLC30A8,0.0030712716
MED30,0.3646615
EXT1,0.35577878
SAMD12,0.23106937
AC023590.1,0.03125454
SAMD12-AS1,0.0035831516
TNFRSF11B,0.0814484
COLEC10,0.0014151928
AC107953.2,0.0
MAL2,2.9758062
MAL2-AS1,0.0016861871
NOV,0.09454708
AC021733.1,0.0
ENPP2,0.0057812184
TAF2,0.3312709
DSCC1,0.37170932
AP005717.1,0.00493813
DEPTOR,0.3342824
AC091563.1,0.026166
COL14A1,0.037909098
MRPL13,1.3288311
MTBP,0.12797238
SNTB1,0.109180756
AC104958.1,0.00033121553
AC104958.2,0.005058571
AC068413.1,0.0
HAS2,0.013459408
HAS2-AS1,0.009003027
AC104233.1,0.0
AC104036.1,3.01105e-05
AC037486.1,0.000120442
SMILR,0.0
AC108136.1,0.000120442
LINC01151,0.0015958556
AC100872.1,0.0017162978
AC016405.3,0.015838157
AC016405.2,0.0013850823
ZHX2,0.12709798
AC104316.2,0.00042154704
AC104316.1,0.00024088401
DERL1,0.8067816
TBC1D31,0.16088498
FAM83A,0.084429294
AC068228.1,0.0005720996
FAM83A-AS1,0.0001505525
C8orf76,0.28529772
ZHX1-C8orf76,0.030863132
ZHX1,0.38263673
ATAD2,2.3366287
WDYHV1,0.25386268
FBXO32,0.3343743
AC090193.2,6.0221e-05
AC090193.1,0.0
KLHL38,0.0
ANXA13,0.014754164
FAM91A1,0.42848635
FER1L6,0.0017464081
AC090753.1,0.0
FER1L6-AS1,0.0
AC100871.2,0.0
FER1L6-AS2,0.0001505525
AC090921.1,0.0057209968
AC090192.2,0.0005118786
TMEM65,0.36586684
TRMT12,0.14628047
RNF139-AS1,0.06353232
RNF139,0.25057992
TATDN1,0.9383719
AC090198.1,0.007858833
NDUFB9,4.981735
MTSS1,0.08415833
AC090922.1,0.0048779068
AC100858.3,0.00060221006
LINC00964,0.0010839776
ZNF572,0.02571433
AC009908.1,0.00021077349
SQLE,1.1764616
WASHC5,0.22480445
WASHC5-AS1,0.0
NSMCE2,0.42574847
AC084083.1,9.03315e-05
TRIB1,0.33380172
AC091114.1,6.0221e-05
AC016074.1,0.0
LINC00861,9.03315e-05
AC024681.2,0.0
AC087667.1,0.0005118786
AC084116.1,0.000180663
AC084116.3,6.0221e-05
FAM84B,0.34578437
PCAT1,0.066302426
PRNCR1,0.03616252
CASC8,0.028695233
POU5F1B,0.007015743
CCAT2,0.000180663
CASC11,0.0016560764
MYC,0.6955096
PVT1,0.20345777
CCDC26,0.0058414373
AC011257.1,0.0
AC103718.1,0.0074674
GSDMC,0.021529036
AC022973.4,0.0
FAM49B,0.83383095
AC022973.3,0.00039143654
AC022973.2,0.0001505525
ASAP1,0.56698567
AC090987.1,0.0
ADCY8,0.0035831502
AC103726.2,0.0
AC087341.1,0.0
AC104257.1,0.0001505525
EFR3A,0.44447273
OC90,0.000120442
AC100868.1,6.0221e-05
HHLA1,0.00048176805
KCNQ3,0.016681263
HPYR1,3.01105e-05
LRRC6,0.07057799
TMEM71,0.00066243106
PHF20L1,0.9551512
AF230666.1,0.0005720996
TG,0.0036734832
SLA,0.006533977
WISP1,0.0054801097
NDRG1,0.6477796
ST3GAL1,0.43942267
AC103706.1,0.060370825
AC090821.1,0.0
AC110741.1,0.0008732045
AC105180.1,0.0008732044
ZFAT,0.07470306
ZFAT-AS1,3.01105e-05
AC087045.2,0.00024088401
AC083843.3,0.064134546
AC083843.2,0.0012646405
AC083843.1,0.0010538672
AC103764.1,9.03315e-05
LINC01591,3.01105e-05
AC040914.1,0.0
KHDRBS3,0.31965038
AC079098.1,6.0221e-05
AC013546.1,3.01105e-05
LINC02055,0.0034024878
AC046195.1,0.0
AC046195.2,0.0
AC079015.1,3.01105e-05
FAM135B,0.0021679546
COL22A1,0.019963322
AC027541.1,0.0
AC087354.1,0.0010538672
KCNK9,0.031796586
TRAPPC9,0.19794792
AC021744.1,0.00024088401
AC107375.1,0.084157884
CHRAC1,0.78766
AGO2,0.98172086
ERICD,0.0051489025
PTK2,0.7251418
AC100860.1,6.0221e-05
DENND3,0.05251227
AC040970.1,0.024991719
SLC45A4,0.17449299
AC011676.1,0.00093342527
AC011676.2,0.001174309
AC011676.3,0.000180663
AC011676.4,0.0
LINC01300,0.0
GPR20,0.025473468
AC100803.1,0.0031616031
PTP4A3,0.41746527
AC100803.3,0.019782674
AC138647.1,0.00042154698
AC104417.2,0.0
LINC00051,0.0001505525
TSNARE1,0.029658759
AC134682.1,0.0053596743
ADGRB1,0.01957189
ARC,0.059738774
AP006547.1,0.0
AC108002.3,0.0
JRK,0.20315692
PSCA,0.008852475
LY6K,0.11981041
AC108002.1,0.007106076
THEM6,0.570875
AC108002.2,3.01105e-05
SLURP1,0.011411885
LYPD2,0.22748418
AC083841.1,0.009274026
LYNX1-SLURP2,0.00021077349
SLURP2,0.0035229297
LYNX1,0.035500124
LY6D,0.0065038647
AC083841.2,0.000120442
GML,0.0
CYP11B1,0.0
CYP11B2,0.0
LY6E-DT,0.048116177
LY6E,8.573866
LY6L,0.0
LY6H,0.0072566285
GPIHBP1,0.000722652
ZFP41,0.05263252
GLI4,0.27394596
MINCR,0.2094508
ZNF696,0.061936416
AC138696.2,0.021258075
TOP1MT,0.3002935
RHPN1-AS1,0.022221606
RHPN1,0.25431356
AC105118.1,0.00024088401
MAFA-AS1,0.0010839776
MAFA,0.009484796
ZC3H3,0.15401983
AC067930.4,0.0029508288
AC067930.1,0.0018969602
GSDMD,0.9935006
MROH6,0.26723024
AC067930.5,0.00024088401
NAPRT,0.66596144
AC067930.2,0.00078287296
EEF1D,11.261721
TIGD5,0.297553
PYCR3,0.2930067
TSTA3,1.3771374
AC067930.3,0.002980939
ZNF623,0.17819686
ZNF707,0.057841502
CCDC166,0.00096353574
AC105219.3,0.0
MAPK15,0.1909598
AC105219.2,0.002258286
FAM83H,0.39248094
IQANK1,0.11427078
AC105219.4,0.0030411608
SCRIB,0.5662664
PUF60,2.8358932
NRBP2,0.5177311
EPPK1,0.57123643
PLEC,0.8076321
PARP10,0.25946122
GRINA,0.85388017
SPATC1,0.0
OPLAH,0.19737495
AC109322.1,0.038420852
EXOSC4,0.7195036
GPAA1,1.8959968
CYC1,4.1101108
SHARPIN,0.764329
MAF1,1.5710092
WDR97,0.018066378
HGH1,0.15356708
MROH1,0.58471954
BOP1,0.57822204
SCX,0.8055923
HSF1,0.8560166
DGAT1,0.50520027
SCRT1,0.000180663
TMEM249,0.004456359
AC233992.2,0.000180663
SLC52A2,0.8836844
FBXL6,0.28400397
ADCK5,0.1558561
CPSF1,0.32937735
AC233992.3,0.006955522
SLC39A4,1.116708
VPS28,2.6176229
TONSL,0.34991106
TONSL-AS1,0.0
CYHR1,1.2518724
AC084125.1,0.00024088401
KIFC2,0.19036046
FOXH1,0.007888947
PPP1R16A,1.3202686
GPT,0.18346706
MFSD3,0.38956058
RECQL4,0.33958378
AC084125.4,0.00021077349
LRRC14,0.28776774
LRRC24,0.046670884
C8orf82,0.6727671
ARHGAP39,0.15474187
AC084125.3,6.0221e-05
AF186192.1,0.014182077
AF186192.3,0.0020475127
ZNF251,0.090060145
ZNF34,0.063743
RPL8,55.955772
ZNF517,0.03089328
ZNF7,0.33849898
COMMD5,0.48214146
ZNF250,0.17557739
ZNF16,0.16510008
AF235103.1,0.0
ZNF252P-AS1,0.034386024
C8orf33,1.3725501
WASHC1,0.25825492
AL928970.1,0.009785889
FAM138C,0.0
PGM5P3-AS1,9.03315e-05
AL449043.1,0.0
LINC01388,3.01105e-05
FOXD4,0.0019270709
CBWD1,0.18114768
C9orf66,0.006112433
DOCK8,0.010056889
AL158832.1,0.0
AL161725.1,0.000180663
KANK1,0.18051353
AL136979.1,0.002017402
DMRT1,0.009334243
DMRT3,0.003673483
LINC01230,3.01105e-05
DMRT2,0.0009936462
SMARCA2,0.28628975
AL359076.1,3.01105e-05
VLDLR-AS1,0.026256284
AL353614.1,0.0
VLDLR,0.07024687
KCNV2,9.03315e-05
PUM3,0.56267804
LINC01231,0.0008732043
RFX3,0.16636518
RFX3-AS1,0.008972915
AL354977.2,0.0064737587
AL354977.1,0.00039143654
GLIS3,0.17533575
AL137071.1,0.0
GLIS3-AS1,0.0054500047
AL162419.1,0.00024088401
SLC1A1,0.014302515
SPATA6L,0.04167263
PLPP6,0.06305055
CDC37L1-DT,0.047815025
CDC37L1,0.18063603
AK3,0.5284122
RCL1,0.11180178
JAK2,0.03399458
IGHEP2,0.001174309
INSL6,0.001174309
INSL4,0.0005118786
RLN2,0.025443364
RLN1,0.007136182
AL135786.2,0.00063232053
PLGRKT,0.36863533
CD274,0.013519636
PDCD1LG2,0.0032820457
AL162253.1,0.000180663
RIC1,0.05699845
AL136980.1,0.0031314925
ERMP1,0.16202964
KIAA2026,0.32488656
MLANA,0.000722652
RANBP6,0.11454246
AL162384.1,3.01105e-05
IL33,0.0030110502
TPD52L3,0.00093342527
UHRF2,0.21465752
AL133480.1,0.0
GLDC,0.1839153
AL162411.1,0.0426964
AL354707.2,0.00027099453
AL354707.1,0.02514226
KDM4C,0.07825601
AL354694.1,0.0008732043
DMAC1,1.18345
AL135923.1,0.0
AL135923.2,0.0
PTPRD,0.012766865
PTPRD-AS1,0.0005118786
AL596451.1,0.0001505525
PTPRD-AS2,0.0
AL162413.1,0.000722652
AL451129.1,0.0
AL589678.1,0.0
TYRP1,0.0074071777
LURAP1L-AS1,9.03315e-05
LURAP1L,0.034295764
MPDZ,0.11592719
LINC01235,0.0013850823
AL583785.1,0.0013549724
LINC00583,0.0
AL360089.1,6.0221e-05
NFIB,1.4481333
AL136366.1,0.0011140881
AL159169.3,0.0028906078
AL159169.2,0.008340597
ZDHHC21,0.34897235
CER1,0.000180663
FREM1,0.0091836965
AL512643.1,0.0
TTC39B,0.13619351
SNAPC3,0.178799
PSIP1,1.9464021
CCDC171,0.09999756
C9orf92,0.003944479
BNC2,0.19900247
AL449983.1,0.00030110503
AL450003.1,9.03315e-05
BNC2-AS1,0.012796971
AL162725.2,0.0
CNTLN,0.3039338
SH3GL2,0.0033723773
ADAMTSL1,0.004697242
SAXO1,0.0031314925
RRAGA,0.41996694
HAUS6,0.3663451
PLIN2,0.22859785
DENND4C,0.18268305
AL161909.2,6.0221e-05
AL391834.1,0.0019571811
AL391834.2,0.005961881
RPS6,28.99561
ACER2,0.004637023
SLC24A2,0.002258286
AL591222.1,0.00033121547
MLLT3,0.09219814
FOCAD,0.10662267
FOCAD-AS1,0.00096353574
HACD4,0.14025712
IFNB1,0.0017464086
IFNW1,3.01105e-05
IFNA21,0.0
IFNA4,0.0
IFNA10,0.0
IFNA17,0.0
IFNA14,0.0
IFNA5,0.000120442
KLHL9,0.22131035
IFNA6,6.0221e-05
IFNA13,0.0
IFNA2,0.0
AL353732.1,3.01105e-05
IFNA8,0.0
IFNA1,0.0
IFNE,0.0030712713
MTAP,0.50008446
AL359922.1,0.0
AL359922.2,0.0019571814
CDKN2A-DT,6.0221e-05
CDKN2A,2.5196352
CDKN2B-AS1,0.030020056
CDKN2B,0.08352584
AL157937.1,0.0018066289
DMRTA1,0.020234352
LINC01239,0.01096022
AL391117.1,9.03315e-05
AC017067.1,0.000180663
AL445623.2,0.0006323206
AL445623.1,0.0
ELAVL2,0.005359674
AL365204.1,0.0
AL365204.2,0.000180663
IZUMO3,0.0
TUSC1,0.2577436
LINC01241,0.00030110503
AL353753.1,9.03315e-05
AL451137.1,0.004064921
AL356133.2,0.0001505525
CAAP1,0.26307133
PLAA,0.21778895
IFT74,0.28258318
IFT74-AS1,0.00042154704
LRRC19,0.00084309385
AL355432.1,0.00066243106
TEK,0.0042455853
EQTN,0.0015055242
MOB3B,0.2398865
AL163192.1,9.03315e-05
IFNK,0.0
C9orf72,0.090933606
AL360014.1,0.00078287296
LINGO2,0.007286736
LINC01242,0.00039143654
LINC01243,3.01105e-05
ACO1,0.20559356
DDX58,0.25178316
TOPORS,0.4034084
SMIM27,0.16808115
NDUFB6,1.1193271
TAF1L,0.0006925415
AL589642.1,0.0
AL589642.2,0.0
TMEM215,0.000180663
AL157884.2,0.0005720996
APTX,0.21866195
DNAJA1,3.3904068
SMU1,0.4369465
B4GALT1,0.5757491
B4GALT1-AS1,0.012766867
SPINK4,3.01105e-05
BAG1,1.1130948
CHMP5,1.043703
NFX1,0.2910137
AQP7,0.0013850823
AL356218.1,0.0
AQP3,0.097467884
NOL6,0.07542566
ANKRD18B,0.006202764
CYP4F26P,3.01105e-05
TRBV20OR9-2,0.0
TRBV21OR9-2,0.0
TRBV24OR9-2,0.0
AL356489.3,3.01105e-05
TRBV26OR9-2,0.0
AL356489.2,9.03315e-05
AL356489.1,0.0
LINC01251,0.00045165754
PRSS3,0.006654418
UBE2R2-AS1,0.000180663
TRBV29OR9-2,0.0
UBE2R2,0.8673254
UBAP2,0.43905267
AL354989.1,0.00036132603
DCAF12,0.26150703
UBAP1,0.18144837
KIF24,0.07952059
NUDT2,0.23962007
MYORG,0.077292524
C9orf24,0.03700575
FAM219A,0.047694556
DNAI1,0.002017402
ENHO,0.14775403
AL160270.1,0.0
CNTFR,0.03146535
CNTFR-AS1,0.0
RPP25L,0.31501305
DCTN3,1.0222944
ARID3C,0.00039143654
SIGMAR1,0.4021429
GALT,0.1090617
IL11RA,0.12164871
CCL27,0.0022281755
AL162231.1,0.06473667
AL162231.2,0.0077685
CCL19,0.0019872917
CCL21,0.00090331474
FAM205A,3.01105e-05
FAM205C,9.03315e-05
PHF24,0.0013248613
DNAJB5-DT,0.001174309
DNAJB5,0.0930116
C9orf131,0.00042154704
VCP,1.2689123
FANCG,0.20312656
PIGO,0.13878316
AL353795.2,0.0022582859
STOML2,1.8778527
FAM214B,0.0477548
UNC13B,0.048477415
RUSC2,0.030291019
FAM166B,0.008430933
TESK1,0.16600387
CD72,0.0069254115
AL357874.2,3.01105e-05
AL357874.1,0.000120442
SIT1,0.000120442
RMRP,0.009063248
CCDC107,0.358789
ARHGEF39,0.1538386
CA9,0.084971204
TPM2,1.8411037
TLN1,1.2088925
CREB3,0.4468828
GBA2,0.22091985
RGP1,0.23534124
MSMP,0.006022102
AL133410.2,0.00027099453
AL133410.1,0.034777362
NPR2,0.020475233
SPAG8,0.015386506
HINT2,0.9136168
TMEM8B,0.1004494
FAM221B,0.00081298355
OR13J1,0.0
HRCT1,0.08313444
SPAAR,0.012375433
RECK,0.044984654
GLIPR2,0.21655557
CCIN,0.0015356346
CLTA,3.296224
GNE,0.026376761
RNF38,0.19806758
MELK,0.40196234
PAX5,9.03315e-05
AL450267.1,0.0
AL161781.2,0.0
LINC01400,3.01105e-05
AL512604.3,0.004155253
EBLN3P,0.56577593
AL512604.2,0.00042154704
ZCCHC7,0.3083848
LINC01627,0.0
GRHPR,0.85746425
ZBTB5,0.089457996
POLR1E,0.25870845
AL513165.1,0.000120442
FBXO10,0.010719327
AL513165.2,0.0
TOMM5,0.80175704
AL138752.2,0.000120442
FRMPD1,0.011803315
TRMT10B,0.10957357
EXOSC3,0.45221186
DCAF10,0.38762954
SLC25A51,0.053626157
SHB,0.089668676
AL135785.1,0.0
ALDH1B1,0.12851466
IGFBPL1,0.0031314925
FAM95C,0.008762146
ANKRD18A,0.019993454
FAM201A,0.015627395
AL591543.1,6.0221e-05
FAM240B,3.01105e-05
CNTNAP3,0.0049682385
SPATA31A1,3.01105e-05
FAM74A1,3.01105e-05
BX005214.2,0.00033121553
GLIDR,0.009123465
ANKRD20A2,0.0001505525
FAM95B1,0.009936449
BMS1P14,0.004185364
FP325318.1,3.01105e-05
IGKV1OR9-2,0.0
AL353626.1,0.0
BX255923.1,0.000120442
BX255923.2,6.0221e-05
FOXD4L6,0.000120442
CBWD6,0.023576546
AL845472.1,0.0042455853
AL354718.2,0.0
AL591926.2,3.01105e-05
CNTNAP3B,0.0070759626
SPATA31A6,0.0
FAM74A7,0.0
AL445584.2,0.0
BX088651.4,0.001686187
BX088651.2,9.03315e-05
BX664718.1,0.0
AL591441.2,0.0
AL591441.1,0.000120442
AL590491.2,6.0221e-05
SPATA31A7,0.0
BX005040.3,0.0
BX005040.1,0.000180663
BX088645.1,0.00024088401
AL935212.2,3.01105e-05
AL935212.1,0.009545009
FAM27C,0.03254929
AL391987.4,0.003703594
AL391987.2,0.00084309385
AL391987.3,0.0
CR769775.2,0.0
AL590399.3,0.0015356346
AL590399.1,0.005570447
AL590399.5,0.0
LINC01189,0.0
BX005266.2,0.0016259662
LINC01410,0.00785883
AL512625.2,0.0016861871
AL512625.3,0.042575892
AL512625.1,0.01520585
CR786580.1,0.00042154704
ANKRD20A4,0.0031616031
IGKV1OR-2,0.0
FOXD4L5,0.00048176805
CBWD5,0.13935512
FOXD4L4,3.01105e-05
IGKV1OR-3,0.0
AL136317.2,0.00060221006
ANKRD20A3,0.001746408
AL513478.2,6.0221e-05
ZNF658,0.04091982
AL353770.4,0.00030110503
AL353770.3,3.01105e-05
BX664730.1,0.0
ANKRD20A1,9.03315e-05
AL353608.2,9.03315e-05
CBWD3,0.06585068
FOXD4L3,9.03315e-05
AL353608.3,6.0221e-05
AL353608.1,3.01105e-05
PGM5,0.007617952
PGM5-AS1,0.00066243106
AL161457.2,0.029086627
TMEM252,0.00030110503
AL353616.2,0.000120442
LINC01506,0.0041853623
PIP5K1B,0.007226515
FAM122A,0.08996979
AL354794.1,0.0
PRKACG,0.0
FXN,0.16509968
AL358113.1,0.015988732
TJP2,0.017795378
BANCR,0.008039498
FAM189A2,0.03899297
APBA1,0.005811329
AL353693.1,0.0008732043
AL162412.1,0.00060221006
PTAR1,0.31239554
C9orf135-DT,0.00033121553
C9orf135,0.08180984
MAMDC2-AS1,0.011110771
MAMDC2,0.011050538
SMC5-AS1,0.020415012
SMC5,0.7458603
KLF9,0.15109825
TRPM3,0.007256628
CEMIP2,0.07166204
ABHD17B,0.06871111
C9orf85,0.10743537
C9orf57,3.01105e-05
GDA,0.018367467
AL135924.2,0.00054198905
LINC01504,0.009575121
ZFAND5,0.92739344
TMC1,0.013278748
LINC01474,0.00048176805
ALDH1A1,0.042094268
ANXA1,3.1590345
RORB-AS1,0.0
RORB,0.0026497226
TRPM6,0.0022281755
C9orf40,0.18834424
C9orf41-AS1,0.0018668497
CARNMT1,0.16404678
NMRK1,0.13366324
OSTF1,0.2334165
AL353780.1,0.0
PCSK5,0.048567828
RFK,0.4337876
GCNT1,0.0662423
PRUNE2,0.2037889
