,Cycling.cancer.cell.2
USP1,1.6638005
DOCK7,0.34599328
ANGPTL3,0.00027099453
AC103923.1,0.0043660277
ATG4C,0.0840374
AC099794.1,9.03315e-05
LINC01739,0.0
AL162400.2,0.0
AC096543.1,0.0
AC096543.2,9.03315e-05
FOXD3-AS1,0.033813994
FOXD3,0.004727353
ALG6,0.13799989
ITGB3BP,0.56556475
EFCAB7,0.070427336
PGM1,0.29279366
ROR1,0.059949357
ROR1-AS1,0.000722652
AL445205.1,0.009695569
UBE2U,0.0012345299
CACHD1,0.118577376
RAVER2,0.0753955
JAK1,0.6093111
AL357078.3,0.0013248613
AL357078.1,0.00027099453
AK4,0.32747957
DNAJC6,0.01583817
AL139294.1,0.0
LEPROT,0.74491984
LEPR,0.034596764
AL513493.1,0.0
PDE4B,0.022793695
AL590783.1,0.0
SGIP1,0.009514904
AL139147.1,0.00030110503
TCTEX1D1,0.00030110503
INSL5,0.00042154704
WDR78,0.067235775
AL592161.1,0.0
MIER1,0.60897887
SLC35D1,0.061514944
C1orf141,0.00030110503
IL23R,9.03315e-05
IL12RB2,0.0024389487
SERBP1,6.37203
LINC01702,3.01105e-05
GADD45A,1.085359
GNG12,0.3499075
GNG12-AS1,0.005660778
DIRAS3,0.012315207
WLS,0.419456
RPE65,6.0221e-05
DEPDC1,0.276775
AL138789.1,3.01105e-05
DEPDC1-AS1,0.0030110502
AL035412.1,0.0018969604
AL033530.1,0.012977639
AL691520.1,0.000120442
LINC01707,0.0
LINC01758,0.0
LRRC7,0.015055299
AL158840.1,0.0
LRRC40,0.12737052
SRSF11,1.9597462
AL353771.1,9.03315e-05
ANKRD13C,0.10210547
HHLA3,0.083796486
AL158839.1,3.01105e-05
CTH,0.022342062
AL354872.2,0.001686187
LINC01788,0.00066243106
AL513285.1,0.0
PTGER3,0.018487874
AL031429.1,0.00024088401
ZRANB2-AS1,0.0005720996
ZRANB2,1.1807909
NEGR1,0.0044563585
AL354949.1,3.01105e-05
AL583808.1,0.0020475127
AL583808.2,0.000120442
LINC01360,3.01105e-05
LINC02238,0.0
LRRIQ3,0.028604891
FPGT,0.06521838
FPGT-TNNI3K,0.0039143683
TNNI3K,0.0008732043
AC093158.1,0.000180663
AC105271.1,3.01105e-05
LRRC53,0.0
ERICH3,0.0030411612
ERICH3-AS1,6.0221e-05
AC135803.1,0.0018969602
CRYZ,0.12923655
TYW3,0.42249393
AC133865.1,0.0
AC099786.3,0.0
AC099786.1,0.0
LHX8,0.0
AC099786.2,0.0
SLC44A5,0.039805822
AL357314.1,6.0221e-05
ACADM,0.67917866
RABGGTB,0.4099432
MSH4,0.002137844
ASB17,0.0
AC092813.1,9.03315e-05
AC092813.2,0.00033121553
ST6GALNAC3,0.010508552
AC104458.1,0.00024088401
LINC02567,0.0
ST6GALNAC5,0.14344911
AL035409.1,0.0008129834
PIGK,0.19198665
AK5,0.0010538672
AC095030.1,0.0
AC118549.1,0.28288597
USP33,0.511791
MIGA1,0.28378913
NEXN-AS1,0.002017402
NEXN,0.044984832
FUBP1,0.7606775
DNAJB4,0.10731507
GIPC2,0.013338961
AC103591.3,0.028845789
PTGFR,0.01102044
IFI44L,0.5313832
IFI44,0.3299491
ADGRL4,0.0015356352
AL353651.2,9.03315e-05
AL353651.1,6.0221e-05
AL353651.3,0.0012044195
AC099671.1,0.0
AC098657.2,0.0011140881
AL606519.1,0.00048176805
AL136234.1,3.01105e-05
LINC01781,0.0021077336
AC093154.1,0.0
ADGRL2,0.2940583
AC117944.1,0.00066243106
AC093580.1,0.0
LINC01362,3.01105e-05
LINC01361,0.000722652
LINC01712,3.01105e-05
LINC01725,0.011622654
AL035706.1,0.000120442
TTLL7,0.06497793
AC104454.2,0.0005720995
AL359504.2,0.0115624275
PRKACB,0.06374311
SAMD13,0.020294571
DNASE2B,0.00039143654
AL844170.1,3.01105e-05
RPF1,0.30944145
GNG5,3.7654672
SPATA1,0.02032469
CTBS,0.22682367
AL359762.2,0.0
LINC01555,0.00027099453
SSX2IP,0.3758595
AC104169.1,0.000120442
LPAR3,0.6334413
MCOLN2,0.036644265
WDR63,0.0034024876
MCOLN3,0.079249784
SYDE2,0.12754966
C1orf52,0.2565699
BCL10,0.3252495
AL078459.1,0.002980939
DDAH1,0.2590688
AL360219.1,0.0018367395
AC092807.3,0.0028002765
AC092807.2,0.0017162978
CYR61,1.0928068
AC092807.1,0.0
ZNHIT6,0.27174482
COL24A1,0.002559391
AL136382.1,0.002017402
ODF2L,0.45483106
CLCA2,3.01105e-05
CLCA1,0.0
CLCA4,6.0221e-05
AL356270.1,0.0001505525
AL049597.2,0.007346956
SH3GLB1,0.5893496
AL355981.1,3.01105e-05
SELENOF,1.168358
HS2ST1,0.18244271
AL121989.1,6.0221e-05
AC093155.3,9.03315e-05
LINC01140,0.007888942
AC099062.1,0.00060221006
LMO4,2.761142
LINC01364,3.01105e-05
PKN2-AS1,0.00496824
PKN2,0.7766947
GTF2B,0.23127954
KYAT3,0.1855746
RBMXL1,0.31558457
GBP3,0.2938481
GBP1,1.0160072
GBP2,0.23751377
GBP7,0.005088679
GBP4,0.33326304
AC099063.4,0.0029508288
GBP5,0.06804908
AC099063.1,6.0221e-05
GBP6,0.0016560764
LRRC8B,0.16287255
LRRC8C-DT,0.009274017
LRRC8C,0.024449708
AC093423.3,0.0
AC099568.2,0.024540061
LRRC8D,0.22155295
AL391497.1,0.00066243095
ZNF326,0.66110516
AC092783.1,0.0
BARHL2,0.00030110503
LINC01763,0.0016861871
AC091614.1,0.000180663
ZNF644,0.7359202
HFM1,0.005570447
CDC7,0.14049926
TGFBR3,0.18458188
BRDT,0.00021077349
EPHX4,0.106742375
SETSIP,0.00078287296
BTBD8,0.086476564
AC104836.1,0.0007527625
C1orf146,0.0
GLMN,0.1388131
RPAP2,0.5534381
GFI1,0.0006323206
EVI5,0.17789645
RPL5,19.062838
FAM69A,0.014362741
MTF2,0.53449076
TMED5,0.28282645
CCDC18,0.21523099
DR1,0.3615284
FNBP1L,0.6941072
BCAR3,0.06877147
AL109613.1,0.0024389487
DNTTIP2,0.59242034
GCLM,0.38982898
ABCA4,0.013369075
AC093579.1,0.0
ARHGAP29,1.3180084
AC097059.1,0.0030110497
AC097059.2,0.00039143654
ABCD3,0.2752983
F3,0.10156365
AC093117.1,0.000120442
SLC44A3,0.04706225
CNN3,0.8776157
AC105942.1,0.027520934
ALG14,0.14923225
AC095033.1,0.000180663
TMEM56,0.10466493
TMEM56-RWDD3,0.002137844
AC092802.1,0.0020475127
RWDD3,0.016621063
AC092802.2,3.01105e-05
LINC01760,0.0
AL445218.1,0.0
LINC01761,6.0221e-05
AL356479.1,9.03315e-05
AL683887.1,0.0005118786
AC099566.1,0.0
LINC01787,0.0
PTBP2,0.24112254
DPYD,0.028364038
DPYD-AS1,6.0221e-05
DPYD-AS2,3.01105e-05
MIR137HG,0.000180663
BX005019.1,3.01105e-05
LINC01776,3.01105e-05
SNX7,0.22923312
PLPPR5,6.0221e-05
AL445433.2,3.01105e-05
PLPPR4,0.001174309
LINC01708,0.00030110503
PALMD,0.32154766
FRRS1,0.030381367
AGL,0.29830095
AC118553.1,0.009274016
SLC35A3,0.38335446
AC118553.2,0.011833428
MFSD14A,0.008159934
AC093019.2,3.01105e-05
SASS6,0.38061553
TRMT13,0.19270992
LRRC39,0.0030110502
DBT,0.23696895
RTCA-AS1,0.0067748595
RTCA,0.295261
AC104457.2,3.01105e-05
CDC14A,0.07973131
AL589990.1,0.0
GPR88,0.0006323206
LINC01349,0.0
VCAM1,0.08373715
EXTL2,0.17368183
AC104506.1,0.028695235
SLC30A7,0.21523061
DPH5,0.18473119
AC093157.2,0.0023486172
AC093157.1,0.09816062
AL109741.1,3.01105e-05
S1PR1,0.0014453033
LINC01307,0.0001505525
LINC01709,0.0021077339
OLFM3,0.053897616
AC114485.1,0.0003914365
AC099567.1,0.0
COL11A1,0.027310181
AC095032.2,0.0
RNPC3,0.33747408
AMY2B,0.02935773
AMY2A,0.00036132603
AMY1A,0.0018066292
AMY1B,0.0022582863
AMY1C,0.00030110503
LINC01676,0.0
LINC01677,3.01105e-05
AL355306.2,0.0001505525
PRMT6,0.102677524
NTNG1,0.011712985
VAV3,0.30296785
VAV3-AS1,0.0
AL390036.1,0.000120442
SLC25A24,0.4785239
AL359258.2,0.012194761
NBPF4,0.0
NBPF6,0.0
FAM102B,0.03128467
HENMT1,0.11863709
PRPF38B,0.95620763
FNDC7,0.00039143654
AL591719.2,3.01105e-05
STXBP3,0.3301257
AKNAD1,0.0018066288
AL449266.1,0.0112011
SPATA42,0.0
GPSM2,0.28132144
CLCC1,0.2603351
WDR47,0.050976492
TAF13,0.17024916
AL356488.3,0.033633236
TMEM167B,0.1820817
AL356488.2,0.0026196123
C1orf194,0.019842891
KIAA1324,0.26406834
SARS,0.80726486
CELSR2,0.3232632
PSRC1,0.15326554
MYBPHL,0.00304116
SORT1,0.6112968
PSMA5,1.4573429
SYPL2,0.000120442
ATXN7L2,0.017945938
CYB561D1,0.05519183
AMIGO1,0.013037863
GPR61,0.00027099453
AL355310.3,3.01105e-05
GNAI3,0.82117057
GNAT2,0.00096353574
AMPD2,0.09746807
AL355310.2,6.0221e-05
GSTM4,0.1547721
GSTM2,0.023907755
GSTM1,0.007828722
AC000032.1,0.0007527625
GSTM5,0.0008732042
AL158847.1,3.01105e-05
GSTM3,0.1907208
EPS8L3,3.01105e-05
LINC01768,3.01105e-05
AL450468.1,0.005239232
AL450468.2,0.00024088401
CSF1,0.16055183
AHCYL1,1.2961123
STRIP1,0.11668025
AL160006.1,0.025654115
ALX3,0.0077986126
LINC01397,0.0
UBL4B,3.01105e-05
SLC6A17,0.0010237568
AL355990.1,0.0
AL355990.2,0.0
LINC02586,0.0014453032
KCNC4,0.09138492
RBM15-AS1,0.0024690593
RBM15,0.14447439
SLC16A4,0.053897128
AL355488.1,0.07675049
LAMTOR5,1.9281238
PROK1,0.000120442
AL358215.1,3.01105e-05
AL358215.2,0.0
CYMP-AS1,0.00024088401
KCNA10,0.0
KCNA2,6.0221e-05
AL365361.1,3.01105e-05
KCNA3,0.0
CD53,0.0006925415
AL360270.1,0.0016861871
LRIF1,0.24467726
AL360270.3,0.00493813
DRAM2,0.2650322
CEPT1,0.14820863
AL355816.1,0.0020475127
AL355816.2,0.01680172
DENND2D,0.24214931
CHI3L2,0.0052693407
CHIA,0.00021077349
AL356387.1,0.0
PIFO,0.064977854
OVGP1,0.08045494
WDR77,0.41081345
ATP5PB,1.999048
C1orf162,0.011532317
TMIGD3,0.000180663
ADORA3,0.00024088401
RAP1A,0.40747014
LINC01160,0.0037638156
INKA2,0.00042154704
AL049557.1,3.01105e-05
DDX20,0.15790434
KCND3,0.013700306
KCND3-AS1,0.0
LINC01750,0.00349282
AL445426.1,3.01105e-05
CTTNBP2NL,0.3304868
WNT2B,0.034717243
AL354760.1,0.002860497
ST7L,0.16034344
CAPZA1,0.78705454
MOV10,0.26349747
AL603832.1,0.0013549719
RHOC,0.9741254
AL603832.3,0.0
PPM1J,0.035108633
AL603832.2,0.00024088401
FAM19A3,0.0049983505
LINC01356,0.0029508288
AL390729.1,0.013369084
SLC16A1,0.29327455
SLC16A1-AS1,0.2049326
AL357055.3,0.01017733
LRIG2,0.12357625
MAGI3,0.25193444
PHTF1,0.1838579
RSBN1,0.21071415
AL137856.1,0.0007527625
PTPN22,0.0008732043
AP4B1-AS1,0.0041552535
BCL2L15,0.017132936
AP4B1,0.06320104
DCLRE1B,0.09153573
HIPK1-AS1,0.009334241
HIPK1,0.30832592
OLFML3,0.02643696
SYT6,0.00021077349
AL121999.1,3.01105e-05
TRIM33,0.73204505
BCAS2,0.68805516
DENND2C,0.015145625
AMPD1,9.03315e-05
NRAS,0.74935
CSDE1,4.658748
SIKE1,0.8446114
SYCP1,0.0031314928
TSPAN2,0.06467651
LINC01765,0.00045165754
AL512638.2,0.0001505525
NGF,0.0047273543
VANGL1,0.57224774
CASQ2,0.004125143
NHLH2,3.01105e-05
LINC01649,0.0
SLC22A15,0.009665454
AL365318.1,9.03315e-05
MAB21L3,0.0022883965
LINC01779,3.01105e-05
ATP1A1,2.6153476
LINC01762,0.00039143654
AL136376.1,0.0
AL390066.1,0.001625966
CD58,0.16269095
IGSF3,0.08512184
C1orf137,3.01105e-05
CD2,0.0003914365
AL157904.1,0.0014151928
PTGFRN,0.2762863
CD101,0.0057812203
AL445231.1,0.012074316
TTF2,0.78866196
TRIM45,0.079219714
VTCN1,0.85286397
LINC01525,0.0005720996
AL358072.1,0.010117108
MAN1A2,1.0250335
AL157902.1,0.00054198905
TENT5C,0.13950577
GDAP2,0.17672276
WDR3,0.3647469
SPAG17,0.054920986
TBX15,0.00039143654
AL139420.1,0.000120442
AL139420.2,0.000180663
WARS2,0.18229249
WARS2-IT1,0.00036132603
AL359915.2,0.0397154
AL359915.1,0.0
LINC01780,9.03315e-05
HAO2,0.0
HSD3B2,6.0221e-05
HSD3B1,3.01105e-05
ZNF697,0.01011711
PHGDH,1.4355608
HMGCS2,0.007166295
REG4,0.0015657453
ADAM30,0.0004516575
NOTCH2,0.44417012
AC245008.1,0.0012345299
SEC22B,0.61488014
NBPF26,0.03697541
PPIAL4A,0.0
LINC00623,0.14146297
FCGR1B,9.03315e-05
AC244453.3,0.0
AC244453.2,0.00042154704
AC244453.1,0.0
FAM72B,0.015627393
SRGAP2C,0.15832573
SRGAP2-AS1,0.0
AC244021.1,0.00066243106
AC244021.2,3.01105e-05
AL592494.1,0.00033121553
AL592494.3,0.0125259785
LINC01691,0.0
AC239859.3,0.0
AC239800.2,0.0022281755
AC239800.3,0.06293008
AC239798.2,0.00027099453
AC246680.1,0.0
HIST2H3PS2,0.0002709945
FAM72C,0.012525979
IGKV1OR1-1,0.0
AC245595.1,0.14387164
PPIAL4E,3.01105e-05
AC246785.3,0.0007527625
NBPF15,0.022281813
LINC01632,0.00024088401
FP700111.1,3.01105e-05
SRGAP2B,0.12116694
FAM72D,0.01589839
PPIAL4D,3.01105e-05
AC245014.3,0.019240692
AC245014.1,0.000722652
NBPF20,0.014513298
GPR89A,0.07428144
PDZK1,0.0032519354
CD160,0.005690888
RNF115,0.67188543
POLR3C,0.1333028
NUDT17,0.024479842
PIAS3,0.12818365
ANKRD35,0.0042154742
ITGA10,0.011020438
AC243547.1,3.01105e-05
PEX11B,0.15284602
RBM8A,2.3623586
LIX1L-AS1,0.0073469556
AC243547.3,9.03315e-05
LIX1L,0.03543986
ANKRD34A,0.0013248613
AC243547.2,0.0
POLR3GL,0.14983405
TXNIP,0.87734336
HJV,6.0221e-05
LINC01719,0.004998351
NBPF10,0.017705051
AC239799.1,3.01105e-05
NOTCH2NL,0.04085959
AC239799.2,0.0067146425
AC243756.1,6.0221e-05
AC245407.2,0.0005720996
NBPF12,0.034355845
AC244394.2,6.0221e-05
PRKAB2,0.1065323
AC242426.2,0.05949758
FMO5,0.007407177
CHD1L,0.22883917
LINC00624,0.010628992
BCL9,0.17907232
ACP6,0.14245665
AC241644.1,3.01105e-05
GJA5,0.032067597
AC241644.3,0.0
AC241644.2,0.000180663
GJA8,0.008250275
GPR89B,0.055221967
AC239803.2,0.003342267
AC239803.3,0.0014151928
NBPF11,0.044894326
AC239809.3,0.009725671
AC239803.1,0.0011140881
LINC01731,0.00027099453
AC245100.6,0.0001505525
AC245100.1,0.000180663
AC245100.7,0.00186685
PPIAL4G,0.0012947508
NBPF14,0.08003242
NUDT4B,0.001746408
PDE4DIP,0.40623757
AC239802.1,0.0
AC239802.2,0.00027099453
AC239804.1,0.0008129834
NBPF9,0.042907067
AC245297.3,0.5376248
AC245297.2,0.01996337
NBPF19,0.0650378
FCGR1A,0.000120442
HIST2H2BF,0.05452954
AC243772.2,0.00084309385
HIST2H3D,0.0020776233
HIST2H4A,0.008942807
HIST2H3C,9.03315e-05
HIST2H2AA3,0.000120442
AC239868.3,0.029688831
HIST2H2AA4,0.0050284592
HIST2H3A,9.03315e-05
HIST2H4B,0.026557397
AC239868.2,0.05419826
HIST2H2BE,0.10255737
HIST2H2AC,0.42439973
HIST2H2AB,0.015928507
BOLA1,0.26515147
SV2A,0.041702773
SF3B4,0.609309
MTMR11,0.03435594
OTUD7B,0.26138613
VPS45,0.22393015
PLEKHO1,0.3501473
ANP32E,1.5680023
AC242988.1,0.00078287296
CA14,0.008280378
APH1A,1.4511672
C1orf54,0.036373258
CIART,0.04498469
MRPS21,2.3965616
PRPF3,0.2909241
RPRD2,0.53596675
TARS2,0.23759885
ECM1,0.00912347
FALEC,0.0077986103
AL356356.1,0.0019270708
ADAMTSL4,0.027671492
MCL1,1.8783584
ENSA,1.5212327
GOLPH3L,0.2754776
HORMAD1,0.004245584
CTSS,0.24199864
CTSK,0.029267242
ARNT,0.13414575
CTXND2,0.0012646406
SETDB1,0.19063212
CERS2,0.46241346
AL590133.2,0.00039143654
AL590133.1,0.00045165754
ANXA9,0.03263965
MINDY1,0.04332865
PRUNE1,0.1308636
BNIPL,0.023395883
C1orf56,0.16389604
CDC42SE1,0.47385752
MLLT11,0.043780293
GABPB2,0.19656263
SEMA6C,0.041401554
TNFAIP8L2,0.000120442
SCNM1,0.3289817
LYSMD1,0.04438244
TMOD4,9.03315e-05
VPS72,0.41406304
PIP5K1A,0.3940432
PSMD4,1.1498083
AL391069.2,0.045887947
ZNF687,0.11303683
PI4KB,0.26289192
AL391069.4,0.000722652
RFX5,0.17027874
AL391069.1,0.000180663
AL391069.3,0.024509966
SELENBP1,0.57520795
PSMB4,1.3998256
POGZ,0.6072911
CGN,0.320132
TUFT1,0.12056456
SNX27,0.30230558
AL391335.1,0.00036132603
AL589765.1,0.0
CELF3,0.00030110503
RIIAD1,0.0015356347
AL589765.7,0.00033121553
MRPL9,0.6164138
OAZ3,0.014362746
AL589765.4,0.001625966
AL589765.5,0.00039143654
TDRKH,0.053957403
TDRKH-AS1,0.018487927
AL589765.6,0.0012345299
LINGO4,0.0008732043
RORC,0.042395312
C2CD4D,0.011231211
AL450992.2,0.00093342527
THEM5,3.01105e-05
THEM4,0.21306318
S100A10,3.4959195
AL450992.1,0.000722652
S100A11,6.728032
TCHHL1,3.01105e-05
TCHH,0.029929815
AL589986.1,0.0
RPTN,0.0
FLG-AS1,0.0065942006
AL589986.2,0.00060221006
HRNR,0.0015356349
FLG,0.06419554
FLG2,0.00066243106
CRNN,0.00084309373
LCE5A,0.00021077349
CRCT1,6.0221e-05
LCE3E,0.000180663
LCE3D,0.0
LCE3A,0.0
LINC00302,3.01105e-05
LCE2D,0.0
LCE2C,3.01105e-05
KPRP,0.0
LCE1F,0.0
LCE1E,3.01105e-05
LCE1D,0.0
LCE1B,0.0
LCE1A,0.0
LCE6A,0.0
SMCP,0.0
IVL,0.000301105
LINC01527,0.0005720996
SPRR5,0.0
SPRR4,0.0
SPRR1A,3.01105e-05
SPRR3,0.0001505525
SPRR1B,0.0010839779
SPRR2D,9.03315e-05
SPRR2A,0.000361326
SPRR2B,0.0
SPRR2E,0.0
SPRR2F,0.000361326
SPRR2G,0.0
AL161636.1,0.0
LELP1,0.0
PRR9,0.0015958559
LOR,9.03315e-05
PGLYRP3,0.0
PGLYRP4,0.001294751
S100A9,0.97443783
S100A12,0.00036132603
S100A8,0.087591454
S100A7A,0.0008732043
S100A7,0.01680167
BX470102.1,0.0014754137
S100A6,30.862598
S100A5,0.0385412
S100A4,3.7110498
S100A3,0.014543389
S100A2,0.994912
S100A16,1.96098
S100A14,1.6487252
S100A13,5.0315266
S100A1,3.4394224
AL162258.2,0.032579392
CHTOP,0.75592
SNAPIN,0.43200725
ILF2,2.2570858
NPR1,0.5228155
INTS3,0.5842301
AL513523.4,9.03315e-05
AL513523.3,9.03315e-05
SLC27A3,0.24043289
GATAD2B,0.3577953
AL358472.5,0.014633741
DENND4B,0.16886458
CRTC2,0.12381719
SLC39A1,0.9467232
AL358472.4,0.041943554
AL358472.3,0.013459419
CREB3L4,0.2509403
JTB,2.8820477
AL358472.2,0.009695563
RAB13,2.4278212
RPS27,49.693714
NUP210L,0.0013850823
TPM3,4.152432
C1orf189,0.000120442
C1orf43,1.4632472
UBAP2L,0.72492564
HAX1,0.9643115
AQP10,9.03315e-05
ATP8B2,0.045737453
IL6R-AS1,0.006172653
IL6R,0.19803916
SHE,0.0033723766
AL162591.2,0.00027099453
TDRD10,0.0024389487
UBE2Q1,0.54536206
UBE2Q1-AS1,0.000120442
CHRNB2,0.00060221006
AL592078.1,0.00030110503
ADAR,1.3882246
KCNN3,0.103099
PMVK,0.9503358
AL451085.1,0.006503866
PBXIP1,0.19647156
PYGO2,0.16850314
AL451085.2,0.055071425
SHC1,0.27285886
CKS1B,3.7994537
FLAD1,0.47554234
LENEP,0.0008129834
ZBTB7B,0.19858046
DCST2,0.0074673984
DCST1,0.00066243106
DCST1-AS1,0.022040943
ADAM15,0.54581696
EFNA4,0.19469617
EFNA3,0.05338528
EFNA1,0.40976238
SLC50A1,0.76099545
DPM3,0.99443895
KRTCAP2,1.1353645
AL713999.1,0.0
TRIM46,0.050012957
MUC1,5.920473
AC234582.1,0.065067895
THBS3,0.1874407
MTX1,0.76744825
AC234582.2,0.00039143654
GBA,0.22200386
FAM189B,0.20960096
SCAMP3,0.3453591
CLK2,0.15778458
HCN3,0.030682467
PKLR,0.00063232053
FDPS,2.7252507
RUSC1-AS1,0.024961596
RUSC1,0.5141695
ASH1L,1.2405125
ASH1L-AS1,0.05410792
AL353807.2,0.00024088401
MSTO1,0.11779456
YY1AP1,0.3014038
DAP3,0.8084371
AL162734.1,3.01105e-05
GON4L,0.5471069
SYT11,0.16735749
RIT1,0.1703394
KHDC4,0.5449666
RXFP4,0.003101382
ARHGEF2,0.32720643
AL355388.2,0.0056005567
AL355388.1,9.03315e-05
SSR2,2.3849978
UBQLN4,0.23031494
LAMTOR2,1.3376015
RAB25,0.7750998
MEX3A,0.56340146
LMNA,2.793456
SEMA4A,0.071932994
SLC25A44,0.092800416
PMF1-BGLAP,0.00397459
PMF1,0.755848
BGLAP,0.00584144
PAQR6,0.018789038
SMG5,0.265964
TMEM79,0.0688617
GLMP,0.2636144
VHLL,0.0008129834
CCT3,3.167078
TSACC,0.019812798
RHBG,0.000722652
AL139130.1,3.01105e-05
C1orf61,0.001354972
AL139412.1,0.0087019205
MEF2D,0.117553726
AL365181.1,0.00078287296
IQGAP3,0.14811715
TTC24,0.0001505525
NAXE,1.5661287
GPATCH4,0.6989308
AL365181.4,0.00084309385
HAPLN2,0.0026497226
AL365181.2,0.0075577293
BCAN,0.0041552526
AL365181.3,0.012134541
AL590666.2,0.00054198905
NES,0.26702088
AL590666.3,0.001174309
CRABP2,2.7108653
AL590666.1,0.00024088401
ISG20L2,0.5071865
RRNAD1,0.14399274
MRPL24,0.6686645
HDGF,3.007484
PRCC,0.5162164
SH2D2A,0.03824007
NTRK1,0.00024088401
INSRR,0.000120442
PEAR1,0.00090331485
LRRC71,0.00048176805
ARHGEF11,0.10939316
ETV3L,3.01105e-05
ETV3,0.13465773
AL138900.3,3.01105e-05
AL138900.2,0.0
FCRL5,0.0001505525
FCRL4,3.01105e-05
FCRL3,0.00021077349
AL356276.1,6.0221e-05
FCRL2,0.0007527625
FCRL1,0.0
CD5L,9.03315e-05
KIRREL1,0.27725583
LINC01704,0.0001505525
CD1D,0.0012044196
AL138899.1,0.00024088401
CD1A,3.01105e-05
CD1C,3.01105e-05
CD1B,0.0
CD1E,0.0
OR10T2,0.0
OR10K2,0.0
OR10K1,0.0001505525
AL365440.2,0.0
OR6Y1,3.01105e-05
OR6P1,0.0
OR10Z1,0.0
SPTA1,0.00048176802
OR6K2,0.0
OR6K3,3.01105e-05
OR6N1,0.0
OR6K6,0.0
OR6N2,0.0
MNDA,0.00024088401
PYHIN1,0.001415193
IFI16,1.392179
AIM2,0.034446385
CADM3,0.009665461
CADM3-AS1,0.00054198905
ACKR1,0.0020776237
FCER1A,3.01105e-05
OR10J3,0.0
AL513323.1,0.0
OR10J1,6.0221e-05
AL663023.1,3.01105e-05
OR10J5,0.0
APCS,6.0221e-05
CRP,3.01105e-05
DUSP23,1.0300983
FCRL6,0.00090331485
SLAMF8,0.00027099453
AL590560.1,0.0037337046
SNHG28,3.01105e-05
VSIG8,0.007858832
AL590560.2,0.022582915
CFAP45,0.04399112
TAGLN2,4.0314937
IGSF9,0.2627122
SLAMF9,0.00078287296
LINC01133,0.23684867
KCNJ10,0.0018668497
PIGM,0.236698
AL121987.1,0.00021077349
KCNJ9,0.0006323206
IGSF8,0.37004888
ATP1A2,0.008762145
ATP1A4,0.00021077349
CASQ1,0.003402488
AL121987.2,0.0037337048
PEA15,1.0106537
DCAF8,0.33455056
AL139011.2,0.0011140881
AL139011.1,0.0028303864
PEX19,0.25599504
COPA,0.9337507
NCSTN,0.35897028
NHLH1,0.004095032
VANGL2,0.12273285
SLAMF6,0.000180663
AL138930.1,0.0
CD84,0.0010538672
SLAMF1,0.000120442
AL121985.1,0.004877906
CD48,0.0020174026
SLAMF7,0.00045165754
LY9,0.00021077349
CD244,6.0221e-05
ITLN1,0.012074305
AL354714.3,3.01105e-05
AL354714.1,0.0
ITLN2,0.00042154704
F11R,0.5655685
AL591806.3,0.000180663
TSTD1,2.2943602
USF1,0.07936993
ARHGAP30,0.023696987
NECTIN4,0.19520743
AL591806.1,0.001625966
KLHDC9,0.17569889
PFDN2,1.8394136
NIT1,0.21125619
DEDD,0.12773183
UFC1,1.6183381
AL590714.1,0.0033723777
USP21,0.07081881
PPOX,0.14393291
B4GALT3,0.25536644
ADAMTS4,0.012917417
NDUFS2,1.7066212
FCER1G,0.0026798332
APOA2,0.00033121553
TOMM40L,0.048627943
NR1I3,0.00249917
PCP4L1,0.0012646407
MPZ,0.007858828
SDHC,1.465383
CFAP126,0.03345271
AL592295.4,0.0042154733
AL592295.3,0.00048176805
AL831711.1,3.01105e-05
FCGR2A,0.0015055244
HSPA6,0.037818763
FCGR3A,0.00048176805
AL590385.1,0.0
FCGR3B,3.01105e-05
FCGR2B,0.000180663
AL451067.1,0.0
FCRLA,3.01105e-05
FCRLB,0.0047273547
DUSP12,0.2566311
AL359541.1,0.0021679546
ATF6,0.39458528
OLFML2B,0.011502215
AL590408.1,0.0
NOS1AP,0.12586455
AL512785.1,0.0010237568
C1orf226,0.07096939
SPATA46,0.000120442
SH2D1B,9.03315e-05
UHMK1,0.67369413
AL596325.1,0.0015356346
UAP1,0.27782798
DDR2,0.095359966
HSD17B7,0.16672651
CCDC190,0.021559149
RGS4,0.0021378442
RGS5,0.009605234
AL499616.1,6.0221e-05
RGS5-1,0.029839393
AL592435.1,0.0
NUF2,0.4529646
PBX1,1.8513952
AL357568.1,0.003161603
LMX1A,0.00033121553
AL390730.1,6.0221e-05
AL390730.2,0.0
RXRG,0.0068350835
AL157714.2,0.00042154704
LRRC52,0.0034024878
AL356441.1,0.0021077334
MGST3,2.592366
ALDH9A1,0.44919738
AL451074.6,0.00036132603
TMCO1,1.6610502
AL451074.2,0.0071964045
UCK2,0.2920396
AL358115.1,0.00033121553
FAM78B,0.001686187
AL626787.1,0.0
AL390115.1,9.03315e-05
AL583804.1,0.0
LINC01675,0.0010237567
POGK,0.38946822
TADA1,0.083224386
ILDR2,0.027611261
MAEL,0.0049080183
AL158837.1,0.0
GPA33,6.0221e-05
DUSP27,0.0016861871
LINC01363,0.0
AL451050.2,0.014814403
POU2F1,0.34222946
CD247,0.0019571814
AL359962.2,9.03315e-05
CREG1,0.7216396
AL031733.2,0.000120442
RCSD1,0.00096353574
MPZL1,0.52172816
ADCY10,0.0011140881
Z99943.1,0.0001505525
MPC2,1.3936774
DCAF6,0.5029393
GPR161,0.18659684
TIPRL,0.6760476
SFT2D2,1.0484693
