,Plasma.cell
LINC01582,0.0
AC022523.3,0.0
AC015722.2,0.0
LINC02351,0.0
FAM169B,0.0
AC118658.1,5.7714187e-05
IGF1R,0.006608275
AC069029.1,0.0
AC036108.1,0.000115428375
PGPEP1L,8.657129e-05
AC036108.4,0.0
SYNM,0.023893809
AC036108.2,0.00023085675
TTC23,0.0049634273
AC036108.3,0.0013851401
LRRC28,0.059473656
AC015660.2,0.00017314257
AC015660.3,0.0
AC015660.4,0.00014428547
AC015660.1,0.0
MEF2A,0.26045352
LYSMD4,0.013505154
AC090825.1,0.001702568
AC084855.1,2.8857094e-05
ADAMTS17,0.00066371297
AC084855.2,2.8857094e-05
AC022710.1,0.000115428375
SPATA41,0.0004039993
CERS3-AS1,0.0
CERS3,0.00017314257
AC027020.2,0.0079356935
AC027020.1,0.00014428547
LINS1,0.080076754
ASB7,0.02380728
AC087762.1,2.8857094e-05
AC015712.1,0.0004905705
AC015712.4,0.0
ALDH1A3,0.0023374243
AC015712.7,0.000115428375
AC015712.2,0.010821416
LRRK1,0.15455331
AC090907.1,2.8857094e-05
AC090907.2,0.00057714176
AC019254.2,2.8857094e-05
AC019254.1,5.7714187e-05
CHSY1,0.063282765
SELENOS,2.82067
SNRPA1,0.22747277
AC023024.1,0.00066371297
PCSK6,0.0011254263
PCSK6-AS1,0.000115428375
AC090164.3,0.0
AC090164.4,0.0
LINC02348,0.0
TM2D3,0.12679401
TARSL2,0.25384632
OR4F6,0.0
OR4F15,0.0
FAM138E,0.0
AC140725.1,0.0
WASIR2,0.00057714176
POLR3K,0.12416912
SNRNP25,0.19238415
RHBDF1,0.0037514272
MPG,0.44296524
NPRL3,0.05664587
Z69720.1,0.0024239952
Z69666.1,0.00057714176
HBZ,2.8857094e-05
HBM,0.0
HBA2,0.0003751422
HBA1,0.00014428547
HBQ1,0.00017314257
Z69706.1,0.0019045675
LUC7L,0.12763089
FAM234A,0.03872652
AC004754.1,0.00014428547
RGS11,0.00025971385
ARHGDIG,0.0
PDIA2,0.0036359942
AXIN1,0.025654148
MRPL28,0.1458971
TMEM8A,0.08994528
NME4,0.14485814
DECR2,0.009234254
AL023881.1,0.00014428547
RAB11FIP3,0.013245445
LINC00235,0.00075028423
CAPN15,0.04645987
Z97986.1,2.8857094e-05
PRR35,0.0
PIGQ,0.031194782
NHLRC4,0.008079979
RAB40C,0.021498675
WFIKKN1,0.00066371297
METTL26,0.2654171
MCRIP2,0.15455338
AL022341.1,0.0073008426
WDR90,0.010503979
AL022341.2,0.0043574283
RHOT2,0.07967274
RHBDL1,0.0037225701
Z92544.1,0.00023085675
STUB1,0.5214235
JMJD8,0.083250836
WDR24,0.027270176
FBXL16,0.019680649
Z97653.1,0.0
METRN,0.22299892
FAM173A,0.42562288
CCDC78,0.003953427
HAGHL,0.0455653
NARFL,0.052952286
MSLN,0.013447429
MSLNL,0.0
RPUSD1,0.058030974
CHTF18,0.015496305
GNG13,0.0
PRR25,5.7714187e-05
AL031008.1,2.8857094e-05
LMF1,0.08870506
AL031716.1,0.0
LMF1-AS1,2.8857094e-05
AC009041.2,0.0015294255
SOX8,0.00014428547
AC009041.1,0.00043285635
SSTR5,0.0
C1QTNF8,0.0
AL031598.1,0.0
AC120498.8,0.0
CACNA1H,0.00028857094
AC120498.3,0.0
AC120498.1,0.0
AC120498.6,2.8857094e-05
TPSG1,0.0
AC120498.10,0.0
TPSB2,0.006492843
TPSAB1,0.005973415
TPSD1,8.657129e-05
AC120498.4,0.0
AC120498.9,0.0007214272
UBE2I,0.4227392
AL031714.1,0.0053674257
BAIAP3,0.0040111416
TSR3,0.22138263
GNPTG,0.13438305
AL031709.1,0.00031742803
UNKL,0.09075335
AL032819.1,2.8857094e-05
C16orf91,0.06989068
AL032819.3,0.0
CCDC154,0.0011831404
CLCN7,0.048104603
AL031600.3,0.0009811409
AL031600.1,5.7714187e-05
PTX4,2.8857094e-05
TELO2,0.029723058
IFT140,0.007502838
AL031705.1,0.00028857094
TMEM204,0.004386285
AL133297.2,0.0
CRAMP1,0.01624661
Z97652.1,0.0
AL031708.1,0.00617542
JPT2,0.037427984
MAPK8IP3,0.038524535
AL031710.1,0.00031742803
AL031717.1,0.00063485594
NME3,0.3277737
MRPS34,0.58756405
EME2,0.023172406
SPSB3,0.15781385
NUBP2,0.16488376
IGFALS,0.00023085675
HAGH,0.3486075
FAHD1,0.028135886
MEIOB,5.7714187e-05
LINC02124,0.0
HS3ST6,2.8857094e-05
MSRB1,0.055664808
RPL3L,2.8857094e-05
NDUFB10,0.9367989
RPS2,12.807887
SNHG9,0.19088294
RNF151,8.657129e-05
AC005363.2,0.0030877113
TBL3,0.048768315
NOXO1,0.0007214272
GFER,0.18043688
AC005606.2,2.8857094e-05
SYNGR3,0.008195406
AC005606.1,2.8857094e-05
ZNF598,0.047008153
NPW,0.00989797
SLC9A3R2,0.012985727
NTHL1,0.090205155
TSC2,0.09966965
PKD1,0.038409106
AC009065.6,5.7714187e-05
AC009065.3,0.00031742803
RAB26,0.017054623
SNHG19,0.044295654
TRAF7,0.07107372
CASKIN1,0.00017314257
MLST8,0.05947374
BRICD5,0.005482852
AC009065.7,2.8857094e-05
PGP,0.24573831
E4F1,0.040226996
AC009065.1,8.657129e-05
DNASE1L2,0.0011254263
ECI1,0.3122501
AC009065.8,0.0015582824
RNPS1,0.2656486
AC009065.4,0.0035205693
ABCA3,0.004011142
CCNF,0.017833726
AC106820.3,0.0008079984
AC106820.5,0.00023085675
TEDC2,0.007098842
AC106820.2,0.00057714176
NTN3,2.8857094e-05
TBC1D24,0.017920354
AC093525.2,0.0
ATP6V0C,0.008657116
AC093525.1,0.0
AMDHD2,0.050557345
CEMP1,0.000115428375
PDPK1,0.12985294
AC093525.6,0.006752558
AC093525.7,0.006377417
AC093525.4,0.008224263
AC093525.3,0.00023085675
AC141586.3,0.0015005684
AC141586.2,0.0010677121
KCTD5,0.042824037
PRSS27,0.0022797093
SRRM2-AS1,0.003751427
SRRM2,1.4709415
ELOB,1.4074368
AC092117.1,0.0020199958
PRSS33,0.0
PRSS41,0.0
PRSS21,0.03226243
ZG16B,0.0020777099
PRSS22,0.0008945697
AC003965.2,0.0
AC003965.1,0.00028857094
FLYWCH2,0.06631253
FLYWCH1,0.024586419
AC004034.1,0.000115428375
KREMEN2,0.0010677121
PKMYT1,0.01838202
PAQR4,0.016015753
AC004233.4,0.00060599885
AC004233.2,8.657129e-05
AC004233.3,0.0008368555
CLDN9,0.00089456973
CLDN6,0.00049057056
TNFRSF12A,0.016881477
HCFC1R1,0.06550457
THOC6,0.055953387
BICDL2,0.0019045675
AC108134.1,0.0
MMP25,0.0016448537
MMP25-AS1,0.03047332
IL32,0.6733516
AC108134.3,0.0039245696
ZSCAN10,0.0
ZNF213-AS1,0.020863809
ZNF205,0.007069985
ZNF213,0.012235431
AC108134.2,0.013014565
AJ003147.1,8.657129e-05
AJ003147.2,0.0
OR1F1,0.0
ZNF200,0.019420931
MEFV,0.0008079984
LINC00921,0.00845512
ZNF263,0.027327886
TIGD7,0.010042265
ZNF75A,0.09652433
AC004232.2,0.00057714176
OR2C1,2.8857094e-05
AC025283.3,0.0
MTRNR2L4,0.00046171344
ZSCAN32,0.02187382
AC025283.2,0.0015582824
ZNF174,0.016996909
ZNF597,0.00522314
NAA60,0.06489861
C16orf90,2.8857094e-05
CLUAP1,0.036244843
NLRC3,0.027616413
AC004494.1,0.003664855
AC006111.1,2.8857094e-05
SLX4,0.01592918
DNASE1,0.050470762
TRAP1,0.07952869
AC006111.3,2.8857094e-05
CREBBP,0.13331555
ADCY9,0.0031454258
AC005736.3,0.0
AC009171.2,8.657129e-05
SRL,0.0
LINC01569,0.010561696
TFAP4,0.023605274
GLIS2,0.0021931382
GLIS2-AS1,0.00043285635
PAM16,0.013966877
CORO7-PAM16,5.7714187e-05
CORO7,0.061320506
VASN,0.0016159967
DNAJA3,0.07626787
NMRAL1,0.088819936
HMOX2,0.14205903
CDIP1,0.054337375
C16orf96,0.00020199966
AC023830.2,8.657129e-05
UBALD1,0.047354367
MGRN1,0.08824288
AC023830.1,8.657129e-05
NUDT16L1,0.10760506
ANKS3,0.04859512
C16orf71,0.0013274258
ZNF500,0.024730708
SEPT12,2.8857094e-05
SMIM22,0.011831425
AC020663.2,2.8857094e-05
ROGDI,0.029665334
GLYR1,0.14032747
UBN1,0.16733667
PPL,0.003895712
SEC14L5,0.0
NAGPA-AS1,0.00028857094
NAGPA,0.028424462
ALG1,0.086655766
C16orf89,0.00017314257
EEF2KMT,0.059877697
AC026458.2,2.8857094e-05
LINC02164,0.0
RBFOX1,0.00031742803
LINC01570,0.0
AC005774.1,0.0
AC093515.1,0.0
LINC02152,0.0
AC018767.3,0.0
AC074052.2,0.0
TMEM114,0.0
METTL22,0.024384417
ABAT,0.01186028
TMEM186,0.023460986
PMM2,0.22423996
AC012173.1,0.00028857094
AC022167.2,0.004674858
CARHSP1,0.261638
AC022167.1,0.0030877113
AC022167.4,0.00014428547
AC022167.5,5.7714187e-05
USP7,0.24190006
AC022167.3,0.012322005
AC087190.2,0.0
C16orf72,0.15348557
AC087190.1,0.0304445
LINC02177,0.0007214272
LINC01177,0.0
AC007221.1,0.0
AC007221.2,0.0
AC007218.1,0.0
GRIN2A,2.8857094e-05
AC007218.2,0.0
AC133565.1,0.0
ATF7IP2,0.121167414
AC131649.1,0.0
LINC01290,0.00020199966
EMP2,0.011744847
AC027277.1,0.00023085675
TEKT5,0.00043285635
AC007595.1,0.0
NUBP1,0.08417424
TVP23A,0.0022508525
AC133065.1,0.0005482847
CIITA,0.07517163
DEXI,0.0880409
CLEC16A,0.023432128
AC007014.1,0.0059734206
AC007220.1,0.0007791413
RMI2,0.010763702
SOCS1,0.22790796
TNP2,0.0
PRM3,0.0
PRM2,0.0
PRM1,0.0
AC009121.2,0.0006925701
AC009121.1,5.7714187e-05
AC099489.1,0.0013274258
AC099489.3,0.00017314257
LITAF,0.27476776
SNN,0.022104673
TXNDC11,0.92678297
AC007613.1,0.023518607
ZC3H7A,0.18548658
AC010654.1,0.007185412
BCAR4,0.000115428375
RSL1D1,0.35357258
AC007216.4,0.0022219953
GSPT1,0.36058447
AC007216.2,0.0026837103
NPIPB2,0.004415142
TNFRSF17,1.5153345
SNX29,0.1371819
AC007216.1,0.00046171344
AC007601.1,0.0004905705
AC007601.2,2.8857094e-05
AC007598.2,0.00014428547
AC010333.1,0.00034628515
AC010333.2,5.7714187e-05
AC010333.3,2.8857094e-05
CPPED1,0.022393243
AC109597.1,5.7714187e-05
AC109597.2,0.008801404
SHISA9,0.00034628515
AC009134.1,0.0
U91319.1,0.0
AC003009.1,0.0
U95743.1,0.0
ERCC4,0.08183705
AC010401.1,0.00092342676
AC010401.2,0.0
LINC02185,0.00014428547
LINC02186,0.0
MKL2,0.037976276
AC130650.2,0.0048768567
AC130650.1,0.0
MIR193BHG,0.034167036
LINC02130,0.0
AC040173.1,0.00014428547
PARN,0.07693154
BFAR,0.12679441
PLA2G10,5.7714187e-05
AC009167.1,0.0
NPIPA3,8.657129e-05
NPIPA2,0.00025971385
NOMO1,0.032002766
AC136443.3,2.8857094e-05
AC138932.2,2.8857094e-05
NPIPA1,0.008108836
PDXDC1,0.20695488
AC138932.5,0.00031742803
NTAN1,0.1014015
RRN3,0.040544406
AC126763.1,0.00028857094
NPIPA5,0.0020199958
MPV17L,0.008512833
AC140504.1,0.0
C16orf45,0.00380914
MARF1,0.09014734
AC026401.1,0.0003751422
NDE1,0.056386285
AC026401.3,0.008079983
MYH11,0.007271984
AF001548.2,0.00320314
AF001548.1,5.7714187e-05
FOPNL,0.06948668
AC130651.1,0.000115428375
ABCC1,0.039592173
ABCC6,0.001038855
AC136624.1,2.8857094e-05
NOMO3,0.028222457
AC136624.2,0.00028857094
AC138969.1,0.0022797093
NPIPA7,8.657129e-05
AC092326.1,0.0
XYLT1,0.026664147
AC109446.3,0.010850272
AC025277.1,0.0
AC010601.1,0.0
AC091489.1,0.0
NPIPA8,8.657129e-05
AC126755.2,2.8857094e-05
AC126755.4,0.0
AC126755.3,0.00034628515
NOMO2,0.011946853
AC136618.1,0.0
RPS15A,8.702208
AC138811.2,0.00014428547
ARL6IP1,0.14569533
AC138811.1,2.8857094e-05
SMG1,0.19881816
AC092287.1,0.0019045675
TMC7,0.00028857094
AC099518.4,0.00060599885
AC099518.2,0.0
COQ7,0.08206785
AC099518.1,0.00023085675
AC099518.6,5.7714187e-05
ITPRIPL2,0.102757625
AC099518.3,0.0
AC099518.5,0.011254275
SYT17,0.0051077115
CLEC19A,0.00023085675
AC130456.2,2.8857094e-05
TMC5,0.0018757103
AC130456.4,0.0
AC130456.3,0.0
AC130456.5,0.0015582824
GDE1,0.11845491
CCP110,0.056761384
VPS35L,0.05632845
AC002550.2,0.00075028423
KNOP1,0.08036569
AC002550.1,0.00034628515
IQCK,0.004097713
AC027130.1,0.0
GPRC5B,0.0012408546
GPR139,0.0
AC092132.1,0.0
GP2,0.0
UMOD,0.0
PDILT,0.0
AC106796.1,0.0
ACSM5,0.0005194276
AC137056.1,0.0
ACSM2A,5.7714187e-05
ACSM2B,0.0
AC141273.1,0.0
ACSM3,0.012639434
ACSM1,0.00025971385
THUMPD1,0.15562117
AC004381.1,0.000115428375
ERI2,0.012726009
REXO5,0.004068856
DCUN1D3,0.014428594
LYRM1,0.087838925
DNAH3,0.00025971385
AC008551.1,0.0014428542
TMEM159,0.020719524
AF001550.1,0.0
ZP2,0.0
ANKS4B,0.00014428547
CRYM,0.0003751422
NPIPB3,0.00057714176
AC005632.4,0.0
METTL9,0.32915905
IGSF6,0.05159636
OTOA,0.004097713
AC092375.2,0.00025971385
NPIPB4,0.016737193
AC092119.2,0.0059445635
UQCRC2,0.29317713
PDZD9,2.8857094e-05
AC092119.3,0.00017314257
MOSMO,0.060656786
AC009019.1,8.657129e-05
VWA3A,0.000115428375
SDR42E2,0.039938435
EEF2K,0.06455225
AC009034.1,0.0003751422
POLR3E,0.09014735
CDR2,0.08654051
AC092338.1,0.0004905705
AC092338.2,0.0011831404
NPIPB5,0.065389164
AC009021.2,0.0
AC009021.1,0.00043285635
AC130466.1,0.0
HS3ST2,0.000115428375
AC127459.2,0.0
USP31,0.014601737
SCNN1G,0.0
AC099482.1,0.0
SCNN1B,0.10798042
COG7,0.030617628
AC008915.2,0.0132742915
GGA2,0.1655473
EARS2,0.019247789
UBFD1,0.050845865
NDUFAB1,0.6986294
PALB2,0.019738361
AC008870.4,8.657129e-05
DCTN5,0.08244294
PLK1,0.030502029
AC008870.3,0.0
ERN2,0.000115428375
AC012317.1,0.0
CHP2,2.8857094e-05
PRKCB,0.20819707
LINC2194,5.7714187e-05
CACNG3,2.8857094e-05
AC008938.1,5.7714187e-05
RBBP6,0.37547454
TNRC6A,0.1761372
LINC01567,0.000115428375
AC008731.1,0.0027414241
SLC5A11,0.00017314257
ARHGAP17,0.028453307
LINC02175,0.0008657125
LCMT1,0.09739004
LCMT1-AS2,0.0008945697
AQP8,0.00017314257
ZKSCAN2,0.007358554
AC008741.1,5.7714187e-05
AC008741.2,0.0225664
LINC02191,0.0
HS3ST4,0.00020199966
AC009158.1,0.0
LINC02195,0.007300842
AC009035.1,0.0
C16orf82,0.0
LINC02129,2.8857094e-05
KDM8,0.00854169
AC109449.1,0.0004905705
NSMCE1,0.114270724
AC106739.1,0.0042419974
AC106739.2,0.0029722818
IL4R,0.06227284
IL21R,0.09499534
IL21R-AS1,0.0038379985
GTF3C1,0.08460714
KIAA0556,0.01258172
AC016597.1,5.7714187e-05
GSG1L,2.8857094e-05
XPO6,0.070323564
AC138904.3,0.0012985689
AC138904.1,0.000115428375
SBK1,0.004646
NPIPB6,0.0026837103
EIF3CL,0.0005194276
AC138894.2,0.0
AC138894.1,0.0006925701
NPIPB7,8.657129e-05
CLN3,0.0070122695
APOBR,0.010734837
IL27,0.0004905705
NUPR1,0.041236885
AC020765.2,0.0070699854
SGF29,0.044035964
SULT1A2,0.0011254263
SULT1A1,0.036937412
NPIPB8,0.000115428375
EIF3C,0.026664158
NPIPB9,0.00031742803
AC145285.2,0.0049922853
AC145285.3,0.0005194276
AC145285.6,0.0072719837
ATXN2L,0.13879812
AC133550.1,0.0007214272
TUFM,0.79194534
SH2B1,0.043978214
AC133550.2,0.010359692
ATP2A1,0.0012119976
ATP2A1-AS1,0.012264291
RABEP2,0.09003185
CD19,0.11539644
NFATC2IP,0.21844031
AC109460.2,0.0016448537
AC109460.1,0.0005194276
SPNS1,0.05956018
LAT,0.06106121
AC109460.4,5.7714187e-05
AC009093.2,0.009955693
AC009093.1,0.00017314257
AC009093.5,2.8857094e-05
AC009093.4,5.7714187e-05
AC009093.6,0.00028857094
NPIPB11,0.0024528524
BOLA2,0.0015871396
BOLA2-SMG1P6,0.012322004
SLX1B,0.00092342676
SULT1A4,0.0
AC133555.3,5.7714187e-05
NPIPB12,5.7714187e-05
SPN,0.10140179
QPRT,0.31426948
C16orf54,0.20008811
AC009133.3,0.007243127
ZG16,0.0007214272
KIF22,0.11724383
AC009133.4,0.0015582824
MAZ,0.2521445
AC009133.2,0.0004039993
AC009133.1,0.03861107
PRRT2,0.009465113
PAGR1,0.0058579934
AC120114.5,0.0
MVP,0.15426515
CDIPT,0.11917608
AC120114.3,0.00023085675
SEZ6L2,0.0022797096
ASPHD1,0.0012697118
KCTD13,0.020863816
AC120114.1,0.0009522838
TMEM219,0.42013967
TAOK2,0.034657676
HIRIP3,0.08328001
INO80E,0.06870749
DOC2A,0.00063485594
C16orf92,0.0
FAM57B,0.0005194276
AC093512.2,0.00028857094
ALDOA,0.037399095
AC093512.1,0.0031454256
PPP4C,0.2273571
TBX6,0.0036071413
YPEL3,0.4907793
AC012645.1,0.003376283
GDPD3,0.0019334246
AC012645.2,0.00020199966
AC012645.4,0.00092342676
MAPK3,0.0356677
CORO1A,0.6968127
AC012645.3,0.023056978
BOLA2B,0.026664158
SLX1A,0.0020199958
SULT1A3,0.00738741
AC106782.1,0.00017314257
NPIPB13,0.0008079984
CD2BP2,0.22894342
AC106782.2,0.0076471223
TBC1D10B,0.062388144
AC106782.6,0.00031742803
MYLPF,0.008166549
ZNF48,0.017400917
SEPT1,0.20121339
ZNF771,0.019565219
DCTPP1,0.099006556
SEPHS2,0.13106489
ITGAL,0.14078991
AC116348.3,2.8857094e-05
AC116348.1,5.7714187e-05
AC116348.2,0.00023085675
ZNF768,0.013101153
AC002310.5,0.0
ZNF747,0.02545215
AC002310.1,0.012148861
ZNF764,0.016708331
ZNF688,0.11891645
AC002310.2,0.0024239952
ZNF785,0.025625288
AC093249.2,0.00025971385
ZNF689,0.025711859
PRR14,0.055520445
FBRS,0.08039408
AC093249.6,0.006348561
SRCAP,0.012812579
AC106886.5,0.0023374236
PHKG2,0.07632551
CCDC189,0.03584081
RNF40,0.058319487
ZNF629,0.005136569
AC106886.3,0.00025971385
BCL7C,0.11894552
MIR762HG,0.01670833
CTF1,0.0026837103
FBXL19-AS1,0.003664855
FBXL19,0.008887974
ORAI3,0.08247171
AC135048.3,0.00017314257
SETD1A,0.027501028
HSD3B7,0.022883829
STX1B,0.0020199958
STX4,0.09392735
AC135050.3,0.0018757102
AC135050.1,0.0018757103
ZNF668,0.013534014
AC135050.4,2.8857094e-05
ZNF646,0.01916122
PRSS53,0.0008079984
AC135050.2,0.0
VKORC1,0.5529359
BCKDK,0.18268764
KAT8,0.06481204
AC009088.3,2.8857094e-05
PRSS8,0.0023085668
PRSS36,0.0021931382
FUS,0.59264237
AC009088.2,5.7714187e-05
AC009088.1,0.0017602821
PYCARD,0.37420234
PYCARD-AS1,0.008224262
TRIM72,0.0004905705
PYDC1,0.00017314257
ITGAM,0.021671776
ITGAX,0.029694075
ITGAD,0.00043285635
COX6A2,0.00028857094
AC026471.5,5.7714187e-05
ZNF843,0.0021354242
AC026471.4,0.003347426
AC026471.1,0.01321658
ARMC5,0.0169392
TGFB1I1,0.002712567
SLC5A2,0.0012119976
AC026471.3,0.00028857094
C16orf58,0.09210946
AC026471.2,0.006088848
AHSP,0.00040399932
LINC02190,0.0
AC074050.2,0.0
AC074050.4,0.0009811409
AC074050.3,0.0
ZNF720,0.0986599
ZNF267,0.05921407
IGHV1OR16-1,0.0008079984
IGHV1OR16-3,0.000115428375
IGHV3OR16-9,0.0014717113
AC133485.3,0.0
TP53TG3D,0.00020199966
AC133485.2,0.0
AC138915.3,0.0
TP53TG3,0.0
AC137761.1,0.0
IGHV2OR16-5,0.0
AC142086.1,0.0
IGHV3OR16-15,0.00023085675
IGHV3OR16-6,0.000317428
IGHV1OR16-2,0.0
IGHV3OR16-10,0.00020199966
AC142086.4,2.8857094e-05
IGHV1OR16-4,0.00017314257
IGHV3OR16-8,0.00017314257
AC145350.2,2.8857094e-05
AC138869.3,0.0
TP53TG3E,0.0
TP53TG3F,0.0
AC136944.1,0.000115428375
AC136944.2,0.0035494268
AC136944.4,0.0
IGHV3OR16-12,0.00014428547
IGHV3OR16-13,0.003001139
AC136428.1,0.00020199966
IGHV3OR16-11,0.00028857094
IGHV3OR16-7,0.00020199966
AC133561.2,0.0
LINC00273,0.0
LINC02184,0.0
AC135776.1,0.0
AC023824.5,0.0
AC023824.1,0.0
AC023824.4,0.0
AC023824.3,0.0
LINC01566,0.0
AC018558.2,0.0
AC018558.1,0.0
AC092325.1,0.0
LINC02167,0.0
AC106785.2,0.0
SHCBP1,0.09349629
AC092368.3,0.00063485594
VPS35,0.21520813
ORC6,0.05093271
MYLK3,0.0012408546
C16orf87,0.10887474
GPT2,0.037225958
DNAJA2,0.21644907
AC018845.3,0.0014139971
AC018845.1,0.0
NETO2,0.03226248
ITFG1-AS1,0.00017314257
ITFG1,0.2489979
AC007494.2,0.00034628515
AC007533.1,0.00034628515
PHKB,0.22291236
LINC02133,0.00014428547
LINC02192,0.0
LINC02134,0.0
ABCC12,0.0
ABCC11,8.657129e-05
LONP2,0.1714624
SIAH1,0.041525487
N4BP1,0.21261117
AC026470.2,0.0
AC023813.1,0.0
AC007611.1,0.00025971385
AC023813.3,0.00017314257
AC023813.4,0.0
CBLN1,0.00014428547
AC007614.1,0.0021354242
C16orf78,5.7714187e-05
AC007861.1,0.0
AC007861.2,5.7714187e-05
LINC02179,2.8857094e-05
ZNF423,0.00028857094
AC007603.1,0.0
CNEP1R1,0.032839663
AC007610.1,0.00014428547
HEATR3,0.028886171
AC007610.2,0.0
TENT4B,0.07375735
ADCY7,0.068130404
BRD7,0.27012095
AC007493.2,0.0
LINC02178,2.8857094e-05
AC007493.1,0.0
NKD1,0.0015005684
AC007608.2,0.0
AC007608.1,8.657129e-05
AC007608.3,0.00031742803
SNX20,0.054828003
NOD2,0.021873813
AC007728.2,0.012206574
CYLD,0.30059236
AC007728.1,0.00031742803
LINC02168,2.8857094e-05
LINC02128,2.8857094e-05
AC025810.1,0.0
LINC02127,0.0
AC027688.2,0.0
SALL1,2.8857094e-05
AC087564.1,0.0
AC007344.1,0.0
HNRNPA1P48,0.021065814
LINC01571,0.0
AC009039.1,0.0
LINC00919,0.0
LINC02180,0.0
AC007333.2,0.0
AC007333.1,0.0
TOX3,0.0
CASC16,0.0
AC026462.3,0.0
AC026462.4,0.0
AC007906.2,0.003203139
CHD9,0.41180068
AC007342.4,2.8857094e-05
AC007342.5,5.7714187e-05
RBL2,0.120965466
AKTIP,0.044122532
RPGRIP1L,0.009061116
FTO,0.05251945
AC007496.2,0.0010677121
AC007496.1,2.8857094e-05
AC007347.1,0.0
LINC02169,0.0
IRX3,0.0020777099
AC018553.2,0.0
AC018553.1,0.0
LINC02140,0.0
LINC02183,0.0
AC007491.1,0.0
CRNDE,0.022075793
IRX5,0.00017314257
AC106738.1,0.0
AC106738.2,0.0
AC109462.1,0.0
AC109462.3,0.0
IRX6,2.8857094e-05
AC109462.2,0.0
MMP2,0.014515151
AC007336.2,0.00031742803
MMP2-AS1,0.0017891392
LPCAT2,0.017400889
AC007336.1,0.0018468533
CAPNS2,0.00014428547
SLC6A2,0.0
CES1,0.001673711
CES5A,0.0
AC007495.1,5.7714187e-05
AC007495.2,0.0
AC079411.1,2.8857094e-05
GNAO1,0.0027991387
DKFZP434H168,2.8857094e-05
AC009102.2,0.0
AMFR,0.06798611
AC092140.1,0.006435133
NUDT21,0.14384831
OGFOD1,0.055433907
AC092140.2,0.000115428375
BBS2,0.012408574
MT4,0.0
MT3,0.0018757104
MT2A,0.74925804
AC026461.3,0.00020199966
MT1E,0.11785062
MT1M,0.013101142
MT1A,0.0019045677
MT1B,0.0
MT1F,0.06074351
MT1G,0.055578448
MT1H,0.01722773
AC026461.4,8.657129e-05
MT1X,0.28798735
AC106779.1,0.00023085675
NUP93,0.033012766
SLC12A3,0.0046171425
HERPUD1,8.886958
CETP,0.00043285635
NLRC5,0.087377466
AC023825.2,0.00020199966
AC009090.2,0.0
CPNE2,0.011600559
FAM192A,0.14702219
RSPRY1,0.073670655
ARL2BP,0.15798703
AC009090.3,5.7714187e-05
PLLP,0.005280854
CCL22,0.0029434238
CX3CL1,0.0016159967
CCL17,0.0018179966
CIAPIN1,0.047816094
COQ9,0.06484093
POLR2C,0.108874865
DOK4,0.003751427
CCDC102A,0.058232855
ADGRG5,0.120417155
ADGRG1,0.016217738
AC018552.3,0.0
ADGRG3,0.0010965694
AC018552.2,0.0
DRC7,2.8857094e-05
KATNB1,0.033445656
KIFC3,0.0066948477
AC092118.2,0.0008368555
AC092118.1,0.00014428547
CNGB1,0.0004039993
TEPP,0.0008368555
ZNF319,0.008570547
USB1,0.053673804
MMP15,0.0014717113
CFAP20,0.06374435
AC026771.1,2.8857094e-05
AC009107.2,0.00043285635
CSNK2A2,0.11854147
CCDC113,0.0008657125
PRSS54,5.7714187e-05
GINS3,0.0065794187
AC009118.1,2.8857094e-05
AC009118.2,0.0019911388
LINC02137,5.7714187e-05
NDRG4,0.00031742803
SETD6,0.021902686
CNOT1,0.19584574
AC009118.3,0.004732572
SLC38A7,0.015323168
GOT2,0.072516575
AC092378.1,0.0
AC092378.2,0.0
LINC02141,0.000115428375
AC018554.3,0.0
AC018554.1,0.0
AC009081.1,0.0
CDH8,8.657129e-05
AC012174.1,0.0
AC009110.1,0.0
AC138305.1,0.0
AC138305.2,0.0
AC092337.1,0.0003751422
AC093536.2,2.8857094e-05
AC012322.1,0.0
AC092131.1,0.0
CDH11,0.003231996
LINC02126,2.8857094e-05
AC009055.2,0.0
AC009055.1,0.0
LINC00922,0.0
AC092138.2,0.0
AC092138.1,0.0
AC022164.1,0.0
CDH5,0.00072142726
LINC00920,0.0024817095
BEAN1,0.00028857094
BEAN1-AS1,8.657129e-05
AC010542.3,0.0
TK2,0.07996118
AC010542.2,0.0052808546
AC010542.4,0.0020199958
CKLF,0.35042834
CKLF-CMTM1,0.00031742803
AC010542.5,0.00023085675
CMTM1,0.00017314257
CMTM2,0.00046171344
AC010542.1,0.0
CMTM3,0.03941897
CMTM4,0.005049999
DYNC1LI2,0.18883358
AC018557.1,0.0024528524
AC018557.2,0.0
AC044802.1,0.0004905705
TERB1,0.00023085675
NAE1,0.12708285
AC044802.2,0.0011831404
CA7,2.8857094e-05
PDP2,0.014342028
CDH16,8.657129e-05
RRAD,0.009840266
FAM96B,0.45929897
CES2,0.0576847
CES3,0.0014717113
CES4A,0.012783719
CBFB,0.094533496
C16orf70,0.015871465
B3GNT9,0.020373236
TRADD,0.32076252
FBXL8,0.049460754
AC074143.1,5.7714187e-05
HSF4,0.010475123
NOL3,0.054597043
KIAA0895L,0.012639435
EXOC3L1,0.0006925702
E2F4,0.10180517
ELMO3,0.004646001
LRRC29,0.0064928466
TMEM208,1.1533939
FHOD1,0.03243564
SLC9A5,0.0004905705
PLEKHG4,0.0024239952
