,Endothelial.cell
PGM1,0.15552513
ROR1,0.0588657
ROR1-AS1,0.0007914662
AL445205.1,0.000692533
UBE2U,0.0004946664
CACHD1,0.32548574
RAVER2,0.119710736
JAK1,3.0709648
AL357078.3,0.0026711987
AL357078.1,0.0018797325
AK4,0.06401033
DNAJC6,0.0046498645
AL139294.1,0.0
LEPROT,2.5601552
LEPR,0.6896677
AL513493.1,9.893328e-05
PDE4B,0.4462786
AL590783.1,0.0
SGIP1,0.079641916
AL139147.1,0.0034626648
TCTEX1D1,0.097153515
INSL5,9.893328e-05
WDR78,0.023645055
AL592161.1,9.893328e-05
MIER1,0.8036392
SLC35D1,0.05827218
C1orf141,0.0
IL23R,9.893328e-05
IL12RB2,0.0008903995
SERBP1,4.655599
LINC01702,0.0
GADD45A,0.7540752
GNG12,0.5153343
GNG12-AS1,0.022853587
DIRAS3,0.008310396
WLS,0.4627974
RPE65,0.0
DEPDC1,0.039672315
AL138789.1,0.0
DEPDC1-AS1,0.0
AL035412.1,0.00029679984
AL033530.1,0.0007914662
AL691520.1,0.0
LINC01707,0.0
LINC01758,0.0
LRRC7,0.013257059
AL158840.1,0.0
LRRC40,0.15136994
SRSF11,1.9815705
AL353771.1,0.0003957331
ANKRD13C,0.17897281
HHLA3,0.0716284
AL158839.1,9.893328e-05
CTH,0.019786658
AL354872.2,0.0016818658
LINC01788,9.893328e-05
AL513285.1,0.0
PTGER3,0.010289061
AL031429.1,0.0
ZRANB2-AS1,0.0007914662
ZRANB2,1.330811
NEGR1,0.004254131
AL354949.1,0.0
AL583808.1,0.00019786655
AL583808.2,0.0
LINC01360,0.0
LINC02238,0.0
LRRIQ3,0.009299729
FPGT,0.07964213
FPGT-TNNI3K,0.005935997
TNNI3K,0.0003957331
AC093158.1,0.0
AC105271.1,0.00019786655
LRRC53,0.0
ERICH3,0.0004946664
ERICH3-AS1,0.0
AC135803.1,0.0015829324
CRYZ,0.08933774
TYW3,0.36090177
AC133865.1,0.0
AC099786.3,0.0
AC099786.1,0.0
LHX8,0.0
AC099786.2,0.0
SLC44A5,0.008706129
AL357314.1,0.0
ACADM,0.45369425
RABGGTB,0.3803892
MSH4,0.0004946664
ASB17,0.0
AC092813.1,0.0
AC092813.2,0.0
ST6GALNAC3,0.27780357
AC104458.1,0.007123196
LINC02567,0.0
ST6GALNAC5,0.0052434644
AL035409.1,0.0
PIGK,0.2710766
AK5,0.0030669319
AC095030.1,0.0
AC118549.1,0.30105114
USP33,0.5985393
MIGA1,0.39859128
NEXN-AS1,0.0018797325
NEXN,0.04926899
FUBP1,0.6311888
DNAJB4,0.5988401
GIPC2,0.17758754
AC103591.3,0.032648038
PTGFR,0.0024733322
IFI44L,1.3214349
IFI44,0.78473794
ADGRL4,7.2421174
AL353651.2,0.0
AL353651.1,0.0
AL353651.3,0.0007914662
AC099671.1,0.0
AC098657.2,0.0
AL606519.1,0.0
AL136234.1,0.0
LINC01781,0.0
AC093154.1,0.0
ADGRL2,0.9836857
AC117944.1,0.0010882661
AC093580.1,0.0
LINC01362,0.0
LINC01361,0.0
LINC01712,0.0
LINC01725,0.0048477305
AL035706.1,0.0004946664
TTLL7,0.018104792
AC104454.2,0.0
AL359504.2,0.010981595
PRKACB,0.28680643
SAMD13,0.01899519
DNASE2B,0.00029679984
AL844170.1,0.0
RPF1,0.31579134
GNG5,3.2600403
SPATA1,0.024931187
CTBS,0.3574382
AL359762.2,0.00029679984
LINC01555,0.0
SSX2IP,0.05896469
AC104169.1,0.0
LPAR3,0.012069861
MCOLN2,0.0031658649
WDR63,0.0015829324
MCOLN3,0.016719725
SYDE2,0.0056391973
C1orf52,0.30401906
BCL10,0.56876
AL078459.1,0.005738131
DDAH1,0.15859213
AL360219.1,0.011575194
AC092807.3,0.0060349307
AC092807.2,0.0011871994
CYR61,1.7730435
AC092807.1,0.00019786655
ZNHIT6,0.3669357
COL24A1,0.0040562646
AL136382.1,0.0095965285
ODF2L,1.3799859
CLCA2,9.893328e-05
CLCA1,0.0
CLCA4,0.0
AL356270.1,0.00019786655
AL049597.2,0.02255679
SH3GLB1,2.5293827
AL355981.1,0.00019786655
SELENOF,1.4576358
HS2ST1,0.3517998
AL121989.1,0.000692533
AC093155.3,9.893328e-05
LINC01140,0.0012861326
AC099062.1,9.893328e-05
LMO4,0.6418734
LINC01364,9.893328e-05
PKN2-AS1,0.0034626648
PKN2,1.0483825
GTF2B,0.21478724
KYAT3,0.15305182
RBMXL1,0.14958908
GBP3,0.30827323
GBP1,0.75129706
GBP2,0.5154345
GBP7,0.019193057
GBP4,1.2827448
AC099063.4,0.009893329
GBP5,0.03076828
AC099063.1,0.0
GBP6,0.0003957331
LRRC8B,0.13751899
LRRC8C-DT,0.07291455
LRRC8C,0.74615425
AC093423.3,0.0
AC099568.2,0.004550931
LRRC8D,0.08152188
AL391497.1,0.00029679984
ZNF326,0.65552676
AC092783.1,0.0
BARHL2,0.0
LINC01763,9.893328e-05
AC091614.1,0.0
ZNF644,0.68184495
HFM1,0.004254131
CDC7,0.047290396
TGFBR3,1.1392915
BRDT,0.00029679984
EPHX4,0.1415753
SETSIP,0.00029679984
BTBD8,0.064010404
AC104836.1,0.0014839992
C1orf146,0.0
GLMN,0.10605775
RPAP2,0.45587206
GFI1,0.0008903995
EVI5,0.3981973
RPL5,15.193315
FAM69A,0.012465593
MTF2,0.61130303
TMED5,0.36891413
CCDC18,0.06361457
DR1,0.5008883
FNBP1L,0.8299574
BCAR3,0.15631665
AL109613.1,0.000692533
DNTTIP2,0.6327717
GCLM,0.3049097
ABCA4,0.016027194
AC093579.1,0.0
ARHGAP29,4.393341
AC097059.1,0.0019786656
AC097059.2,0.00019786655
ABCD3,0.2941268
F3,0.028690653
AC093117.1,0.0
SLC44A3,0.0065295966
CNN3,2.3932445
AC105942.1,0.022457855
ALG14,0.12851599
AC095033.1,0.0003957331
TMEM56,0.004451998
TMEM56-RWDD3,0.0028690654
AC092802.1,0.0009893328
RWDD3,0.032746986
AC092802.2,9.893328e-05
LINC01760,0.0
AL445218.1,0.0
LINC01761,0.0
AL356479.1,0.0
AL683887.1,0.0
AC099566.1,0.0
LINC01787,0.0
PTBP2,0.39888957
DPYD,0.13128605
DPYD-AS1,0.00029679984
DPYD-AS2,0.0
MIR137HG,0.0
BX005019.1,0.0
LINC01776,0.0
SNX7,0.24634553
PLPPR5,9.893328e-05
AL445433.2,9.893328e-05
PLPPR4,0.010486929
LINC01708,0.0011871994
PALMD,4.238619
FRRS1,0.015532525
AGL,0.18738227
AC118553.1,0.004451998
SLC35A3,0.34368768
AC118553.2,0.016620792
MFSD14A,0.014938927
AC093019.2,9.893328e-05
SASS6,0.083203755
TRMT13,0.24901646
LRRC39,0.0024733322
DBT,0.20073843
RTCA-AS1,0.0066285296
RTCA,0.31559363
AC104457.2,0.0
CDC14A,0.20054053
AL589990.1,0.0
GPR88,0.00029679984
LINC01349,0.0
VCAM1,0.515439
EXTL2,0.24159722
AC104506.1,0.0572828
SLC30A7,0.55975664
DPH5,0.15067738
AC093157.2,0.004451998
AC093157.1,0.122876674
AL109741.1,0.0785538
S1PR1,1.5798967
LINC01307,0.0004946664
LINC01709,0.00029679984
OLFM3,0.0014839992
AC114485.1,0.0
AC099567.1,0.0
COL11A1,0.028393852
AC095032.2,0.0
RNPC3,0.21013728
AMY2B,0.010981595
AMY2A,0.0
AMY1A,9.893328e-05
AMY1B,0.0
AMY1C,0.0
LINC01676,0.0
LINC01677,0.0
AL355306.2,0.0003957331
PRMT6,0.06282317
NTNG1,0.0007914662
VAV3,0.21815087
VAV3-AS1,0.0003957331
AL390036.1,0.008903996
SLC25A24,0.4398443
AL359258.2,0.011674128
NBPF4,0.0
NBPF6,0.0
FAM102B,0.09369088
HENMT1,0.056986034
PRPF38B,1.2148721
FNDC7,0.0003957331
AL591719.2,0.0
STXBP3,0.4120453
AKNAD1,0.006727463
AL449266.1,0.009695461
SPATA42,0.00019786655
GPSM2,0.10635443
CLCC1,0.22270209
WDR47,0.10071524
TAF13,0.2743414
AL356488.3,0.02503012
TMEM167B,0.30471122
AL356488.2,0.0053423974
C1orf194,0.0024733322
KIAA1324,0.009299729
SARS,0.84470034
CELSR2,0.010585861
PSRC1,0.016027194
MYBPHL,0.0
SORT1,0.25168777
PSMA5,0.9228542
SYPL2,0.0010882661
ATXN7L2,0.015532525
CYB561D1,0.06519762
AMIGO1,0.0073210634
GPR61,0.00019786655
AL355310.3,0.0
GNAI3,1.0295885
GNAT2,0.0007914662
AMPD2,0.14632426
AL355310.2,0.0
GSTM4,0.034428872
GSTM2,0.017709058
GSTM1,0.0049466644
AC000032.1,0.0005935997
GSTM5,0.0025722652
AL158847.1,0.0
GSTM3,0.15008372
EPS8L3,0.00019786655
LINC01768,0.0
AL450468.1,9.893328e-05
AL450468.2,0.00029679984
CSF1,0.12762544
AHCYL1,0.8595389
STRIP1,0.18718441
AL160006.1,0.042145804
ALX3,0.0048477305
LINC01397,0.0
UBL4B,9.893328e-05
SLC6A17,0.012861327
AL355990.1,0.0
AL355990.2,9.893328e-05
LINC02586,0.005738131
KCNC4,0.42658943
RBM15-AS1,0.0028690654
RBM15,0.08884303
SLC16A4,0.060943402
AL355488.1,0.040068172
LAMTOR5,1.7661823
PROK1,0.0003957331
AL358215.1,0.0
AL358215.2,0.0
CYMP-AS1,0.0
KCNA10,0.0
KCNA2,0.00029679984
AL365361.1,0.011773061
KCNA3,0.0011871994
CD53,0.078454465
AL360270.1,0.0011871994
LRIF1,0.15582192
AL360270.3,0.001780799
DRAM2,0.31608775
CEPT1,0.2284403
AL355816.1,0.00029679984
AL355816.2,0.0038583982
DENND2D,0.03502247
CHI3L2,0.0015829324
CHIA,0.0
AL356387.1,0.0
PIFO,0.0053423974
OVGP1,0.015829325
WDR77,0.2570296
ATP5PB,1.1193094
C1orf162,0.03195548
TMIGD3,0.044718064
ADORA3,0.0074199964
RAP1A,1.0850816
LINC01160,0.0005935997
INKA2,0.0014839992
AL049557.1,9.893328e-05
DDX20,0.14019032
KCND3,0.009695461
KCND3-AS1,0.0
LINC01750,0.0011871994
AL445426.1,0.000692533
CTTNBP2NL,1.2229859
WNT2B,0.10101202
AL354760.1,0.0019786656
ST7L,0.16344
CAPZA1,0.91147906
MOV10,0.24802732
AL603832.1,0.0021765323
RHOC,3.7274084
AL603832.3,0.0
PPM1J,0.009101862
AL603832.2,0.00019786655
FAM19A3,0.0048477305
LINC01356,0.00019786655
AL390729.1,0.000692533
SLC16A1,0.18827261
SLC16A1-AS1,0.16007607
AL357055.3,0.0073210634
LRIG2,0.16343997
MAGI3,0.26553756
PHTF1,0.28769654
RSBN1,0.28828955
AL137856.1,0.0005935997
PTPN22,0.0048477305
AP4B1-AS1,0.0065295966
BCL2L15,0.0051445304
AP4B1,0.089535624
DCLRE1B,0.031361893
HIPK1-AS1,0.0065295966
HIPK1,0.43371198
OLFML3,0.0372979
SYT6,0.0018797325
AL121999.1,0.0
TRIM33,0.4980194
BCAS2,0.46873185
DENND2C,0.12614149
AMPD1,9.893328e-05
NRAS,0.41580608
CSDE1,2.3280516
SIKE1,0.40225202
SYCP1,0.0
TSPAN2,0.11723691
LINC01765,0.00019786655
AL512638.2,0.0
NGF,0.001780799
VANGL1,0.36456212
CASQ2,0.001385066
NHLH2,0.00019786655
LINC01649,0.0
SLC22A15,0.0007914662
AL365318.1,0.0
MAB21L3,0.00029679984
LINC01779,0.0
ATP1A1,2.4424386
LINC01762,0.0007914662
AL136376.1,0.0
AL390066.1,0.0030669319
CD58,0.29758927
IGSF3,0.02225999
C1orf137,0.0
CD2,0.015433593
AL157904.1,0.0014839992
PTGFRN,0.3392378
CD101,0.0033637316
AL445231.1,0.0004946664
TTF2,0.114763916
TRIM45,0.012168794
VTCN1,0.009794395
LINC01525,0.0
AL358072.1,0.0038583982
MAN1A2,0.90198034
AL157902.1,0.0
TENT5C,0.020380257
GDAP2,0.1509742
WDR3,0.19569279
SPAG17,0.0036605317
TBX15,0.008805063
AL139420.1,0.0004946664
AL139420.2,9.893328e-05
WARS2,0.09022815
WARS2-IT1,0.0007914662
AL359915.2,0.026415186
AL359915.1,0.0
LINC01780,9.893328e-05
HAO2,0.0
HSD3B2,0.0008903995
HSD3B1,9.893328e-05
ZNF697,0.035517167
PHGDH,0.026613051
HMGCS2,9.893328e-05
REG4,0.0
ADAM30,0.0
NOTCH2,0.02799812
AC245008.1,9.893328e-05
SEC22B,0.5226537
NBPF26,0.0038583982
PPIAL4A,0.0
LINC00623,0.013454926
FCGR1B,0.0026711987
AC244453.3,9.893328e-05
AC244453.2,9.893328e-05
AC244453.1,0.0
FAM72B,0.0049466644
SRGAP2C,0.38929337
SRGAP2-AS1,9.893328e-05
AC244021.1,0.0007914662
AC244021.2,0.0
AL592494.1,0.0
AL592494.3,0.00019786655
LINC01691,0.0
AC239859.3,0.0
AC239800.2,0.001385066
AC239800.3,0.073705986
AC239798.2,9.893328e-05
AC246680.1,0.0
HIST2H3PS2,9.893328e-05
FAM72C,0.003957331
IGKV1OR1-1,0.0003957331
AC245595.1,0.16116431
PPIAL4E,0.0
AC246785.3,0.00029679984
NBPF15,0.10229823
LINC01632,0.00029679984
FP700111.1,0.00029679984
SRGAP2B,0.33557594
FAM72D,0.0056391973
PPIAL4D,0.0
AC245014.3,0.009497595
AC245014.1,0.0005935997
NBPF20,0.028690653
GPR89A,0.057876445
PDZK1,0.0032647983
CD160,0.011080528
RNF115,0.9755785
POLR3C,0.10190247
NUDT17,0.020281322
PIAS3,0.18777801
ANKRD35,0.007123196
ITGA10,0.17531197
AC243547.1,9.893328e-05
PEX11B,0.12416286
RBM8A,1.788837
LIX1L-AS1,0.01869839
AC243547.3,0.0
LIX1L,0.4522109
ANKRD34A,0.0049466644
AC243547.2,0.0
POLR3GL,0.49010432
TXNIP,8.104166
HJV,0.0
LINC01719,0.0003957331
NBPF10,0.001780799
AC239799.1,0.0
NOTCH2NL,0.0048477305
AC239799.2,0.00029679984
AC243756.1,9.893328e-05
AC245407.2,0.0
NBPF12,0.03373633
AC244394.2,0.0
PRKAB2,0.13524354
AC242426.2,0.04946698
FMO5,0.031164028
CHD1L,0.14751148
LINC00624,0.008903996
BCL9,0.06935288
ACP6,0.039870296
AC241644.1,9.893328e-05
GJA5,0.7440767
AC241644.3,0.0004946664
AC241644.2,0.00029679984
GJA8,0.0
GPR89B,0.038386278
AC239803.2,0.002077599
AC239803.3,0.009497595
NBPF11,0.06025087
AC239809.3,0.0005935997
AC239803.1,0.0015829324
LINC01731,0.0
AC245100.6,0.0
AC245100.1,0.0
AC245100.7,0.00029679984
PPIAL4G,0.00029679984
NBPF14,0.00781573
NUDT4B,0.0032647983
PDE4DIP,0.11802885
AC239802.1,0.0
AC239802.2,0.0
AC239804.1,9.893328e-05
NBPF9,0.0441245
AC245297.3,0.085479215
AC245297.2,0.0010882661
NBPF19,0.009398662
FCGR1A,0.0077167964
HIST2H2BF,0.011871994
AC243772.2,0.0003957331
HIST2H3D,0.000692533
HIST2H4A,0.0019786656
HIST2H3C,0.0
HIST2H2AA3,0.0
AC239868.3,0.010684795
HIST2H2AA4,0.001385066
HIST2H3A,0.0
HIST2H4B,0.003759465
AC239868.2,0.014938927
HIST2H2BE,0.058964696
HIST2H2AC,0.12515202
HIST2H2AB,0.001385066
BOLA1,0.1599773
SV2A,0.022952523
SF3B4,0.32133105
MTMR11,0.035616077
OTUD7B,0.20766391
VPS45,0.21706277
PLEKHO1,1.128712
ANP32E,0.5358143
AC242988.1,0.0005935997
CA14,0.0003957331
APH1A,0.8851622
C1orf54,1.5994109
CIART,0.03007574
MRPS21,1.2876832
PRPF3,0.23605752
RPRD2,0.30589792
TARS2,0.11327999
ECM1,0.12673473
FALEC,0.0061338637
AL356356.1,0.0028690654
ADAMTSL4,0.03828733
MCL1,2.4270024
ENSA,1.1179279
GOLPH3L,0.18154508
HORMAD1,0.0007914662
CTSS,0.67818624
CTSK,0.08696304
ARNT,0.17600478
CTXND2,0.0
SETDB1,0.14642319
CERS2,0.6237702
AL590133.2,0.0004946664
AL590133.1,0.0003957331
ANXA9,0.0011871994
MINDY1,0.083698444
PRUNE1,0.07133159
BNIPL,0.00840933
C1orf56,0.25801894
CDC42SE1,0.6470192
MLLT11,0.06697844
GABPB2,0.12891167
SEMA6C,0.20993933
TNFAIP8L2,0.0021765323
SCNM1,0.22705519
LYSMD1,0.033736333
TMOD4,9.893328e-05
VPS72,0.25485325
PIP5K1A,0.23022096
PSMD4,0.9551035
AL391069.2,0.019094124
ZNF687,0.06173489
PI4KB,0.25772205
AL391069.4,0.0004946664
RFX5,0.16492403
AL391069.1,0.0003957331
AL391069.3,0.042244744
SELENBP1,0.07123255
PSMB4,1.2273383
POGZ,0.67690086
CGN,0.007123196
TUFT1,0.005935997
SNX27,0.32647565
AL391335.1,0.0003957331
AL589765.1,0.0
CELF3,0.0
RIIAD1,0.00019786655
AL589765.7,0.00019786655
MRPL9,0.51948833
OAZ3,0.07568466
AL589765.4,0.0014839992
AL589765.5,0.00029679984
TDRKH,0.011970927
TDRKH-AS1,0.0032647983
AL589765.6,0.00019786655
LINGO4,0.0
RORC,0.0021765323
C2CD4D,0.0015829324
AL450992.2,0.0
THEM5,0.0003957331
THEM4,0.18194087
S100A10,8.239565
AL450992.1,0.001385066
S100A11,7.4212494
TCHHL1,0.0
TCHH,0.011476262
AL589986.1,0.0
RPTN,0.0
FLG-AS1,0.004254131
AL589986.2,0.0003957331
HRNR,0.0003957331
FLG,0.001385066
FLG2,0.000692533
CRNN,0.0003957331
LCE5A,0.0
CRCT1,0.0
LCE3E,0.0
LCE3D,0.0
LCE3A,0.0
LINC00302,0.0
LCE2D,0.0
LCE2C,0.0
KPRP,0.0
LCE1F,0.0
LCE1E,0.0
LCE1D,0.0
LCE1B,0.0
LCE1A,0.0
LCE6A,0.0
SMCP,0.0
IVL,0.0
LINC01527,0.00019786655
SPRR5,0.0
SPRR4,0.0
SPRR1A,0.0
SPRR3,0.0
SPRR1B,9.893328e-05
SPRR2D,0.0
SPRR2A,9.893328e-05
SPRR2B,0.0
SPRR2E,0.0
SPRR2F,0.0018797325
SPRR2G,0.0
AL161636.1,0.0
LELP1,0.0
PRR9,0.0011871994
LOR,9.893328e-05
PGLYRP3,0.0
PGLYRP4,0.0
S100A9,0.111992784
S100A12,0.0025722652
S100A8,0.04392642
S100A7A,9.893328e-05
S100A7,0.0005935997
BX470102.1,0.0004946664
S100A6,11.469882
S100A5,0.0007914662
S100A4,0.5984439
S100A3,0.08201647
S100A2,0.08013645
S100A16,3.581778
S100A14,0.035121378
S100A13,2.3580184
S100A1,0.10813488
AL162258.2,0.017412258
CHTOP,0.52305126
SNAPIN,0.30906442
ILF2,1.3682035
NPR1,0.789293
INTS3,0.4520125
AL513523.4,9.893328e-05
AL513523.3,0.0012861326
SLC27A3,0.4864462
GATAD2B,0.4513193
AL358472.5,0.00722213
DENND4B,0.18540356
CRTC2,0.12990107
SLC39A1,0.88011837
AL358472.4,0.015829325
AL358472.3,0.0077167964
CREB3L4,0.0775645
JTB,1.4006538
AL358472.2,0.005540264
RAB13,4.517056
RPS27,32.481037
NUP210L,0.0034626648
TPM3,6.006564
C1orf189,9.893328e-05
C1orf43,1.102695
UBAP2L,0.49534768
HAX1,0.6218894
AQP10,0.00019786655
ATP8B2,0.2205254
IL6R-AS1,0.0009893328
IL6R,0.051148858
SHE,0.7904799
AL162591.2,0.000692533
TDRD10,0.06598909
UBE2Q1,0.5223577
UBE2Q1-AS1,0.0003957331
CHRNB2,0.000692533
AL592078.1,0.0003957331
ADAR,1.3630664
KCNN3,0.6095222
PMVK,0.30253533
AL451085.1,0.0038583982
PBXIP1,0.34883222
PYGO2,0.07281558
AL451085.2,0.025227986
SHC1,1.4787064
CKS1B,0.35526597
FLAD1,0.22359248
LENEP,0.0
ZBTB7B,0.0863697
DCST2,0.006727463
DCST1,0.0003957331
DCST1-AS1,0.009398662
ADAM15,2.7904832
EFNA4,0.08844734
EFNA3,0.02562372
EFNA1,1.3524872
SLC50A1,0.30332634
DPM3,0.8272838
KRTCAP2,1.0519433
AL713999.1,0.0
TRIM46,0.0141474595
MUC1,0.13910137
AC234582.1,0.0050455974
THBS3,0.06252635
MTX1,0.3132189
AC234582.2,0.00029679984
GBA,0.1990566
FAM189B,0.17936854
SCAMP3,0.38286245
CLK2,0.114467226
HCN3,0.01296026
PKLR,9.893328e-05
FDPS,2.1041558
RUSC1-AS1,0.023842921
RUSC1,0.21914037
ASH1L,1.1026866
ASH1L-AS1,0.028097052
AL353807.2,9.893328e-05
MSTO1,0.0744975
YY1AP1,0.19796829
DAP3,0.48001143
AL162734.1,0.0
GON4L,0.64929515
SYT11,0.4245116
RIT1,0.43984452
KHDC4,0.3681226
RXFP4,0.001780799
ARHGEF2,0.5020762
AL355388.2,0.0040562646
AL355388.1,0.0
SSR2,2.2899575
UBQLN4,0.1708601
LAMTOR2,1.177581
RAB25,0.013850659
MEX3A,0.14404866
LMNA,6.555731
SEMA4A,0.053523157
SLC25A44,0.13059361
PMF1-BGLAP,0.003561598
PMF1,0.47110733
BGLAP,0.005540264
PAQR6,0.009398662
SMG5,0.1608677
TMEM79,0.03522036
GLMP,0.24901667
VHLL,0.00029679984
CCT3,1.847992
TSACC,0.001780799
RHBG,0.0
AL139130.1,9.893328e-05
C1orf61,0.0025722652
AL139412.1,0.007123196
MEF2D,0.42678687
AL365181.1,0.0005935997
IQGAP3,0.018104792
TTC24,0.0
NAXE,0.3361698
GPATCH4,0.37396052
AL365181.4,0.00019786655
HAPLN2,0.000692533
AL365181.2,0.005540264
BCAN,0.001385066
AL365181.3,0.011871994
AL590666.2,0.000692533
NES,2.091414
AL590666.3,0.0005935997
CRABP2,0.07697062
AL590666.1,9.893328e-05
ISG20L2,0.2540618
RRNAD1,0.113378935
MRPL24,0.30688888
HDGF,0.8062089
PRCC,0.29936963
SH2D2A,0.012663459
NTRK1,0.0008903995
INSRR,0.0
PEAR1,0.32588163
LRRC71,0.0004946664
ARHGEF11,0.10160569
ETV3L,9.893328e-05
ETV3,0.19025134
AL138900.3,0.0
AL138900.2,0.0
FCRL5,0.0004946664
FCRL4,0.0
FCRL3,0.00029679984
AL356276.1,0.0
FCRL2,0.00019786655
FCRL1,0.0005935997
CD5L,0.0
KIRREL1,0.15592088
LINC01704,0.08983229
CD1D,0.069649644
AL138899.1,0.00029679984
CD1A,0.0
CD1C,0.0004946664
CD1B,0.000692533
CD1E,0.001780799
OR10T2,0.0
OR10K2,0.0
OR10K1,0.0005935997
AL365440.2,0.0
OR6Y1,0.0
OR6P1,0.0
OR10Z1,9.893328e-05
SPTA1,0.01236666
OR6K2,0.0
OR6K3,0.0
OR6N1,0.0
OR6K6,0.0
OR6N2,0.0
MNDA,0.015730392
PYHIN1,0.0021765323
IFI16,3.5547705
AIM2,0.03146082
CADM3,0.06282292
CADM3-AS1,0.20360707
ACKR1,8.582704
FCER1A,0.00722213
OR10J3,0.0
AL513323.1,0.0016818658
OR10J1,0.0003957331
AL663023.1,0.0
OR10J5,0.0
APCS,0.0
CRP,0.0019786656
DUSP23,2.328474
FCRL6,0.0031658649
SLAMF8,0.005935997
AL590560.1,0.0022754655
SNHG28,0.0
VSIG8,0.004550931
AL590560.2,0.0062327967
CFAP45,0.02047919
TAGLN2,4.646834
IGSF9,0.007024263
SLAMF9,0.0
LINC01133,0.00781573
KCNJ10,0.0007914662
PIGM,0.19005346
AL121987.1,9.893328e-05
KCNJ9,0.0
IGSF8,0.07687193
ATP1A2,0.0025722652
ATP1A4,9.893328e-05
CASQ1,0.0004946664
AL121987.2,0.017115459
PEA15,1.4170822
DCAF8,0.30500817
AL139011.2,0.0009893328
AL139011.1,0.0021765323
PEX19,0.13425425
COPA,0.9882408
NCSTN,0.45409024
NHLH1,0.0048477305
VANGL2,0.0062327967
SLAMF6,0.0012861326
AL138930.1,0.0
CD84,0.018797323
SLAMF1,0.009695461
AL121985.1,0.0016818658
CD48,0.016620792
SLAMF7,0.0030669319
LY9,0.0005935997
CD244,0.00029679984
ITLN1,0.08181792
AL354714.3,0.0
AL354714.1,0.00019786655
ITLN2,0.0003957331
F11R,0.4842675
AL591806.3,0.0
TSTD1,0.085775875
USF1,0.11189489
ARHGAP30,0.008607196
NECTIN4,0.0040562646
AL591806.1,0.0
KLHDC9,0.031955503
PFDN2,1.3209255
NIT1,0.16264851
DEDD,0.1509742
UFC1,1.4299327
AL590714.1,0.0018797325
USP21,0.044619154
PPOX,0.097054675
B4GALT3,0.24258648
ADAMTS4,0.68886936
NDUFS2,1.0141599
FCER1G,0.06391106
APOA2,9.893328e-05
TOMM40L,0.07014436
NR1I3,0.003759465
PCP4L1,9.893328e-05
MPZ,0.020380257
SDHC,0.78909475
CFAP126,0.0023743988
AL592295.4,0.017610125
AL592295.3,9.893328e-05
AL831711.1,0.00029679984
FCGR2A,0.02710772
HSPA6,0.04986243
FCGR3A,0.032746933
AL590385.1,0.0
FCGR3B,0.0015829324
FCGR2B,0.013257059
AL451067.1,0.0
FCRLA,0.0004946664
FCRLB,0.030372549
DUSP12,0.21607336
AL359541.1,0.008805063
ATF6,0.67769086
OLFML2B,0.038485087
AL590408.1,0.0
NOS1AP,0.03779266
AL512785.1,0.0
C1orf226,0.018203724
SPATA46,0.0
SH2D1B,0.001385066
UHMK1,0.6810546
AL596325.1,0.0007914662
UAP1,0.19875973
DDR2,0.11515939
HSD17B7,0.11328002
CCDC190,0.0003957331
RGS4,0.022754654
RGS5,0.77810955
AL499616.1,9.893328e-05
RGS5-1,0.013652793
AL592435.1,0.0
NUF2,0.04422328
PBX1,0.6552321
AL357568.1,0.0021765323
LMX1A,0.0
AL390730.1,0.0
AL390730.2,0.0
RXRG,0.0016818658
AL157714.2,0.00019786655
LRRC52,0.0
AL356441.1,0.0043530646
MGST3,3.7859776
ALDH9A1,0.79512763
AL451074.6,0.0007914662
TMCO1,1.6310405
AL451074.2,0.0036605317
UCK2,0.3438863
AL358115.1,0.0023743988
FAM78B,0.056293465
AL626787.1,0.00029679984
AL390115.1,0.0
AL583804.1,0.0
LINC01675,0.0
POGK,0.19341727
TADA1,0.036407575
ILDR2,0.0032647983
MAEL,0.00029679984
AL158837.1,0.0
GPA33,0.0
DUSP27,0.00019786655
LINC01363,0.0
AL451050.2,0.0018797325
POU2F1,0.25554565
CD247,0.0032647983
AL359962.2,0.0
CREG1,0.34616256
AL031733.2,0.0030669319
RCSD1,0.1435537
MPZL1,0.9607386
ADCY10,0.0011871994
Z99943.1,0.0003957331
MPC2,0.7469443
DCAF6,0.32647523
GPR161,0.22171262
TIPRL,0.6169421
SFT2D2,0.5511496
TBX19,0.023150388
AL023755.1,0.0005935997
XCL2,0.001385066
XCL1,0.0009893328
DPT,0.0063317306
AL031275.1,0.0
LINC00626,9.893328e-05
LINC00970,0.0004946664
AL031726.1,0.0
ATP1B1,0.107541524
NME7,0.1698708
Z99758.1,0.0
BLZF1,0.183227
CCDC181,0.0009893328
SLC19A2,0.019193057
AL021068.1,0.0014839992
F5,0.0053423974
SELP,0.8490444
C1orf112,0.03432993
SELL,0.051544517
SELE,0.8671511
AL021940.1,0.0003957331
METTL18,0.07439859
SCYL3,0.102100365
KIFAP3,0.29778668
AL356475.1,0.0
METTL11B,0.0
LINC01681,0.0
LINC01142,9.893328e-05
AL354732.1,0.0018797325
GORAB,0.105266266
AL023495.1,9.893328e-05
PRRX1,0.09952731
Z97200.1,0.005935997
MROH9,0.0
FMO3,0.0018797325
FMO2,0.05688691
AL021026.1,0.00019786655
AL445673.1,0.0
FMO1,0.0019786656
FMO4,0.01355386
PRRC2C,3.126953
MYOCOS,0.0010882661
MYOC,0.019390922
