,Myeloid.cell
LINC01135,0.0013889173
AL136985.2,0.00015380594
AL136985.1,0.0
AC105277.1,0.0059097903
LINC01358,0.013497232
AL592431.2,0.0
AL592431.1,1.3982365e-05
AC093424.1,0.00068047596
FGGY,0.0897397
AL035416.1,4.6607885e-05
HOOK1,0.0027498703
CYP2J2,0.00040548877
C1orf87,9.321577e-06
AC097066.1,0.0
LINC01748,6.059025e-05
AC099792.1,1.3982365e-05
NFIA,0.16460179
NFIA-AS2,2.796473e-05
AC099791.3,0.0002749865
TM2D1,0.40721196
AC099791.2,0.0005126872
PATJ,0.01141398
L1TD1,0.026491107
KANK4,0.0010673217
USP1,0.39595008
DOCK7,0.29705462
ANGPTL3,0.00032625528
AC103923.1,0.0008948727
ATG4C,0.26669058
AC099794.1,0.00020973537
LINC01739,0.0
AL162400.2,0.0
AC096543.1,2.3303943e-05
AC096543.2,3.262552e-05
FOXD3-AS1,0.0002563433
FOXD3,5.592946e-05
ALG6,0.07288704
ITGB3BP,0.19058663
EFCAB7,0.01931363
PGM1,0.21262175
ROR1,0.004339176
ROR1-AS1,0.00029362968
AL445205.1,4.6607885e-05
UBE2U,2.796473e-05
CACHD1,0.0012630757
RAVER2,0.006161468
JAK1,1.3135247
AL357078.3,0.0013702741
AL357078.1,0.0006944583
AK4,0.14339516
DNAJC6,0.0019761778
AL139294.1,0.0
LEPROT,1.2031264
LEPR,0.05012477
AL513493.1,0.0011046085
PDE4B,0.7098464
AL590783.1,1.8643153e-05
SGIP1,0.0029129984
AL139147.1,0.00096478465
TCTEX1D1,0.04257931
INSL5,1.8643153e-05
WDR78,0.003863792
AL592161.1,2.796473e-05
MIER1,0.69273627
SLC35D1,0.05535859
C1orf141,4.6607884e-06
IL23R,0.0012863796
IL12RB2,0.0055416157
SERBP1,3.4115489
LINC01702,1.3982365e-05
GADD45A,0.16338193
GNG12,0.06314652
GNG12-AS1,0.0009368199
DIRAS3,0.0014681504
WLS,0.0926433
RPE65,5.592946e-05
DEPDC1,0.049351625
AL138789.1,9.321577e-06
DEPDC1-AS1,0.000610564
AL035412.1,6.991182e-05
AL033530.1,2.3303943e-05
AL691520.1,0.0
LINC01707,0.0
LINC01758,9.321577e-06
LRRC7,0.007876555
AL158840.1,1.3982365e-05
LRRC40,0.12663051
SRSF11,1.2882265
AL353771.1,0.00035422004
ANKRD13C,0.114673816
HHLA3,0.047859695
AL158839.1,1.8643153e-05
CTH,0.0060542887
AL354872.2,0.00023303932
LINC01788,9.321577e-06
AL513285.1,0.0
PTGER3,0.0031600206
AL031429.1,7.457261e-05
ZRANB2-AS1,0.00029362968
ZRANB2,0.8039845
NEGR1,0.008445187
AL354949.1,9.321577e-06
AL583808.1,4.6607884e-06
AL583808.2,0.0
LINC01360,3.262552e-05
LINC02238,0.0
LRRIQ3,0.0055882093
FPGT,0.10713299
FPGT-TNNI3K,0.004511616
TNNI3K,0.0004754008
AC093158.1,8.389417e-05
AC105271.1,4.6607884e-06
LRRC53,0.0
ERICH3,0.00096944504
ERICH3-AS1,4.6607884e-06
AC135803.1,0.0013190054
CRYZ,0.07724935
TYW3,0.25804466
AC133865.1,0.0
AC099786.3,0.0
AC099786.1,0.0
LHX8,0.0
AC099786.2,0.0
SLC44A5,0.00020041382
AL357314.1,1.8643153e-05
ACADM,0.4134305
RABGGTB,0.3787767
MSH4,0.0009834279
ASB17,0.0
AC092813.1,9.321577e-06
AC092813.2,1.8643153e-05
ST6GALNAC3,0.008654889
AC104458.1,0.00018177067
LINC02567,0.0
ST6GALNAC5,0.00048472235
AL035409.1,4.6607884e-06
PIGK,0.16655853
AK5,0.007704238
AC095030.1,2.3303943e-05
AC118549.1,0.1843825
USP33,0.47578648
MIGA1,0.22274551
NEXN-AS1,0.00048472232
NEXN,0.15763436
FUBP1,0.5047115
DNAJB4,0.1792085
GIPC2,0.004861166
AC103591.3,0.32848856
PTGFR,0.00093681976
IFI44L,2.8592722
IFI44,1.2969811
ADGRL4,0.0011046075
AL353651.2,4.6607884e-06
AL353651.1,4.6607884e-06
AL353651.3,6.059025e-05
AC099671.1,0.0
AC098657.2,0.0
AL606519.1,0.0
AL136234.1,0.0
LINC01781,0.00061056385
AC093154.1,0.0
ADGRL2,0.0010440181
AC117944.1,4.6607884e-06
AC093580.1,0.0
LINC01362,0.0
LINC01361,0.0
LINC01712,4.6607884e-06
LINC01725,0.0010859653
AL035706.1,7.457261e-05
TTLL7,0.005210706
AC104454.2,0.0
AL359504.2,0.00061522477
PRKACB,0.45884565
SAMD13,0.0061801053
DNASE2B,0.0036820294
AL844170.1,9.321577e-06
RPF1,0.27128798
GNG5,4.071078
SPATA1,0.015850814
CTBS,0.6365058
AL359762.2,3.262552e-05
LINC01555,0.0
SSX2IP,0.042798325
AC104169.1,0.0
LPAR3,0.006464429
MCOLN2,0.17241998
WDR63,0.0022604866
MCOLN3,0.033314202
SYDE2,0.0014728116
C1orf52,0.2150663
BCL10,0.3668499
AL078459.1,0.0058492008
DDAH1,0.0013609525
AL360219.1,5.592946e-05
AC092807.3,0.00013516283
AC092807.2,6.991182e-05
CYR61,0.004646792
AC092807.1,0.0
ZNHIT6,0.1732831
COL24A1,0.0060356404
AL136382.1,0.0005732776
ODF2L,0.21754536
CLCA2,5.592946e-05
CLCA1,0.0
CLCA4,1.3982365e-05
AL356270.1,3.7286307e-05
AL049597.2,0.0066927713
SH3GLB1,1.3928045
AL355981.1,4.6607884e-06
SELENOF,1.2903992
HS2ST1,0.14363761
AL121989.1,0.00014448438
AC093155.3,0.000121180456
LINC01140,0.0010906262
AC099062.1,0.0002610041
LMO4,0.8926757
LINC01364,4.6607885e-05
PKN2-AS1,0.0014355252
PKN2,0.53990275
GTF2B,0.5236735
KYAT3,0.13733405
RBMXL1,0.13439378
GBP3,0.36512545
GBP1,2.468942
GBP2,1.3426126
GBP7,0.019830998
GBP4,1.1040324
AC099063.4,0.010910597
GBP5,0.79045916
AC099063.1,0.00016778831
GBP6,0.0005266696
LRRC8B,0.10632676
LRRC8C-DT,0.03703317
LRRC8C,0.41546994
AC093423.3,0.0
AC099568.2,0.0060915537
LRRC8D,0.21095884
AL391497.1,0.0006991191
ZNF326,0.33272806
AC092783.1,0.0
BARHL2,0.0
LINC01763,2.3303943e-05
AC091614.1,1.8643153e-05
ZNF644,0.5123408
HFM1,3.7286307e-05
CDC7,0.02493431
TGFBR3,0.006702112
BRDT,0.00025168248
EPHX4,0.0005779384
SETSIP,0.00037286326
BTBD8,0.054421816
AC104836.1,0.0014262038
C1orf146,9.321577e-06
GLMN,0.07128381
RPAP2,0.21966265
GFI1,0.009708191
EVI5,0.43047756
RPL5,9.323192
FAM69A,0.054654833
MTF2,0.4207902
TMED5,0.92813957
CCDC18,0.15982457
DR1,0.4912591
FNBP1L,0.07144723
BCAR3,0.04696024
AL109613.1,0.00047074002
DNTTIP2,0.56559134
GCLM,0.15307333
ABCA4,0.00012584125
AC093579.1,0.0
ARHGAP29,0.0108873835
AC097059.1,2.3303943e-05
AC097059.2,0.0
ABCD3,0.16226345
F3,0.020008326
AC093117.1,1.3982365e-05
SLC44A3,0.00029362968
CNN3,0.014997997
AC105942.1,0.0004847224
ALG14,0.07196426
AC095033.1,4.6607884e-06
TMEM56,0.00038218487
TMEM56-RWDD3,0.0029223203
AC092802.1,0.00013050204
RWDD3,0.015930044
AC092802.2,9.321577e-06
LINC01760,0.0
AL445218.1,0.0
LINC01761,4.6607884e-06
AL356479.1,0.0
AL683887.1,0.0
AC099566.1,0.0
LINC01787,0.0
PTBP2,0.09140819
DPYD,0.94856
DPYD-AS1,0.0015520453
DPYD-AS2,0.0008948727
MIR137HG,8.389417e-05
BX005019.1,2.3303943e-05
LINC01776,9.321577e-06
SNX7,0.14243226
PLPPR5,4.6607884e-06
AL445433.2,0.0
PLPPR4,0.0001398236
LINC01708,1.8643153e-05
PALMD,0.002339719
FRRS1,0.05599711
AGL,0.15027614
AC118553.1,0.002852408
SLC35A3,0.22569394
AC118553.2,0.008524382
MFSD14A,0.010649603
AC093019.2,5.1268675e-05
SASS6,0.09673531
TRMT13,0.15310365
LRRC39,0.017323649
DBT,0.14776593
RTCA-AS1,0.005844548
RTCA,0.41046277
AC104457.2,4.6607884e-06
CDC14A,0.09327245
AL589990.1,2.796473e-05
GPR88,0.00030761203
LINC01349,5.1268675e-05
VCAM1,0.077175274
EXTL2,0.05720885
AC104506.1,0.006180108
SLC30A7,0.3838838
DPH5,0.1063687
AC093157.2,0.0062826355
AC093157.1,0.025339762
AL109741.1,0.0010859653
S1PR1,0.0721321
LINC01307,4.6607884e-06
LINC01709,4.1947096e-05
OLFM3,9.321575e-05
AC114485.1,4.6607884e-06
AC099567.1,0.0
COL11A1,0.002129984
AC095032.2,0.0
RNPC3,0.17397608
AMY2B,0.012854064
AMY2A,4.1947096e-05
AMY1A,9.321577e-06
AMY1B,1.3982365e-05
AMY1C,0.0
LINC01676,0.0
LINC01677,0.0
AL355306.2,0.00020041381
PRMT6,0.05874217
NTNG1,0.00027498647
VAV3,0.36399317
VAV3-AS1,0.004250623
AL390036.1,0.046517458
SLC25A24,0.7603404
AL359258.2,0.012313433
NBPF4,4.6607884e-06
NBPF6,1.3982365e-05
FAM102B,0.3284983
HENMT1,0.08785218
PRPF38B,1.1896588
FNDC7,0.00041014966
AL591719.2,0.0
STXBP3,0.47588
AKNAD1,0.0005779383
AL449266.1,0.007522352
SPATA42,9.321577e-06
GPSM2,0.10092531
CLCC1,0.1608538
WDR47,0.089469396
TAF13,0.20912974
AL356488.3,0.022776462
TMEM167B,0.34659576
AL356488.2,0.004264604
C1orf194,0.0003262552
KIAA1324,0.006897842
SARS,0.5307111
CELSR2,0.011763495
PSRC1,0.04008124
MYBPHL,0.00023303932
SORT1,0.36138198
PSMA5,1.2095572
SYPL2,0.0002749865
ATXN7L2,0.008319314
CYB561D1,0.052506294
AMIGO1,0.0010113927
GPR61,0.00020507458
AL355310.3,9.321577e-06
GNAI3,1.4120009
GNAT2,0.00064318953
AMPD2,0.25741103
AL355310.2,0.00019575302
GSTM4,0.077030316
GSTM2,0.013842108
GSTM1,0.0045395773
AC000032.1,0.0005080264
GSTM5,0.00045675764
AL158847.1,0.0
GSTM3,0.030074978
EPS8L3,3.262552e-05
LINC01768,1.8643153e-05
AL450468.1,4.6607885e-05
AL450468.2,0.00018643144
CSF1,0.04948665
AHCYL1,0.6610649
STRIP1,0.10200635
AL160006.1,0.0111436285
ALX3,0.001095287
LINC01397,4.6607884e-06
UBL4B,6.991182e-05
SLC6A17,4.6607885e-05
AL355990.1,0.0
AL355990.2,0.0
LINC02586,0.0006991191
KCNC4,0.023783138
RBM15-AS1,0.0022698082
RBM15,0.08497195
SLC16A4,0.014233592
AL355488.1,0.016484665
LAMTOR5,1.4209378
PROK1,3.7286307e-05
AL358215.1,0.0
AL358215.2,0.0
CYMP-AS1,0.0
KCNA10,0.0
KCNA2,0.00019575302
AL365361.1,0.021639293
KCNA3,0.007620233
CD53,3.6009562
AL360270.1,0.003481616
LRIF1,0.16461653
AL360270.3,0.003700672
DRAM2,0.9012602
CEPT1,0.36336508
AL355816.1,0.0012257894
AL355816.2,0.012937953
DENND2D,0.21659747
CHI3L2,0.017617267
CHIA,4.6607884e-06
AL356387.1,0.0
PIFO,0.0011745206
OVGP1,0.0021066803
WDR77,0.24011053
ATP5PB,1.4064522
C1orf162,3.7466848
TMIGD3,0.5880418
ADORA3,0.50820565
RAP1A,1.9358263
LINC01160,0.0021346451
INKA2,0.0014308646
AL049557.1,1.8643153e-05
DDX20,0.12076023
KCND3,0.0020088034
KCND3-AS1,0.0
LINC01750,0.00021439616
AL445426.1,5.592946e-05
CTTNBP2NL,0.504307
WNT2B,0.034511805
AL354760.1,0.0008995335
ST7L,0.10363288
CAPZA1,2.169451
MOV10,0.24614295
AL603832.1,0.0016172965
RHOC,0.9233152
AL603832.3,0.0
PPM1J,0.013329523
AL603832.2,0.000116519666
FAM19A3,0.0009741062
LINC01356,0.0030481615
AL390729.1,0.034432586
SLC16A1,0.16770488
SLC16A1-AS1,0.15070406
AL357055.3,0.0071029
LRIG2,0.091850944
MAGI3,0.011763499
PHTF1,0.13740765
RSBN1,0.23985298
AL137856.1,0.0003868457
PTPN22,0.34606805
AP4B1-AS1,0.0039057382
BCL2L15,0.0028663902
AP4B1,0.061370734
DCLRE1B,0.08146253
HIPK1-AS1,0.023620188
HIPK1,0.44120842
OLFML3,0.83774626
SYT6,0.032582372
AL121999.1,3.262552e-05
TRIM33,0.44147015
BCAS2,0.65770763
DENND2C,0.005774641
AMPD1,6.059025e-05
NRAS,0.3426562
CSDE1,2.1747665
SIKE1,0.289928
SYCP1,2.3303943e-05
TSPAN2,0.0070237014
LINC01765,0.000116519666
AL512638.2,4.6607884e-06
NGF,5.592946e-05
VANGL1,0.04194079
CASQ2,1.8643153e-05
NHLH2,0.0002377001
LINC01649,9.321577e-06
SLC22A15,0.048689295
AL365318.1,0.00018643145
MAB21L3,0.0011279125
LINC01779,9.321577e-06
ATP1A1,1.4541583
LINC01762,0.0015520452
AL136376.1,4.6607884e-06
AL390066.1,0.007862576
CD58,0.69555455
IGSF3,0.0034256862
C1orf137,0.0
CD2,0.32272717
AL157904.1,0.00031693367
PTGFRN,0.07478859
CD101,0.03701922
AL445231.1,0.0011232519
TTF2,0.25176054
TRIM45,0.004045555
VTCN1,0.0029829068
LINC01525,4.6607884e-06
AL358072.1,0.002232522
MAN1A2,0.3993725
AL157902.1,4.1947096e-05
TENT5C,0.038506046
GDAP2,0.20070548
WDR3,0.11803974
SPAG17,0.0024422577
TBX15,0.00015846673
AL139420.1,1.3982365e-05
AL139420.2,2.796473e-05
WARS2,0.06034542
WARS2-IT1,0.00029362968
AL359915.2,0.013981923
AL359915.1,3.262552e-05
LINC01780,6.059025e-05
HAO2,0.0
HSD3B2,7.923338e-05
HSD3B1,0.0
ZNF697,0.028937776
PHGDH,0.018288491
HMGCS2,3.262552e-05
REG4,0.0003682025
ADAM30,0.00042413198
NOTCH2,0.5724827
AC245008.1,0.0002749865
SEC22B,0.46500343
NBPF26,0.027986972
PPIAL4A,0.0
LINC00623,0.141822
FCGR1B,0.50881267
AC244453.3,0.00038218487
AC244453.2,0.0015660276
AC244453.1,4.6607884e-06
FAM72B,0.0104771685
SRGAP2C,0.4054891
SRGAP2-AS1,0.0053924737
AC244021.1,0.012159641
AC244021.2,0.00039150644
AL592494.1,0.00064785033
AL592494.3,0.004595505
LINC01691,9.321577e-06
AC239859.3,0.0
AC239800.2,0.010556406
AC239800.3,0.06206516
AC239798.2,0.014126408
AC246680.1,9.321577e-06
HIST2H3PS2,0.00033091608
FAM72C,0.005481022
IGKV1OR1-1,8.389417e-05
AC245595.1,0.029953742
PPIAL4E,9.321577e-06
AC246785.3,0.0013562918
NBPF15,0.022315042
LINC01632,7.457261e-05
FP700111.1,0.030927975
SRGAP2B,0.3073025
FAM72D,0.012509186
PPIAL4D,0.0
AC245014.3,0.268977
AC245014.1,0.0009974103
NBPF20,0.012900667
GPR89A,0.03744329
PDZK1,0.0009041942
CD160,0.0059004854
RNF115,0.5150874
POLR3C,0.121362366
NUDT17,0.018735712
PIAS3,0.048498206
ANKRD35,0.018810304
ITGA10,0.008841309
AC243547.1,4.6607884e-06
PEX11B,0.105389945
RBM8A,1.4541397
LIX1L-AS1,0.008403202
AC243547.3,2.796473e-05
LIX1L,0.21636246
ANKRD34A,0.0019202484
AC243547.2,3.262552e-05
POLR3GL,0.51233083
TXNIP,8.75161
HJV,1.3982365e-05
LINC01719,0.00061988557
NBPF10,0.04215981
AC239799.1,2.3303943e-05
NOTCH2NL,0.079533055
AC239799.2,0.0045069545
AC243756.1,8.389417e-05
AC245407.2,1.8643153e-05
NBPF12,0.0419827
AC244394.2,2.3303943e-05
PRKAB2,0.079971135
AC242426.2,0.042113196
FMO5,0.033425882
CHD1L,0.19504574
LINC00624,0.003663387
BCL9,0.013194285
ACP6,0.026365096
AC241644.1,0.0
GJA5,0.00020041385
AC241644.3,0.0
AC241644.2,4.6607884e-06
GJA8,4.6607884e-06
GPR89B,0.025507541
AC239803.2,0.0009368199
AC239803.3,0.000447436
NBPF11,0.038529206
AC239809.3,0.00034955927
AC239803.1,0.0005919208
LINC01731,7.457261e-05
AC245100.6,4.6607884e-06
AC245100.1,6.525103e-05
AC245100.7,0.00033557686
PPIAL4G,0.0020274466
NBPF14,0.15687245
NUDT4B,0.0015753492
PDE4DIP,0.55801195
AC239802.1,4.6607884e-06
AC239802.2,0.00044277523
AC239804.1,0.00034023766
NBPF9,0.07759422
AC245297.3,0.35075712
AC245297.2,0.009847989
NBPF19,0.16169071
FCGR1A,1.7884154
HIST2H2BF,0.04525444
AC243772.2,0.0058025983
HIST2H3D,0.0008389431
HIST2H4A,0.003113413
HIST2H3C,9.321577e-06
HIST2H2AA3,0.00028430807
AC239868.3,0.00884597
HIST2H2AA4,0.0037193138
HIST2H3A,4.6607884e-06
HIST2H4B,0.0054810187
AC239868.2,0.006436436
HIST2H2BE,0.057833385
HIST2H2AC,0.18668574
HIST2H2AB,0.003700672
BOLA1,0.071843065
SV2A,0.002661315
SF3B4,0.3379493
MTMR11,0.041707784
OTUD7B,0.012229562
VPS45,0.21536124
PLEKHO1,2.4938016
ANP32E,0.76464856
AC242988.1,0.00015380599
CA14,0.00017710988
APH1A,0.94067335
C1orf54,1.0010116
CIART,0.007951143
MRPS21,0.9878152
PRPF3,0.16044347
RPRD2,0.2324437
TARS2,0.1283662
ECM1,0.23482406
FALEC,0.004516275
AL356356.1,0.0043345112
ADAMTSL4,0.26265198
MCL1,5.5438704
ENSA,1.0095947
GOLPH3L,0.09414862
HORMAD1,0.008137551
CTSS,12.222343
CTSK,0.16467284
ARNT,0.24381267
CTXND2,6.525103e-05
SETDB1,0.14196298
CERS2,0.4660702
AL590133.2,0.00042879285
AL590133.1,0.00018643144
ANXA9,0.0037053325
MINDY1,0.04146071
PRUNE1,0.052422415
BNIPL,0.0046980404
C1orf56,0.25859317
CDC42SE1,1.0250859
MLLT11,0.07022585
GABPB2,0.15756355
SEMA6C,0.0045209364
TNFAIP8L2,0.4691593
SCNM1,0.34892404
LYSMD1,0.00432519
TMOD4,0.00019109223
VPS72,0.17769839
PIP5K1A,0.16365877
PSMD4,0.8842754
AL391069.2,0.016489318
ZNF687,0.07222987
PI4KB,0.26115695
AL391069.4,0.00018177065
RFX5,0.21166043
AL391069.1,0.00029829048
AL391069.3,0.04375373
SELENBP1,0.009638322
PSMB4,1.0105854
POGZ,0.41694152
CGN,0.0018596576
TUFT1,0.01668507
SNX27,0.62186414
AL391335.1,0.0010626614
AL589765.1,3.262552e-05
CELF3,1.8643153e-05
RIIAD1,6.991182e-05
AL589765.7,0.00016312752
MRPL9,0.30840996
OAZ3,0.01547797
AL589765.4,0.00096012384
AL589765.5,0.0011418951
TDRKH,0.041614514
TDRKH-AS1,0.007885882
AL589765.6,0.0002703257
LINGO4,0.00025168256
RORC,0.0019249087
C2CD4D,0.0021066803
AL450992.2,0.00037286326
THEM5,0.0033324687
THEM4,0.113578625
S100A10,11.92932
AL450992.1,0.0008855511
S100A11,24.444538
TCHHL1,3.7286307e-05
TCHH,0.19862911
AL589986.1,1.8643153e-05
RPTN,5.1268675e-05
FLG-AS1,0.0013469702
AL589986.2,0.001277058
HRNR,0.00040082802
FLG,0.00010253731
FLG2,0.0002656649
CRNN,9.321577e-06
LCE5A,4.6607884e-06
CRCT1,4.6607884e-06
LCE3E,0.0
LCE3D,4.6607884e-06
LCE3A,9.321577e-06
LINC00302,0.0
LCE2D,0.0
LCE2C,4.6607884e-06
KPRP,0.0
LCE1F,0.0
LCE1E,4.6607884e-06
LCE1D,4.6607884e-06
LCE1B,0.0
LCE1A,4.6607884e-06
LCE6A,0.0
SMCP,0.0
IVL,9.321577e-06
LINC01527,9.7876524e-05
SPRR5,0.0
SPRR4,0.0
SPRR1A,0.0
SPRR3,1.3982365e-05
SPRR1B,4.6607884e-06
SPRR2D,4.6607884e-06
SPRR2A,5.1268675e-05
SPRR2B,1.3982365e-05
SPRR2E,1.8643153e-05
SPRR2F,0.0001398236
SPRR2G,9.321577e-06
AL161636.1,0.0
LELP1,4.6607884e-06
PRR9,0.00011651969
LOR,0.003127395
PGLYRP3,0.0
PGLYRP4,0.00043345356
S100A9,19.31467
S100A12,0.34074026
S100A8,9.974705
S100A7A,0.0001631276
S100A7,0.0068699955
BX470102.1,6.059025e-05
S100A6,15.542993
S100A5,0.004078179
S100A4,16.448135
S100A3,0.0031646802
S100A2,0.022450428
S100A16,0.020283168
S100A14,0.010029838
S100A13,0.11235311
S100A1,0.023396581
AL162258.2,0.0064970227
CHTOP,0.4166055
SNAPIN,0.382298
ILF2,0.8265047
NPR1,0.0020973582
INTS3,0.17607915
AL513523.4,0.0
AL513523.3,1.3982365e-05
SLC27A3,0.18717855
GATAD2B,0.21162015
AL358472.5,0.0056348154
DENND4B,0.3537287
CRTC2,0.14651272
SLC39A1,0.78905827
AL358472.4,0.007508372
AL358472.3,0.0039197193
CREB3L4,0.03611037
JTB,1.5517021
AL358472.2,0.005159434
RAB13,1.248875
RPS27,29.178482
NUP210L,0.0015613668
TPM3,6.3978014
C1orf189,0.00014448438
C1orf43,1.1087865
UBAP2L,0.43222496
HAX1,0.5969363
AQP10,3.7286307e-05
ATP8B2,0.019653874
IL6R-AS1,0.02048815
IL6R,0.6680734
SHE,0.013007913
AL162591.2,0.0016359397
TDRD10,0.0025214914
UBE2Q1,0.41130337
UBE2Q1-AS1,2.3303943e-05
CHRNB2,0.00016312754
AL592078.1,0.00036354165
ADAR,1.5488175
KCNN3,0.0011232516
PMVK,0.5181546
AL451085.1,0.006977074
PBXIP1,0.18987814
PYGO2,0.06285745
AL451085.2,0.010593675
SHC1,0.21188205
CKS1B,0.4827763
FLAD1,0.1694945
LENEP,3.7286307e-05
ZBTB7B,0.24321882
DCST2,0.0006991191
DCST1,8.389417e-05
DCST1-AS1,0.0033464527
ADAM15,0.3241535
EFNA4,0.056677517
EFNA3,0.009419213
EFNA1,0.0025401337
SLC50A1,0.26514176
DPM3,0.35822603
KRTCAP2,0.66925734
AL713999.1,0.0
TRIM46,0.00510817
MUC1,0.03825444
AC234582.1,0.0010207142
THBS3,0.06119366
MTX1,0.37692368
AC234582.2,0.00035422007
GBA,0.48729816
FAM189B,0.07598167
SCAMP3,0.25306574
CLK2,0.09748093
HCN3,0.0070190104
PKLR,0.000116519666
FDPS,0.589399
RUSC1-AS1,0.01610715
RUSC1,0.13157573
ASH1L,0.8114532
ASH1L-AS1,0.01885689
AL353807.2,5.592946e-05
MSTO1,0.059804793
YY1AP1,0.2595012
DAP3,0.5271009
AL162734.1,9.321577e-06
GON4L,0.396575
SYT11,0.25165805
RIT1,0.44467416
KHDC4,0.16219321
RXFP4,9.321575e-05
ARHGEF2,0.49502158
AL355388.2,0.0060682525
AL355388.1,0.0002516825
SSR2,1.7431957
UBQLN4,0.10397314
LAMTOR2,1.5814437
RAB25,0.0033883993
MEX3A,0.0036447437
LMNA,2.2931142
SEMA4A,0.47106227
SLC25A44,0.10774354
PMF1-BGLAP,0.0014541685
PMF1,0.38760892
BGLAP,0.0018969445
PAQR6,0.009181521
SMG5,0.13389127
TMEM79,0.024006829
GLMP,0.5388476
VHLL,0.00012584124
CCT3,1.3297687
TSACC,0.0017897459
RHBG,0.000111858884
AL139130.1,3.7286307e-05
C1orf61,0.0045395787
AL139412.1,0.0022651476
MEF2D,0.31577635
AL365181.1,0.0010207143
IQGAP3,0.037159152
TTC24,0.0013329878
NAXE,0.32672498
GPATCH4,0.30290106
AL365181.4,9.321577e-06
HAPLN2,7.923338e-05
AL365181.2,0.000424132
BCAN,0.0030295185
AL365181.3,0.00088089023
AL590666.2,6.059025e-05
NES,0.022897799
AL590666.3,0.00059658155
CRABP2,0.019803112
AL590666.1,0.0005453128
ISG20L2,0.39357457
RRNAD1,0.09277373
MRPL24,0.26888067
HDGF,0.6795555
PRCC,0.23472589
SH2D2A,0.048969146
NTRK1,0.00093681953
INSRR,8.389418e-05
PEAR1,0.00029362962
LRRC71,0.0001351628
ARHGEF11,0.17943661
ETV3L,0.0011279127
ETV3,0.26640552
AL138900.3,0.00011185891
AL138900.2,0.0
FCRL5,0.002004142
FCRL4,0.00040548854
FCRL3,0.005299269
AL356276.1,7.923338e-05
FCRL2,0.0016918692
FCRL1,0.0021439665
CD5L,0.0015380626
KIRREL1,0.001370274
LINC01704,7.923338e-05
CD1D,0.30397645
AL138899.1,0.04054309
CD1A,0.07173806
CD1C,0.20980935
CD1B,0.024305517
CD1E,0.14075051
OR10T2,0.0
OR10K2,1.8643153e-05
OR10K1,0.00034955927
AL365440.2,0.0
OR6Y1,9.321577e-06
OR6P1,0.0
OR10Z1,0.0
SPTA1,0.001137234
OR6K2,0.0
OR6K3,1.3982365e-05
OR6N1,6.059025e-05
OR6K6,0.0
OR6N2,1.8643153e-05
MNDA,3.4073403
PYHIN1,0.03941958
IFI16,3.478183
AIM2,0.21672687
CADM3,0.0013609522
CADM3-AS1,7.457261e-05
ACKR1,0.0023956469
FCER1A,0.28161407
OR10J3,4.6607884e-06
AL513323.1,0.0
OR10J1,5.1268675e-05
AL663023.1,0.0
OR10J5,0.0
APCS,0.0
CRP,3.7286307e-05
DUSP23,0.769804
FCRL6,0.0095171435
SLAMF8,0.7329054
AL590560.1,0.0063152607
SNHG28,0.0
VSIG8,0.003066805
AL590560.2,0.0047912505
CFAP45,0.001761781
TAGLN2,2.3635728
IGSF9,0.0020227856
SLAMF9,0.101606175
LINC01133,0.0027731739
KCNJ10,0.021597419
PIGM,0.12514651
AL121987.1,0.00015846673
KCNJ9,0.0001071981
IGSF8,0.10380534
ATP1A2,0.00081097824
ATP1A4,0.0019295698
CASQ1,0.0008436039
AL121987.2,0.002721906
PEA15,1.1400323
DCAF8,0.19832622
AL139011.2,0.00033091608
AL139011.1,0.0014495078
PEX19,0.1288423
COPA,0.9857941
NCSTN,0.5784618
NHLH1,0.0071168863
VANGL2,0.00074106635
SLAMF6,0.03819836
AL138930.1,0.00022837851
CD84,3.008099
SLAMF1,0.037341006
AL121985.1,0.005961065
CD48,1.9158368
SLAMF7,0.39024553
LY9,0.028900508
CD244,0.031715456
ITLN1,0.02231993
AL354714.3,0.00012584124
AL354714.1,7.457261e-05
ITLN2,2.796473e-05
F11R,0.24013261
AL591806.3,9.321577e-06
TSTD1,0.3920021
USF1,0.11645415
ARHGAP30,1.0924661
NECTIN4,0.014201006
AL591806.1,0.00023303932
KLHDC9,0.0018503364
PFDN2,1.0968822
NIT1,0.20265959
DEDD,0.121637665
UFC1,1.140393
AL590714.1,0.00057793834
USP21,0.023568736
PPOX,0.04503071
B4GALT3,0.15037014
ADAMTS4,0.001775763
NDUFS2,0.9403308
FCER1G,14.755793
APOA2,0.00034955927
TOMM40L,0.11902436
NR1I3,0.0070236754
PCP4L1,0.0001398236
MPZ,0.017207049
SDHC,0.83009756
CFAP126,0.0005686167
AL592295.4,0.019220455
AL592295.3,0.00037286326
AL831711.1,0.00015846673
FCGR2A,4.595264
HSPA6,0.6974817
FCGR3A,9.216038
AL590385.1,9.321577e-06
FCGR3B,0.024198066
FCGR2B,2.7655241
AL451067.1,0.0002749865
FCRLA,0.013693115
FCRLB,0.04888971
DUSP12,0.14309064
AL359541.1,0.0105703855
ATF6,0.6584345
OLFML2B,0.5800522
AL590408.1,8.389417e-05
NOS1AP,0.0016872083
AL512785.1,2.3303943e-05
C1orf226,0.0008109783
SPATA46,0.0
SH2D1B,0.0035515276
UHMK1,0.627092
AL596325.1,0.0019808388
UAP1,0.1172139
DDR2,0.00798378
HSD17B7,0.13069017
CCDC190,8.389417e-05
