P1_Normal,P1_Tumor,P10_Normal,P10_Tumor,P2_Normal,P2_Tumor,P3_Normal,P3_Tumor,P4_Normal,P4_Tumor,P5_Normal,P5_Tumor,P6_Normal,P6_Tumor,P7_Normal,P7_Tumor,P8_Normal,P8_Tumor,P9_Normal,P9_Tumor
RNF207,0.016508808,0.012984456,0.019907057,0.011339012,0.018143583,0.016811913,0.008326211,0.00914775,0.013105107,0.008800863,0.0062442785,0.028510991,0.01274859,0.013426727,0.010559203,0.023160046,0.0040345713,0.007437939,0.0073261624,0.020133939
ICMT,0.31119102,0.3240343,0.29236048,0.2898118,0.21829899,0.24446173,0.099914536,0.11892075,0.24899702,0.19317897,0.253934,0.16465098,0.24171326,0.24921316,0.20822749,0.23118314,0.17953844,0.12365574,0.22059889,0.23684834
LINC00337,0,0.0011541739,0.0007806689,0.0033350033,0.0011519735,0.0016536308,0,0,0,0.0013201296,0.0010407132,0.003563874,0.0010198872,0.002292368,0.0004223681,0.003338385,0,0.0037189694,0.000407009,0
GPR153,0.112259895,0.12205389,0.0702602,0.087377094,0.045502957,0.08488638,0.04371261,0.02744325,0.021841845,0.11485127,0.11968201,0.08553298,0.12493618,0.07925044,0.0781381,0.047363337,0.09682972,0.021384073,0.06267939,0.06076789
ACOT7,0.21791627,0.3797232,0.6600555,0.4775725,0.43256605,0.68625677,0.9512696,0.5305695,0.2227868,0.88492686,0.47560588,0.40841994,0.3760834,0.5838989,0.54527724,0.5794184,0.7786723,0.39885947,0.16015805,0.44294664
RP1-202O8.3,0.008254404,0.011541739,0.019126387,0.005002505,0.019295558,0.012677835,0.0020815528,0.00914775,0.039315317,0.022882245,0.014569984,0.011404396,0.015553279,0.009824434,0.0054907855,0.008971909,0.008069143,0.0046487115,0.015873352,0.010616077
HES2,0.30211118,0.38289717,0.28260213,0.18475918,0.22953072,0.2698174,0.06452814,0.109773,0.30578583,0.088008635,0.37049386,0.20813024,0.29551232,0.39101252,0.1469841,0.22241989,0.1250717,0.007437939,0.2531596,0.20573226
ESPN,0.17334248,0.04097317,0.115148656,0.017342018,0.11433337,0.036655482,0.012489317,0.0182955,0.14852454,0.018921858,0.33198747,0.04276649,0.30622113,0.09660695,0.18457486,0.03484439,0.13314086,0.00092974235,0.16809472,0.02745537
TNFRSF25,0.19728026,0.0995475,0.09953528,0.088377595,0.23817052,0.10941523,0.09783298,0.44823974,0.30578583,0.03300324,0.15194412,0.17106596,0.18459958,0.11527337,0.1178407,0.050910372,0.20374586,0.10227166,0.09198404,0.16436616
PLEKHG5,0.20883642,0.14513737,0.13193303,0.071369074,0.15177251,0.085161984,0.008326211,0.02744325,0.2664705,0.018921858,0.20397976,0.022808792,0.21009676,0.07564815,0.13431306,0.047989283,0.11700258,0.002789227,0.14693026,0.06113396
NOL9,0.16756439,0.13359562,0.1768215,0.14440565,0.14975657,0.14303906,0.068691246,0.11892075,0.22715518,0.088008635,0.14986269,0.094086275,0.12034669,0.11920314,0.198513,0.1327008,0.11498529,0.06694145,0.10480482,0.11567863
ZBTB48,0.09162389,0.04991802,0.061282508,0.053693555,0.08582203,0.067523256,0.07701745,0.11892075,0.1266827,0.06292618,0.073890634,0.079118,0.07496171,0.09169473,0.07687099,0.100986145,0.08876057,0.09111475,0.08506489,0.11384828
KLHL21,0.66530496,0.19303557,0.58042735,0.12339513,0.2920253,0.16040218,0.17485043,0.109773,0.50236243,0.08844868,0.61402076,0.08553298,0.55558354,0.12084055,0.59807324,0.11934726,0.550719,0.07159016,0.3734308,0.12666078
PHF13,0.07594051,0.035202302,0.09602228,0.05669506,0.071134366,0.03886032,0.06660969,0.073182,0.19220823,0.040924016,0.17171766,0.04490481,0.06297804,0.04486492,0.07687099,0.034635745,0.09077786,0.037189692,0.048230566,0.04063395
THAP3,0.08749668,0.05597743,0.093289934,0.11705863,0.09302186,0.07248414,0.062446583,0.12806849,0.09173574,0.087568596,0.11031558,0.09693737,0.07470673,0.112653516,0.064199954,0.105993725,0.03227657,0.07809836,0.06227238,0.106526844
DNAJC11,0.22699611,0.116283014,0.16003713,0.108721115,0.1480286,0.12016383,0.06660969,0.11892075,0.7863064,0.080087855,0.18004337,0.10263957,0.12085663,0.14310926,0.14994068,0.13124026,0.20576313,0.09111475,0.10317679,0.12812507
RP11-312B8.1,0.0033017616,0.0046166955,0.004293679,0.0013340013,0.0066238474,0.005787708,0.0020815528,0,0.008736737,0.0004400432,0.0062442785,0.0014255495,0.0015298307,0.001964887,0.0033789447,0.0047989283,0,0.0018594847,0.0018315406,0.0025625012
CAMTA1,0.90963537,0.786858,1.1089401,1.0531942,1.2216679,0.9800519,1.0428579,0.90562725,0.8518319,0.97381556,0.88772833,0.95725656,1.08465,1.0201038,1.2911794,1.0653621,0.9077786,1.0236464,1.0091789,0.9115183
VAMP3,0.52580553,0.57275873,0.6823046,0.8320834,0.6036341,0.63885266,0.5016542,0.2744325,0.7382543,0.987457,0.6327536,0.63864625,0.5265168,0.7489494,0.57273114,0.7897367,0.60115117,0.5996838,0.72427255,0.6827235
PER3,0.3508122,0.10214438,0.112806655,0.15474416,0.37237543,0.12622714,0.08534367,0.036591,0.63778186,0.113091104,0.29139966,0.101926796,0.112697534,0.088419914,0.18499723,0.0999429,0.24005699,0.0548548,0.28510982,0.09041969
PARK7,1.7664424,2.9079409,2.1085865,3.1329021,2.9329245,3.9017415,2.187712,3.3114853,1.9264506,3.7227654,1.1728837,2.7420444,2.2929614,3.0812702,2.5574389,3.640926,2.1665647,2.9928405,1.8805852,3.702082
ERRFI1,0.6628287,0.09637351,0.40516716,0.41620842,0.32831246,0.08240593,0.14779024,0.08232975,1.0047249,0.06072596,0.97722965,0.08980962,0.55838823,0.11199855,1.0888649,0.087632604,0.88357115,0.22778688,1.084272,0.13874114
RERE,0.24515581,0.15667911,0.19321555,0.17408718,0.27071378,0.17032397,0.16652422,0.28358024,0.35820624,0.17117679,0.3330282,0.17177872,0.1754206,0.12870009,0.19386697,0.1318662,0.254178,0.13481264,0.18905568,0.18266974
ENO1,7.5940514,16.062061,13.392374,16.504932,7.629521,14.374186,5.0706625,5.12274,4.586787,8.843108,6.732373,9.044399,8.99974,12.756701,9.001932,12.848191,6.7599244,10.169522,7.1572537,13.564783
ENO1-AS1,0.009905285,0.0049052387,0.0074163545,0.0063365065,0.008063815,0.0063389177,0.0020815528,0.02744325,0.013105107,0.0039603887,0.007284992,0.010691622,0.0056093796,0.007859548,0.009292098,0.008554611,0.008069143,0.005578454,0.010989244,0.0065892893
SLC2A5,0.018985128,0.033182498,0.0062453514,0.014674015,0.02822335,0.009094969,0,0.02744325,0.07426227,0.0030803022,0.0041628527,0.008553297,0.008669041,0.0072045857,0.019428933,0.0108497515,0.022190142,0.09948243,0.020146947,0.019401796
GPR157,0.16508807,0.06780771,0.22014864,0.11739212,0.13650887,0.3006852,0.6723416,0.2012505,0.20094496,0.37535682,0.25081187,0.481123,0.16522172,0.22956428,0.21625246,0.24328479,0.6051857,0.27799296,0.10236277,0.4202502
RP3-510D11.1,0.0008254404,0.0011541739,0.00039033446,0,0.00057598675,0.0013780256,0,0,0,0.0039603887,0,0.002851099,0,0.0013099246,0.0004223681,0.00020864906,0,0.0018594847,0.000407009,0.004026788
RP3-510D11.2,0.017334249,0.0066365,0.014832709,0.007003507,0.014111675,0.012953441,0.012489317,0,0.008736737,0.014521426,0.011447844,0.021383245,0.014023448,0.012444284,0.008869731,0.007094068,0.008069143,0.0065081962,0.01485583,0.012812506
H6PD,0.30211118,0.12291952,0.20219325,0.10371861,0.35423186,0.16315824,0.14362714,0.15551175,0.3494695,0.13509326,0.3028475,0.25802445,0.20601721,0.122150466,0.19217749,0.10620237,0.169452,0.13574238,0.20126596,0.15960723
SPSB1,0.2740462,0.19390121,0.14208174,0.18842769,0.20735525,0.08268154,0.12905627,0.11892075,0.2795756,0.064246304,0.25185257,0.06557528,0.20040783,0.11592833,0.19175512,0.09618721,0.24812615,0.09948243,0.19312578,0.111651845
SLC25A33,0.1428012,0.12638204,0.19048321,0.12973164,0.14630063,0.18410423,0.25394943,0.10062525,0.19220823,0.18789844,0.17171766,0.116895065,0.12952568,0.12444284,0.29185635,0.15001866,0.324783,0.19059718,0.12067818,0.18120545
TMEM201,0.06355891,0.038953368,0.063624516,0.02834753,0.04838289,0.04602606,0.02289708,0.0182955,0.056788795,0.017601727,0.059320647,0.029223766,0.051504303,0.029473303,0.045615755,0.0335925,0.028242,0.026962528,0.0404974,0.02745537
PIK3CD,0.021461451,0.024814738,0.021468395,0.045356046,0.04175904,0.060081914,0.0395495,0.2012505,0.017473474,0.04532445,0.011447844,0.0705647,0.016318195,0.043227516,0.015205252,0.056961194,0.04639757,0.10134191,0.021774983,0.07504468
RP11-558F24.4,0.035493936,0.033182498,0.014442375,0.01867602,0.04435098,0.025906881,0.0145708695,0.04573875,0.008736737,0.09108894,0.014569984,0.009266073,0.0066292663,0.011134359,0.008447362,0.0062594716,0.020172857,0.009297423,0.0061051357,0.008785718
CLSTN1,1.1597438,0.9074692,0.60618937,0.6770057,0.99703306,0.52861065,0.21439993,0.2378415,1.4197199,0.2882283,0.81175625,0.27584386,0.59255445,0.39232242,0.7357653,0.31380817,0.5870302,0.13109368,0.5816159,0.45868772
CTNNBIP1,2.2592304,1.5693878,1.8907801,0.95181,1.6286026,1.051158,0.9616774,0.35676226,1.8565568,0.9020886,2.8567574,0.53885776,2.441865,1.7418723,1.6185147,1.1959764,1.2507172,0.66569555,2.0444062,0.90419686
LZIC,0.21296363,0.2296806,0.29938653,0.31248984,0.27618566,0.27091983,0.1894213,0.1646595,0.38441646,0.23454303,0.25601542,0.24519454,0.18765925,0.3199491,0.26735902,0.29774222,0.21383229,0.2370843,0.26760843,0.28407156
NMNAT1,0.053653624,0.053092,0.05230482,0.053693555,0.0696944,0.053467393,0.018733975,0.0914775,0.056788795,0.046204537,0.05411708,0.05417088,0.04589492,0.07040845,0.041814443,0.07427906,0.05850129,0.0548548,0.044567488,0.06333039
RBP7,0.11886342,0.049629476,0.115539,0.042688042,0.1264291,0.084059566,0.068691246,0.00914775,0.07426227,0.018921858,0.08429776,0.024234343,0.047679726,0.04551988,0.053218383,0.045068197,0.044380285,0.030681496,0.104194306,0.022330368
UBE4B,0.19893114,0.12291952,0.16589214,0.13440064,0.17855589,0.106934786,0.1103223,0.073182,0.23152356,0.09724955,0.24873044,0.08980962,0.13972454,0.15981081,0.11488412,0.091805585,0.12103715,0.080887586,0.14041811,0.09737505
KIF1B,0.3004603,0.14398319,0.23498134,0.1754212,0.20850721,0.15240963,0.2206446,0.10062525,0.31452253,0.17953762,0.32053965,0.13328889,0.15961234,0.16472302,0.17950644,0.10557642,0.33083484,0.1468993,0.17847346,0.13581257
PGD,0.38713154,0.42300472,0.4555203,0.4502255,0.304985,0.45970935,0.2726834,0.219546,0.17036638,0.3718365,0.26225972,0.48967627,0.34752655,0.56032026,0.315509,0.4606971,0.26022986,0.48997423,0.3567434,0.5055449
APITD1,0.08914756,0.097239144,0.062063176,0.088377595,0.1218212,0.10996644,0.029141739,0.08232975,0.11357759,0.050604966,0.012488557,0.047043137,0.09255476,0.07532067,0.081094675,0.113713734,0.05850129,0.06694145,0.06797051,0.08675897
APITD1-CORT,0.0024763213,0.0008656304,0.0007806689,0.0026680026,0.00057598675,0.0011024205,0,0,0.0043683685,0.0008800864,0,0.0021383243,0.00076491537,0.0006549623,0.0008447362,0.0018778415,0.0020172857,0.00092974235,0.0010175225,0.0014642865
CORT,0.0008254404,0.0017312608,0.0007806689,0.0013340013,0.00086398015,0,0,0,0.0043683685,0.0004400432,0.0020814263,0,0.00076491537,0.0009824435,0.0008447362,0.0010432453,0,0.00092974235,0.0006105135,0.00073214323
DFFA,0.30128574,0.4149255,0.38018575,0.41587493,0.31045684,0.39080805,0.14779024,0.22869375,0.30141744,0.24114366,0.2841147,0.1981514,0.27358472,0.33959797,0.34380764,0.35345152,0.19365944,0.18501872,0.26028228,0.30676803
PEX14,0.12876871,0.1520624,0.15847577,0.11972663,0.13247696,0.116305366,0.079099,0.15551175,0.17036638,0.09020885,0.16859552,0.12402281,0.12978065,0.121495515,0.12755516,0.12873647,0.102881566,0.10413114,0.115183555,0.12373221
CASZ1,0.56872845,0.15177387,0.33646828,0.08937809,0.30152908,0.15323645,0.08118056,0.036591,0.63778186,0.06776665,0.7035221,0.09479904,0.43778658,0.15064134,0.22174326,0.0786607,0.33083484,0.01952459,0.2883659,0.07724111
TARDBP,0.70492613,0.56208265,0.8860592,0.76738435,0.68916816,0.5928266,0.46210468,0.6677857,0.92609423,0.46424556,1.0386317,0.63793343,0.497195,0.6287638,0.7623744,0.68082184,0.57492644,0.40908664,0.67807704,0.70615214
RP4-635E18.8,0.032192178,0.023660563,0.030446088,0.023345023,0.05356677,0.025631277,0.041631054,0.02744325,0.026210213,0.017601727,0.036424957,0.026372667,0.01708311,0.032748118,0.013093411,0.018569766,0.03227657,0.01208665,0.014652325,0.010616077
SRM,0.9244933,1.5835265,1.6425273,2.1790912,0.9644898,1.6492211,0.47251248,0.6037515,0.5722563,1.1634742,0.8981354,0.58803916,1.1802645,1.4052217,1.3832556,1.4127628,0.55677086,0.5225152,0.8882972,1.2109648
EXOSC10,0.2633155,0.20198043,0.3107062,0.2901453,0.28309748,0.23013029,0.1144854,0.28358024,0.24026029,0.25302482,0.28099254,0.18959808,0.2042324,0.2469208,0.21878669,0.23681667,0.17953844,0.16177517,0.20065545,0.21268761
RP4-635E18.7,0.0033017616,0.0011541739,0.0007806689,0.0013340013,0.002303947,0.0013780256,0.0041631055,0,0,0,0,0.0021383243,0.00076491537,0.0016374058,0.0004223681,0.00020864906,0,0.00092974235,0.000407009,0.0010982148
RP4-635E18.6,0.005778083,0.0066365,0.010929365,0.011672512,0.0057598674,0.009370574,0.012489317,0,0.008736737,0.012761252,0.0031221393,0.005702198,0.007904125,0.017683983,0.006335522,0.0148140825,0.0020172857,0.005578454,0.006919153,0.0073214322
MTOR,0.10895813,0.082811974,0.1077323,0.076038085,0.09446183,0.07055491,0.058283478,0.073182,0.096104115,0.07260713,0.100949176,0.05060701,0.08720035,0.08645503,0.07433678,0.056752544,0.07665686,0.044627633,0.072447605,0.080901824
ANGPTL7,0.0016508808,0.0020198042,0.03669144,0,0.06739045,0.005236497,0,0,0,0.0030803022,0.012488557,0.00071277475,0,0,0.0004223681,0,0,0,0,0.00036607162
UBIAD1,0.14115031,0.118014276,0.14832708,0.11372362,0.13449292,0.12347109,0.08534367,0.13721626,0.1266827,0.12409218,0.09470489,0.09266072,0.119581774,0.08972984,0.16218935,0.103907235,0.11700258,0.058573768,0.0858789,0.08749112
FBXO2,0.23112333,0.22535245,0.10890331,0.16474918,0.27704963,0.19512843,0.04371261,0.10062525,0.21841845,0.1293727,0.16755481,0.08695853,0.16241704,0.30095518,0.083628885,0.08387692,0.1250717,0.044627633,0.07916325,0.0915179
FBXO44,0.21131274,0.118014276,0.15027876,0.10738711,0.24105045,0.10004466,0.079099,0.1646595,0.1965766,0.09724955,0.17067696,0.11333119,0.13819471,0.15260622,0.107703865,0.08179043,0.110950716,0.09111475,0.09564712,0.09298219
FBXO6,0.12794326,0.2582464,0.13661705,0.1934302,0.15926035,0.3610427,0.21439993,0.3110235,0.13541943,0.47612673,0.1436184,0.5110595,0.23406412,0.40771404,0.14613937,0.30692276,0.22795328,0.3179719,0.15954754,0.53409845
MAD2L2,0.31531826,0.36010224,0.29197016,0.47490448,0.36805555,0.5495566,0.4038212,0.548865,0.2795756,0.63234204,0.23520117,0.56879425,0.34064233,0.42801788,0.37464052,0.44859546,0.48011398,0.5187962,0.33130535,0.5300717
DRAXIN,0.004127202,0.004328152,0.008977693,0.0053360052,0.00028799337,0.0008268154,0.0062446585,0.15551175,0.039315317,0.0044004316,0.0062442785,0.009978848,0.0012748591,0.003929774,0.005068417,0.0018778415,0.020172857,0.01952459,0.0022385498,0.005491074
AGTRAP,0.35493937,0.7265525,0.25684008,0.5826251,0.27589765,0.37702778,0.26643875,0.34761447,0.14852454,0.32343173,0.22063117,0.27513105,0.47220775,0.7306105,0.36323658,0.5758714,0.20172858,0.36166978,0.45015198,0.48907167
C1orf167,0.014857927,0.050495107,0.00702602,0.00933801,0.023903452,0.016536308,0.0145708695,0,0.026210213,0.0057205614,0.012488557,0.006414973,0.18281478,0.051414542,0.07940521,0.028167622,0.012103715,0.00092974235,0.047416553,0.019035723
MTHFR,0.1551828,0.14859988,0.12373602,0.07903958,0.15090853,0.19457722,0.17276888,0.12806849,0.2096817,0.52013105,0.17900266,0.22167297,0.20856692,0.12051307,0.1896433,0.14542839,0.296541,0.13016392,0.31176892,0.20426796
CLCN6,0.042922903,0.028565804,0.055817828,0.032016035,0.043774992,0.036655482,0.041631054,0.02744325,0.0698939,0.06864674,0.0634835,0.03991539,0.034931134,0.036022928,0.026609192,0.031923305,0.050432146,0.042768147,0.042125434,0.0490536
NPPA-AS1,0.0024763213,0.0023083477,0.0039033443,0.004669005,0.004319901,0.005787708,0.008326211,0.0182955,0.008736737,0.007040691,0,0.007127748,0.0045894925,0.0065496233,0.003801313,0.003964332,0.0040345713,0.0065081962,0.0030525678,0.008785718
KIAA2013,0.27322078,0.18495636,0.24669136,0.15641166,0.26322594,0.16343383,0.09575143,0.1646595,0.30141744,0.15621534,0.34551674,0.1439805,0.2394185,0.16210318,0.17697224,0.14918406,0.26224715,0.212911,0.16626318,0.17315188
PLOD1,0.16013545,0.1745688,0.09719328,0.2928133,0.11174143,0.10059587,0.062446583,0.064034246,0.15726127,0.16721642,0.07597206,0.0848202,0.08108103,0.15784591,0.0781381,0.15544353,0.070605,0.23429507,0.07346513,0.14130363
MFN2,0.46224666,0.26113182,0.31734192,0.1897617,0.35365587,0.21221595,0.10407764,0.073182,0.53730935,0.086248465,0.54741514,0.14041664,0.30698603,0.16603296,0.27496165,0.17130087,0.26628172,0.10413114,0.2802257,0.19548224
MIIP,0.16838983,0.16735521,0.17135683,0.22177774,0.2655299,0.24639097,0.1935844,0.36591,0.18347149,0.24070363,0.16755481,0.32858917,0.18459958,0.24430093,0.17401566,0.27708596,0.211815,0.28636065,0.15486693,0.35765195
TNFRSF1B,0.014857927,0.012695913,0.10148696,0.080373585,0.07199835,0.33486024,1.0366132,1.6557426,0.048052058,0.2833878,0.11968201,0.90094733,0.052014247,0.21875742,0.25130904,0.28313676,0.6112376,1.3704401,0.31848457,0.76289326
VPS13D,0.38878244,0.19765228,0.2845538,0.14740716,0.2741697,0.13173926,0.12073006,0.17380723,0.5154675,0.10341015,0.50370514,0.14041664,0.27944908,0.16767035,0.21160643,0.090553686,0.31469658,0.047416862,0.28531334,0.10359827
DHRS3,0.2657918,0.19361266,0.24786237,0.14540616,0.24450639,0.112171285,0.09158832,0.11892075,0.3363644,0.037403673,0.29660323,0.12687391,0.29041287,0.14540164,0.19006565,0.13729107,0.15936558,0.100412175,0.15853003,0.07504468
RP11-474O21.5,0,0.0011541739,0.0007806689,0,0.00057598675,0,0,0,0,0,0.0020814263,0,0.00076491537,0.0006549623,0.0004223681,0.0010432453,0,0.00092974235,0.000407009,0.00036607162
HNRNPCL1,0.0008254404,0.0031739783,0.0062453514,0.0076705078,0.002303947,0.0019292358,0.0041631055,0.036591,0.056788795,0.0035203455,0.0031221393,0.002851099,0.0002549718,0.003929774,0.0008447362,0.0016691925,0.018155571,0.00092974235,0.001221027,0.0014642865
LRRC38,0.0016508808,0.0014427174,0.00039033446,0.0053360052,0.0017279603,0.0016536308,0,0,0.0043683685,0.0026402592,0.0010407132,0,0.0005099436,0,0.0008447362,0.0016691925,0,0.00092974235,0.000814018,0
PDPN,0.047875542,0.23660564,0.06986987,0.9858271,0.20245934,0.247769,0.16236112,0.02744325,0.15289292,0.063806266,0.08013491,0.05417088,0.08108103,0.13328484,0.08616309,0.16358086,0.022190142,0.25103045,0.07265111,0.29981264
PRDM2,0.2814752,0.2117909,0.27362445,0.21510772,0.3257205,0.23040588,0.29558048,0.5580127,0.4368369,0.22618221,0.34135392,0.3086315,0.21621609,0.20565817,0.32775766,0.18465441,0.437751,0.20919202,0.29223248,0.2668662
KAZN,0.2633155,0.20371167,0.25918207,0.11172262,0.20533927,0.11575415,0.0395495,0.0548865,0.34073275,0.13949369,0.38714525,0.034925964,0.24120332,0.09103976,0.2517314,0.06843689,0.19164214,0.0130163925,0.20472553,0.08419647
TMEM51,0.07511508,0.10704963,0.16276947,0.11539112,0.103101626,0.16067779,0.12281161,0.0548865,0.07426227,0.21650125,0.11551915,0.18175757,0.1346251,0.15981081,0.15838805,0.23097451,0.17953844,0.42303276,0.09829268,0.20829475
FHAD1,0,0.0040396084,0.0027323412,0.0073370077,0.0020159537,0.006890128,0.0041631055,0.0182955,0,0.017161684,0,0.01354272,0.0017848026,0.0081870295,0.0012671043,0.007094068,0.008069143,0.03997892,0.001628036,0.012446435
EFHD2,0.28642783,0.418388,0.8860592,0.4882445,0.37583137,0.99851733,0.65777063,0.81414974,0.21841845,1.5265099,0.55678153,1.3785064,0.58643514,0.8327846,0.58582455,0.81560916,0.99855644,1.5201287,0.44384333,1.5913134
CASP9,0.042922903,0.03173978,0.03083642,0.03501754,0.0305273,0.04354561,0.12697472,0.064034246,0.04368369,0.08228808,0.040587813,0.058447532,0.050229445,0.03373056,0.069690734,0.066559054,0.11901986,0.07623887,0.07041256,0.07138396
DNAJC16,0.11143445,0.07155878,0.083531566,0.077038586,0.11865327,0.08350835,0.0749359,0.11892075,0.11357759,0.054125313,0.08950133,0.0762669,0.084140696,0.08219776,0.07264731,0.08408557,0.05850129,0.06973068,0.08750694,0.07724111
AGMAT,0.004127202,0.0066365,0.0074163545,0.014674015,0.0063358545,0.012953441,0.0020815528,0.064034246,0.0043683685,0.0057205614,0.010407131,0.025659893,0.0043345205,0.007859548,0.0033789447,0.006050823,0.012103715,0.010227165,0.0038665857,0.023062512
RP4-680D5.2,0.0008254404,0.0017312608,0,0.00033350033,0.00086398015,0,0,0,0,0.0013201296,0,0,0.0005099436,0,0,0.0004172981,0.0020172857,0,0.0006105135,0.00073214323
DDI2,0.1981057,0.13099873,0.21468395,0.17041868,0.19785146,0.1620558,0.10615919,0.219546,0.2795756,0.13069282,0.34135392,0.16322543,0.15374799,0.16079324,0.12459859,0.12623268,0.14121,0.11249882,0.13594101,0.12300006
PLEKHM2,0.31696913,0.16389269,0.21390328,0.11505762,0.21484306,0.17500925,0.1415456,0.08232975,0.23152356,0.17205688,0.49017587,0.16465098,0.26593557,0.15588103,0.20104723,0.11913861,0.26224715,0.18408899,0.17664191,0.13581257
SLC25A34,0.0016508808,0.002596891,0.0046840133,0.0023345025,0.0048958873,0.0033072615,0,0,0.008736737,0.004840475,0.0041628527,0.0042766486,0.0022947462,0.0036022929,0.0025342086,0.0016691925,0.0060518575,0.002789227,0.0010175225,0.0036607161
FBLIM1,0.22369435,0.46253517,0.38916343,0.6553282,0.23212267,0.301512,0.10824074,0.12806849,0.35383785,0.0682067,0.25705615,0.07983078,0.15247314,0.25445285,0.3256458,0.1871582,0.27233356,0.083676815,0.10683987,0.27089298
RP11-169K16.9,0.093274765,0.058285777,0.11007432,0.061364062,0.16617218,0.09232772,0.0749359,0.109773,0.17036638,0.100329846,0.08325705,0.075554125,0.084650636,0.094314575,0.056597326,0.090553686,0.110950716,0.061362993,0.057998788,0.07650897
SPEN,0.3508122,0.18120529,0.43366155,0.37018538,0.32341656,0.31915072,0.44545227,0.5946037,0.61157167,0.397359,0.59841007,0.34925964,0.19581833,0.3006277,0.3919576,0.24391074,0.5587882,0.30588523,0.29976213,0.3316609
ZBTB17,0.082544036,0.08108071,0.10070629,0.0973821,0.087549984,0.08764243,0.0749359,0.073182,0.08736738,0.053245224,0.086379185,0.08980962,0.09000504,0.09169473,0.10897097,0.10202939,0.084726,0.13202341,0.07611068,0.114214346
FAM131C,0.0033017616,0.0011541739,0.024981406,0.0023345025,0.004607894,0.004134077,0.0020815528,0,0.0043683685,0.0008800864,0.022895688,0.002851099,0.0066292663,0.0016374058,0.007602626,0.0018778415,0.0020172857,0.0018594847,0.006715649,0.005491074
EPHA2,0.8402983,0.14658009,0.42897755,0.0913791,0.22981873,0.13256606,0.21023683,0.064034246,0.65088695,0.047964707,0.97202605,0.066288054,0.84191686,0.0851451,1.2050163,0.11037535,1.3717543,0.052995317,0.95545363,0.12958935
RP11-276H7.2,0.0008254404,0.0008656304,0.0054646824,0.0026680026,0.0017279603,0.0030316561,0,0,0.0043683685,0.0004400432,0.0052035656,0.0021383243,0.0017848026,0.0009824435,0.004223681,0.003755683,0.0020172857,0,0.0028490631,0.0014642865
RP11-276H7.3,0.004127202,0.0017312608,0.009368027,0.003001503,0.00028799337,0.00055121025,0,0,0.026210213,0.0013201296,0.009366418,0.003563874,0.006374295,0.0013099246,0.0033789447,0.0025037886,0.020172857,0,0.008954199,0.0032946446
