S8,S3,S5,S7,S1,S9,S2
ASPRV1,24.1898106466174,2.698516417541e-18,223.194365455995,1.82414963438148e-17,6.25082741251684e-19,3.77715487497321e-18,5.56870971537475e-08
TFPI,266.468765054555,227.540926430629,759.832664204275,2.36480953003272e-06,651.02627797302,36.9089556043659,2130.67194643381
ALKBH7,94.7950084044314,388.955527202789,385.346948353707,10297.7386164206,910.451453871392,387.445430010382,0.000332178425460583
KRT31,4.01880405725407e-17,8.8325500001343e-05,615.819890963661,2.22858206976571e-16,3.617596320808e-21,578.316685865804,9.15896010558754e-25
BAMBI,2.289827680511,469.825121688081,2353.68486055799,1.35742982329572e-09,0.368555519323954,1.42299135515336e-10,1.15319737263165e-16
C11orf83,10.8670141670385,129.185776935622,323.969648514541,10990.4163957307,749.132110870969,242.16780031113,216.169333792053
TPPP3,1530.15804197163,50.4456884842226,60.4766947991798,2884.15624052683,925.001748471556,0.0078834528343176,0.101947056413371
TM4SF4,1469.61532398171,8.86143830857793e-20,4.42628570724629e-08,250.520188812195,283.745338756367,1.0560453846348e-42,8.12674402076092e-16
GNLY,5.56604199100195e-06,2.97877660688444e-11,5.15770968703901,3839.19669086881,384.45418804616,0.0130588378464009,1481.9972010692
AZGP1,564.698787674333,1.81904953971292e-19,368.312577203259,2300.46364588909,938.382266942291,3.7410343254089e-10,9.98551244295607e-21
SIX2,1103.7200665917,848.012967843646,835.14767121085,486.885280952598,2.32137905459978e-09,46.6012354047298,430.486614578931
MYO15B,2512.23230368583,0.00413662018156249,202.03582975723,1314.26253996582,4873.1901005621,245.786293463546,0.0100159369392679
RSAD2,92.0709964743241,624.656917751921,25.9459526511418,634.745627494561,5.45808559903144e-08,1003.49942206171,996.488613202514
ENC1,1260.08881680465,5.07099279753889e-09,1489.95649415114,0.498784139278873,801.733211256814,49.6052827411797,1051.14019114043
DDAH1,3149.91477395852,4.98837646948008e-10,1103.93374467153,426.37091759547,3601.07298501064,2.90696122623897e-13,2.52442469710155
NT5E,593.22051876847,742.196174602434,0.214384038551141,2.02182524690928,1126.96715905727,6.29288632512211e-09,3788.02385288517
MFAP5,1.26647381718662e-06,2.75839154374412e-08,0.0245993134454379,1269.34947522418,0.0653439256562515,5.49519169077894e-06,2505.95158773417
KLF12,551.560696378727,22.488562292582,268.924369754087,0.000404869197459619,0.000128918702576678,377.509982744078,104.330842087294
GALNT4,1628.06672361546,0.0136327138179411,1082.18147811328,0.803576982138696,6493.16401376494,8.08282498890174,5.22357608469568
SDC2,126.836951889608,0.000968811952777366,1828.10489460884,297.253245108921,75.9849361610776,7.03213834397783e-05,0.138069013260539
PREX1,634.444051952159,3.37055321558737e-06,1293.34115014547,0.523662434676123,0.518901734920355,0.0511439869012124,2.97977908783219
