S2,S4,S9,S6,S7,S10,S1,ITTH
TCGA.BR.7703.01,0.433318128770728,1.69061665376997e-05,0.448960333507239,0.080077637168922,3.99178019574882e-06,1.01219115625298e-06,0.0376219904152216,0.538434849251843
TCGA.HU.A4H6.01,0.354786089279482,0.135658825365466,0.28391368683528,0.0352763323309696,3.42332819930961e-05,0.00344635404296129,0.186884478863848,0.743837571203933
TCGA.BR.6452.01,0.620041790150008,0.0513376042387133,0.118231250145598,0.107161681071118,0.000964742154406111,0.00507623374420961,0.0971866984959464,0.617008963240514
TCGA.VQ.A91Q.01,0.585783179823959,0.0871981931609304,2.25844391952799e-05,0.159887765224194,3.19010859562783e-05,0.0131510214861901,0.153925354779575,0.598535757751778
TCGA.CD.5801.01,0.000133243930897924,0.227847338674154,0.507390409858216,0.205120906126126,0.000189933276446202,1.28898548248199e-05,0.0593052782793353,0.604705022222403
TCGA.HU.A4HB.01,0.657681618839739,0.0719427682999537,0.127069199501501,0.000317454572816912,0.0133552139881958,0.00256788084524913,0.127065863952544,0.547167586385595
TCGA.BR.A4J6.01,0.328980562040943,3.75812119388878e-11,0.283350112855221,0.111901330056607,0.00188891858179043,0.00801355741316717,0.26586551901469,0.704495535093982
TCGA.IN.A6RR.01,0.220002154740325,9.12613379073157e-09,0.2662657396297,0.123490726863919,0.00901045160225725,2.40719892633097e-06,0.381228510838738,0.695738695168017
TCGA.BR.8381.01,0.542400760879937,0.164388362149192,0.25610181019732,0.0216007923269707,0.00501215555107755,0.00701281815779329,0.00348330073770973,0.586542712662466
TCGA.HU.A4GD.01,0.376918656148995,0.220254159027724,0.379307252742044,0.000354590687317069,7.93074509253182e-05,1.07398285658068e-05,0.0230752941144297,0.59579886621248
TCGA.BR.7716.01,0.187023421390567,0.525365968223973,0.141396917045123,0.0643058009245798,8.63384684328088e-06,1.24683385993913e-06,0.0818980117350532,0.673112105882376
TCGA.VQ.A8PB.01,0.655481017234002,0.00288835707859468,0.217861640822787,0.117566733641167,0.000352590335050675,0.00542545559917616,0.000424205289221922,0.468589733264059
