S2,S4,S8,S6,S1
NUDT4,1009.66459493281,0.00837088891154479,65.9526175515351,519.644495488761,5198.24754705912
HKDC1,187.365683464648,3.47734145025129e-06,4383.59884420979,617.114735246253,1639.64278612142
KDELR3,136.06235007933,0.00996391066625021,3789.96962935878,815.983100571606,1259.40833710065
SLC29A2,963.037348300854,3459.57300815653,3.11226148187184,55.7595812053656,3.07287712848229e-21
ERCC2,459.711177238882,4415.70184372463,1.04578511942086e-06,273.876003178683,0.000820900708318799
SH3BP5,1013.1833459827,6.64645190400583e-09,5.13062074947609e-07,703.932163033687,2374.74395872794
EPHB2,755.919774585567,1489.41708025747,0.00352222555782332,1.12265185165391e-19,5.64920592889899e-38
FKBP5,551.35940060926,4.94986859435702e-20,2698.19088983753,18.1130639215131,2171.95875533582
SURF2,176.446664925765,3607.95631898289,1466.42196126525,476.875574946036,4.8470849786897
C17orf89,247.460112385709,5001.46063254583,6.70511900028537e-05,555.774459248554,5.91573478603835
PECAM1,32.5493313080019,1436.43871941052,68.8880247113554,454.203881662824,0.0214601510986101
GGT6,428.657425396607,1265.23518619482,0.00409960136114706,1172.07802928425,1400.53197817684
ZNF589,469.129756183701,3044.34519694232,5.29830097908412e-11,966.630673797339,6.87852369758779e-14
MICAL2,848.571686833334,6.06235848449753e-06,17.5161839324623,400.187502191302,1956.1524178475
TPRN,468.17117783175,3579.51043963165,0.00119910176047155,563.034673858115,642.219242826666
AKNA,249.187944933693,1.44608617695141e-10,1304.91216965045,1335.13539788921,4.03663433447382e-08
CSRP2,851.803928824479,1770.57385804732,3335.07057445669,893.53479682531,777.319043393564
MSI1,1049.69933259679,2057.42997922609,2.15425251162267e-09,480.323316019084,0.000555498728144056
PLEKHH1,757.935827160875,4.83778679191778e-13,0.000106134382206142,1280.31363079044,467.200960819977
FDX1L,379.382762756312,4317.21809460537,0.0017147192150274,360.549049781331,1.88607288935666e-09
C9orf119,213.869495494769,5280.37437615709,0.164957354008441,289.511991786847,119.666182432186
DPY19L4,1123.02695089253,2.34258785264785e-09,0.0343171405507564,641.956725815874,0.00900890536715862
CHST3,601.290472920077,154.232696818926,1.12940993170696e-07,1273.66698181423,213.172299073105
NVL,605.41232762684,809.404144651567,7559.36828575703,693.623959700505,188.358693799058
NEK2,1157.5642325986,0.0407650453496362,0.461047895577822,570.36284493339,1.05600508126275e-13
NRBP2,991.07436305339,484.393402241045,1.10730074152226e-19,543.776032475308,1.49657538080689
DGCR6,386.56527055394,3542.65996947445,0.000705836026531908,538.679361865949,0.187625862787987
C16orf48,0.0260670681846833,2086.6241953216,0.000449112620617585,1298.33616606367,0.000329585793586338
ANKH,1018.17273886563,244.018911930188,1.59614357601041e-05,765.593856881312,1791.36468375896
IQGAP2,757.092501835915,6.92053401383401e-21,0.00125614976038954,1142.81314764223,6.83052931641462e-13
GNG11,251.983748716895,30.2646408770751,5.49348340210462e-07,1004.81687714897,282.433271067406
