S10,S4,S8,S9,S7,S3,S2,S6
SEMA3A,299.84283159634,339.279679043433,715.103391995154,408.913399507391,1.41823966332861,53.1963883999554,395.651904596866,350.991435495338
RASIP1,536.659433827452,188.571290784904,227.003551193971,0.0409826755462532,849.318487776404,621.045708230634,515.665448786365,188.592686262884
PROS1,294.216992867167,779.704907220736,410.685158040644,495.937945736528,362.225904949431,0.951937539105757,996.948168104974,1750.4810625337
RNF212,549.729041874878,4.746666829147,473.907189036929,67.8737788622059,585.911154474587,849.168096214527,178.611052886242,526.001152390533
SLC7A11,462.738020820552,1029.52420007254,30.7622404518015,3049.79242017427,0.000179189201107251,0.000560368714386291,753.782576227558,3.35839312028218
KIF5C,635.648918992082,347.191443025401,1054.53661443376,746.602148056711,713.653741424154,0.0258260291151236,309.24266364569,1557.99582424832
LAMC3,343.844972942881,0.30912689590033,862.346379895329,543.649497909589,732.327788635409,608.940222214097,192.586102294509,1637.06489682885
APOL3,0.773434949640754,94.5602845100367,7.52714887557685e-10,8.5043648822544,3.0353272892319e-07,39.266350878467,1002.27570687153,834.683304682495
C14orf132,552.442711919868,451.587718963306,1140.92169186803,4.82942546887568e-06,1510.10173982352,208.055179573929,0.0441982996876697,238.905146743816
IGSF3,463.367332188213,0.0170009306348874,2042.60024112883,1157.83615471106,1025.78017155499,21.4177784164602,0.00761916479067361,122.845695252854
CSAD,477.499506667219,96.1442246081039,943.803381232773,1257.91350040402,1.60933122882728,0.0204380702494943,604.054737553257,1106.804575702
PAQR8,324.562869722878,1014.20001045127,1099.02493297303,8.84035751503875,872.717902415169,14.3458178319382,0.000869598513598425,296.395843077401
GEFT,390.256866728943,620.522193789558,1539.1263157985,1059.99562321001,1485.19256876005,50.776740961027,0.0208486021691353,166.995063590054
COLEC12,80.882170830942,0.24619524057763,224.497258526513,38.6888950348463,2.32539816968784,317.406277665267,67.4017781096086,224.756749405867
TMEM119,0.18188922946473,0.0164827645532081,1364.64266103385,9.35669019131914,0.000155192506212617,280.974816249056,0.0307128616942438,23.2683192887368
SLAMF8,0.807056759384899,0.0174501381842687,0.00140724530571625,0.00386965412307406,4.84197486708544e-09,292.393812500715,0.429459802385504,6.10253302572158e-06
ARRDC2,138.423885593831,722.052067936835,0.0720935067476975,145.07944353115,942.567218375308,190.692290230241,810.502101138412,2636.36965572336
FGD4,366.053449243603,836.541073338202,1696.06899524808,848.734713941702,599.97499220488,0.00422296358486347,295.849052043144,317.111195808113
LRFN1,279.281794486695,9.25067241148461e-05,1854.44865816323,0.00493954200551867,200.864103067098,476.525340480682,47.0861245123814,3.11401300093295
POLR2J2,336.209614967209,831.142371979855,734.293332363036,342.04474679515,738.758743968988,391.124160550606,431.86030606545,9.80320667969194
PLEKHH1,773.283389928045,625.167797739187,1277.04285000766,1140.42894218739,547.283762780949,2.86242079548553e-05,327.565046997508,676.339808575916
FZD8,406.471568977393,30.1672812163652,273.506856717014,0.398156225285252,0.000123356722575292,635.571760158898,798.410960912237,0.575995062694342
PYCARD,0.276651940942332,689.966772044752,7.67332699190306e-07,5.75887731892914,0.0285512338050421,1686.55138717874,928.709710572973,111.64315425709
CTSL2,393.016202974181,0.002452894380924,153.961887506681,0.000485307319869104,2115.72069052034,1357.9214489509,52.2089303665129,233.271948677179
CARD11,59.1357534725247,1223.53028729352,178.706081802446,18.5333573739487,5.40566650251082,4.48156404878318e-06,621.937246471147,1382.69988923667
